Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.011668,6.360631,[ 6 17] ; [9 4],[ 9.58333333 13.41666667] ; [5.41666667 7.58333333],0
s4,1,0.501273,0.452241,[ 5 19] ; [4 9],[ 5.83783784 18.16216216] ; [3.16216216 9.83783784],0
s6,1,0.50137,0.452036,[12 12] ; [8 5],[12.97297297 11.02702703] ; [7.02702703 5.97297297],0
b2,1,0.504036,0.446429,[ 3 15] ; [2 5],[ 3.6 14.4] ; [1.4 5.6],0
b3,1,0.504036,0.446429,[ 3 15] ; [2 5],[ 3.6 14.4] ; [1.4 5.6],0
n5,1,0.514084,0.425745,[14 10] ; [9 4],[14.91891892  9.08108108] ; [8.08108108 4.91891892],0
u2,1,0.598725,0.276923,[6 3] ; [7 2],[6.5 2.5] ; [6.5 2.5],0
a5,1,0.608766,0.261976,[15  9] ; [7 6],[14.27027027  9.72972973] ; [7.72972973 5.27027027],0
b4,1,0.608766,0.261976,[ 9 15] ; [6 7],[ 9.72972973 14.27027027] ; [5.27027027 7.72972973],0
d1,1,0.634592,0.225885,[ 4 20] ; [ 3 10],[ 4.54054054 19.45945946] ; [ 2.45945946 10.54054054],0
n6,1,0.64155,0.216721,[13 11] ; [6 7],[12.32432432 11.67567568] ; [6.67567568 6.32432432],0
s3,1,0.665671,0.186708,[11 13] ; [5 8],[10.37837838 13.62162162] ; [5.62162162 7.37837838],0
p5,1,0.678863,0.171409,[ 4 19] ; [ 3 10],[ 4.47222222 18.52777778] ; [ 2.52777778 10.47222222],0
b1,1,0.682234,0.167622,[15  9] ; [9 4],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
d4,1,0.682234,0.167622,[15  9] ; [9 4],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
r3,1,0.690487,0.158559,[17  7] ; [10  3],[17.51351351  6.48648649] ; [9.48648649 3.51351351],0
n4,1,0.792538,0.069177,[14 10] ; [7 6],[13.62162162 10.37837838] ; [7.37837838 5.62162162],0
d3,1,0.823181,0.049933,[12 12] ; [6 7],[11.67567568 12.32432432] ; [6.32432432 6.67567568],0
r4,1,0.849647,0.035936,[10 14] ; [5 8],[ 9.72972973 14.27027027] ; [5.27027027 7.72972973],0
v4,1,0.873624,0.025299,[16  8] ; [9 4],[16.21621622  7.78378378] ; [8.78378378 4.21621622],0
a8,1,0.886436,0.020396,[ 3 19] ; [ 2 11],[ 3.14285714 18.85714286] ; [ 1.85714286 11.14285714],0
v3,1,0.918904,0.010366,[ 7 17] ; [4 9],[ 7.13513514 16.86486486] ; [3.86486486 9.13513514],0
a1,1,0.94563,0.004651,[ 2 22] ; [ 1 12],[ 1.94594595 22.05405405] ; [ 1.05405405 11.94594595],0
u3,1,1.0,0.0,[4 5] ; [4 5],[4. 5.] ; [4. 5.],0
