Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-05,19.595554,[49 81] ; [26  6],[60.18518519 69.81481481] ; [14.81481481 17.18518519],1
s7,1,0.000135,14.570812,[29 97] ; [18 13],[37.71974522 88.28025478] ; [ 9.28025478 21.71974522],1
b5,1,0.000906,11.009787,[87 44] ; [11 21],[78.7607362 52.2392638] ; [19.2392638 12.7607362],1
s2,1,0.001475,10.110081,[42 89] ; [20 12],[49.82822086 81.17177914] ; [12.17177914 19.82822086],0
s4,1,0.016382,5.76144,[ 21 108] ; [11 20],[ 25.8 103.2] ; [ 6.2 24.8],0
s1,1,0.027531,4.857168,[  4 126] ; [ 4 28],[  6.41975309 123.58024691] ; [ 1.58024691 30.41975309],0
p10,1,0.027641,4.850339,[67 61] ; [23  8],[72.45283019 55.54716981] ; [17.54716981 13.45283019],0
p11,1,0.03186,4.606025,[80 51] ; [26  6],[85.19018405 45.80981595] ; [20.80981595 11.19018405],0
n6,1,0.032977,4.546993,[90 41] ; [28  4],[94.83435583 36.16564417] ; [23.16564417  8.83435583],0
s3,1,0.039276,4.2489,[54 74] ; [20 12],[59.2 68.8] ; [14.8 17.2],0
p9,1,0.047429,3.930118,[73 55] ; [23  7],[77.7721519 50.2278481] ; [18.2278481 11.7721519],0
p1,1,0.055496,3.667114,[  8 123] ; [ 5 25],[ 10.57763975 120.42236025] ; [ 2.42236025 27.57763975],0
b4,1,0.090175,2.871251,[77 54] ; [24  8],[81.17177914 49.82822086] ; [19.82822086 12.17177914],0
r2,1,0.137168,2.209445,[103  27] ; [29  3],[105.92592593  24.07407407] ; [26.07407407  5.92592593],0
v4,1,0.141296,2.163784,[108  22] ; [29  2],[110.62111801  19.37888199] ; [26.37888199  4.62111801],0
p2,1,0.142045,2.155669,[88 43] ; [25  6],[91.37654321 39.62345679] ; [21.62345679  9.37654321],0
r4,1,0.160103,1.973249,[90 41] ; [26  6],[93.22699387 37.77300613] ; [22.77300613  9.22699387],0
p3,1,0.162618,1.949715,[33 98] ; [12 20],[36.16564417 94.83435583] ; [ 8.83435583 23.16564417],0
r1,1,0.180391,1.794399,[73 58] ; [22 10],[76.34969325 54.65030675] ; [18.65030675 13.34969325],0
u3,1,0.181133,1.7883,[34 43] ; [10  6],[36.43010753 40.56989247] ; [7.56989247 8.43010753],0
p6,1,0.196243,1.670115,[30 99] ; [11 21],[32.85093168 96.14906832] ; [ 8.14906832 23.85093168],0
p4,1,0.283252,1.151422,[43 85] ; [14 18],[45.6 82.4] ; [11.4 20.6],0
r3,1,0.310269,1.02953,[108  23] ; [27  3],[109.8447205  21.1552795] ; [25.1552795  4.8447205],0
a3,1,0.327388,0.9592,[53 78] ; [16 16],[55.45398773 75.54601227] ; [13.54601227 18.45398773],0
a4,1,0.332001,0.941078,[ 16 115] ; [ 6 26],[ 17.6809816 113.3190184] ; [ 4.3190184 27.6809816],0
b1,1,0.347398,0.88294,[57 74] ; [11 21],[54.65030675 76.34969325] ; [13.34969325 18.65030675],0
a7,1,0.366785,0.814529,[81 49] ; [22  9],[83.16770186 46.83229814] ; [19.83229814 11.16770186],0
p5,1,0.367635,0.811642,[  4 127] ; [ 2 29],[  4.85185185 126.14814815] ; [ 1.14814815 29.85185185],0
n2,1,0.372355,0.795789,[28 17] ; [7 2],[29.16666667 15.83333333] ; [5.83333333 3.16666667],0
u1,1,0.389282,0.741182,[  4 127] ; [ 2 30],[  4.82208589 126.17791411] ; [ 1.17791411 30.82208589],0
b3,1,0.474125,0.512346,[15 52] ; [ 3 17],[13.86206897 53.13793103] ; [ 4.13793103 15.86206897],0
b2,1,0.474125,0.512346,[15 52] ; [ 3 17],[13.86206897 53.13793103] ; [ 4.13793103 15.86206897],0
d1,1,0.4861,0.485147,[41 90] ; [ 8 24],[39.3803681 91.6196319] ; [ 9.6196319 22.3803681],0
u2,1,0.489148,0.478399,[36 41] ; [9 7],[37.25806452 39.74193548] ; [7.74193548 8.25806452],0
p7,1,0.521407,0.411109,[59 67] ; [16 14],[60.57692308 65.42307692] ; [14.42307692 15.57692308],0
n5,1,0.5978,0.278327,[74 55] ; [20 12],[75.31677019 53.68322981] ; [18.68322981 13.31677019],0
v2,1,0.611163,0.258484,[34 89] ; [10 21],[35.14285714 87.85714286] ; [ 8.85714286 22.14285714],0
n1,1,0.655306,0.199275,[12 34] ; [3 6],[12.54545455 33.45454545] ; [2.45454545 6.54545455],0
n3,1,0.655306,0.199275,[27 19] ; [6 3],[27.6 18.4] ; [5.4 3.6],0
s8,1,0.665626,0.186761,[32 99] ; [ 9 23],[32.95092025 98.04907975] ; [ 8.04907975 23.95092025],0
d5,1,0.677046,0.17347,[76 54] ; [20 12],[77.03703704 52.96296296] ; [18.96296296 13.03703704],0
n4,1,0.688927,0.16025,[68 62] ; [18 14],[69.01234568 60.98765432] ; [16.98765432 15.01234568],0
v3,1,0.699023,0.14949,[ 26 103] ; [ 7 23],[ 26.77358491 102.22641509] ; [ 6.22641509 23.77358491],0
a6,1,0.786211,0.073568,[62 69] ; [16 16],[62.68711656 68.31288344] ; [15.31288344 16.68711656],0
p12,1,0.789554,0.07123,[  3 127] ; [ 1 31],[  3.20987654 126.79012346] ; [ 0.79012346 31.20987654],0
d2,1,0.801903,0.062943,[ 31 100] ; [ 8 23],[31.53703704 99.46296296] ; [ 7.46296296 23.53703704],0
p8,1,0.85826,0.031894,[53 78] ; [12 19],[52.5617284 78.4382716] ; [12.4382716 18.5617284],0
d4,1,0.916435,0.011009,[81 49] ; [19 12],[80.74534161 49.25465839] ; [19.25465839 11.74534161],0
a8,1,0.941073,0.005464,[ 14 111] ; [ 3 25],[ 13.88888889 111.11111111] ; [ 3.11111111 24.88888889],0
d3,1,0.966681,0.001745,[68 61] ; [17 15],[68.10559006 60.89440994] ; [16.89440994 15.10559006],0
a1,1,0.983208,0.000443,[  4 127] ; [ 1 31],[  4.01840491 126.98159509] ; [ 0.98159509 31.01840491],0
