Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.068399,[27 46] ; [51 14],[41.26086957 31.73913043] ; [36.73913043 28.26086957],1
d1,1,1e-06,23.482747,[12 62] ; [36 29],[25.55395683 48.44604317] ; [22.44604317 42.55395683],1
a4,1,4e-06,21.280724,[11 63] ; [33 31],[23.5942029 50.4057971] ; [20.4057971 43.5942029],1
d5,1,4e-06,21.113491,[35 39] ; [55 10],[47.91366906 26.08633094] ; [42.08633094 22.91366906],1
d2,1,8.8e-05,15.384399,[19 55] ; [37 26],[30.24817518 43.75182482] ; [25.75182482 37.24817518],1
a6,1,0.000354,12.759816,[30 44] ; [46 19],[40.46043165 33.53956835] ; [35.53956835 29.46043165],1
d4,1,0.000616,11.72663,[36 38] ; [50 15],[45.78417266 28.21582734] ; [40.21582734 24.78417266],1
n4,1,0.056631,3.633397,[42 32] ; [47 18],[47.38129496 26.61870504] ; [41.61870504 23.38129496],0
p10,1,0.065694,3.387456,[35 36] ; [41 22],[40.26865672 30.73134328] ; [35.73134328 27.26865672],0
n5,1,0.076197,3.144202,[45 29] ; [48 16],[49.86956522 24.13043478] ; [43.13043478 20.86956522],0
p9,1,0.097801,2.741046,[45 27] ; [47 15],[49.43283582 22.56716418] ; [42.56716418 19.43283582],0
s7,1,0.137777,2.202617,[11 59] ; [16 45],[14.42748092 55.57251908] ; [12.57251908 48.42748092],0
b4,1,0.170561,1.878009,[45 29] ; [32 33],[40.99280576 33.00719424] ; [36.00719424 28.99280576],0
d3,1,0.181579,1.784654,[31 42] ; [35 30],[34.91304348 38.08695652] ; [31.08695652 33.91304348],0
p2,1,0.208397,1.582531,[50 24] ; [36 27],[46.45255474 27.54744526] ; [39.54744526 23.45255474],0
a7,1,0.227206,1.458268,[38 36] ; [40 25],[41.52517986 32.47482014] ; [36.47482014 28.52517986],0
p6,1,0.25608,1.289827,[20 51] ; [12 49],[17.21212121 53.78787879] ; [14.78787879 46.21212121],0
p4,1,0.275407,1.189616,[25 49] ; [27 36],[28.08759124 45.91240876] ; [23.91240876 39.08759124],0
p1,1,0.276641,1.183518,[ 6 68] ; [ 9 56],[ 7.98561151 66.01438849] ; [ 7.01438849 57.98561151],0
b1,1,0.303753,1.057645,[30 44] ; [32 33],[33.00719424 40.99280576] ; [28.99280576 36.00719424],0
s4,1,0.311739,1.023292,[11 63] ; [ 6 59],[ 9.05035971 64.94964029] ; [ 7.94964029 57.05035971],0
s3,1,0.322128,0.980288,[15 57] ; [18 46],[17.47058824 54.52941176] ; [15.52941176 48.47058824],0
r2,1,0.35001,0.873421,[51 22] ; [47 14],[53.3880597 19.6119403] ; [44.6119403 16.3880597],0
a1,1,0.358121,0.844471,[ 3 71] ; [ 5 60],[ 4.25899281 69.74100719] ; [ 3.74100719 61.25899281],0
u3,1,0.359857,0.838391,[12 35] ; [5 8],[13.31666667 33.68333333] ; [3.68333333 9.31666667],0
p5,1,0.384734,0.75552,[ 5 69] ; [ 7 57],[ 6.43478261 67.56521739] ; [ 5.56521739 58.43478261],0
p3,1,0.399843,0.708797,[22 52] ; [23 40],[24.30656934 49.69343066] ; [20.69343066 42.30656934],0
n2,1,0.415638,0.662615,[16 12] ; [17  8],[17.43396226 10.56603774] ; [15.56603774  9.43396226],0
b2,1,0.439619,0.597277,[17 27] ; [17 19],[18.7 25.3] ; [15.3 20.7],0
b3,1,0.439619,0.597277,[17 27] ; [17 19],[18.7 25.3] ; [15.3 20.7],0
v3,1,0.509786,0.434507,[21 53] ; [15 49],[19.30434783 54.69565217] ; [16.69565217 47.30434783],0
s6,1,0.520194,0.413509,[21 52] ; [22 43],[22.74637681 50.25362319] ; [20.25362319 44.74637681],0
v1,1,0.56547,0.330322,[21 52] ; [21 42],[22.54411765 50.45588235] ; [19.45588235 43.54411765],0
s5,1,0.58519,0.297919,[ 6 66] ; [ 7 56],[ 6.93333333 65.06666667] ; [ 6.06666667 56.93333333],0
s8,1,0.622207,0.242778,[10 64] ; [ 7 58],[ 9.05035971 64.94964029] ; [ 7.94964029 57.05035971],0
p11,1,0.643713,0.213919,[45 29] ; [42 23],[46.31654676 27.68345324] ; [40.68345324 24.31654676],0
n1,1,0.660059,0.193452,[10 18] ; [10 14],[10.76923077 17.23076923] ; [ 9.23076923 14.76923077],0
v4,1,0.663342,0.189489,[57 17] ; [48 17],[55.89928058 18.10071942] ; [49.10071942 15.89928058],0
n6,1,0.704724,0.143604,[51 23] ; [46 18],[52.01449275 21.98550725] ; [44.98550725 19.01449275],0
r3,1,0.760909,0.092591,[55 19] ; [49 15],[55.76811594 18.23188406] ; [48.23188406 15.76811594],0
v2,1,0.765074,0.089296,[25 47] ; [21 44],[24.17518248 47.82481752] ; [21.82481752 43.17518248],0
p12,1,0.784407,0.074847,[ 3 71] ; [ 2 61],[ 2.70072993 71.29927007] ; [ 2.29927007 60.70072993],0
n3,1,0.786069,0.073668,[20  8] ; [17  8],[19.54716981  8.45283019] ; [17.45283019  7.54716981],0
r4,1,0.802978,0.062248,[36 38] ; [33 32],[36.73381295 37.26618705] ; [32.26618705 32.73381295],0
s1,1,0.855609,0.033112,[ 3 71] ; [ 3 61],[ 3.2173913 70.7826087] ; [ 2.7826087 61.2173913],0
b5,1,0.887839,0.019892,[43 31] ; [37 28],[42.58992806 31.41007194] ; [37.41007194 27.58992806],0
a8,1,0.894402,0.017619,[ 6 64] ; [ 5 58],[ 5.78947368 64.21052632] ; [ 5.21052632 57.78947368],0
u2,1,0.917814,0.010648,[19 27] ; [6 8],[19.16666667 26.83333333] ; [5.83333333 8.16666667],0
p8,1,0.966192,0.001797,[26 48] ; [22 40],[26.11764706 47.88235294] ; [21.88235294 40.11764706],0
p7,1,0.989982,0.000158,[33 40] ; [29 35],[33.03649635 39.96350365] ; [28.96350365 35.03649635],0
