Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,46.430694,[340  94] ; [60 67],[309.44741533 124.55258467] ; [90.55258467 36.44741533],1
n4,1,0.0,43.074566,[352  84] ; [67 62],[323.33451327 112.66548673] ; [95.66548673 33.33451327],1
p10,1,0.0,32.291154,[337  93] ; [67 60],[311.88509874 118.11490126] ; [92.11490126 34.88509874],1
r4,1,0.0,30.717983,[382  54] ; [86 43],[361.14690265  74.85309735] ; [106.85309735  22.14690265],1
r3,1,0.0,30.134096,[412  23] ; [102  27],[396.43617021  38.56382979] ; [117.56382979  11.43617021],1
v4,1,0.0,29.635302,[412  24] ; [100  27],[396.5044405  39.4955595] ; [115.4955595  11.5044405],1
p11,1,0.0,28.974162,[349  87] ; [73 56],[325.64955752 110.35044248] ; [96.35044248 32.64955752],1
p2,1,0.0,27.880165,[356  77] ; [76 51],[334.02857143  98.97142857] ; [97.97142857 29.02857143],1
p9,1,1e-06,24.824052,[351  77] ; [78 50],[330.23741007  97.76258993] ; [98.76258993 29.23741007],1
s8,1,4.4e-05,16.678853,[165 270] ; [ 24 105],[145.7712766 289.2287234] ; [43.2287234 85.7712766],1
p6,1,8.8e-05,15.368005,[140 290] ; [ 18 106],[122.63537906 307.36462094] ; [35.36462094 88.63537906],1
s7,1,9.6e-05,15.223446,[172 243] ; [26 93],[153.87640449 261.12359551] ; [44.12359551 74.87640449],1
r2,1,0.000204,13.7938,[399  30] ; [105  23],[388.17953321  40.82046679] ; [115.82046679  12.17953321],1
b1,1,0.000247,13.437302,[158 278] ; [70 59],[175.94336283 260.05663717] ; [52.05663717 76.94336283],1
p4,1,0.000307,13.029505,[243 191] ; [48 79],[225.12299465 208.87700535] ; [65.87700535 61.12299465],1
p3,1,0.000392,12.567996,[196 238] ; [35 92],[178.70588235 255.29411765] ; [52.29411765 74.70588235],1
s6,1,0.000564,11.891861,[236 197] ; [48 81],[218.8113879 214.1886121] ; [65.1886121 63.8113879],1
d1,1,0.002951,8.837397,[244 192] ; [53 76],[229.18938053 206.81061947] ; [67.81061947 61.18938053],0
s1,1,0.00531,7.770603,[  9 423] ; [  9 119],[ 13.88571429 418.11428571] ; [  4.11428571 123.88571429],0
v3,1,0.009179,6.787675,[167 254] ; [32 88],[154.85951941 266.14048059] ; [44.14048059 75.85951941],0
p8,1,0.014801,5.939995,[208 221] ; [46 81],[195.98201439 233.01798561] ; [58.01798561 68.98201439],0
v1,1,0.015448,5.864677,[214 207] ; [49 78],[202.04927007 218.95072993] ; [60.95072993 66.04927007],0
d4,1,0.01753,5.642514,[346  90] ; [88 39],[336.09946714  99.90053286] ; [97.90053286 29.09946714],0
d5,1,0.027411,4.864738,[341  95] ; [88 40],[331.63829787 104.36170213] ; [97.36170213 30.63829787],0
u1,1,0.035346,4.428398,[ 65 371] ; [ 10 119],[ 57.87610619 378.12389381] ; [ 17.12389381 111.87610619],0
d3,1,0.036257,4.384966,[288 148] ; [71 56],[278.01776199 157.98223801] ; [80.98223801 46.01776199],0
p12,1,0.037137,4.344113,[ 27 406] ; [  2 125],[ 22.42321429 410.57678571] ; [  6.57678571 120.42321429],0
v2,1,0.038645,4.276427,[231 187] ; [53 66],[221.06517691 196.93482309] ; [62.93482309 56.06517691],0
b2,1,0.046051,3.979745,[104 165] ; [19 54],[ 96.74561404 172.25438596] ; [26.25438596 46.74561404],0
b3,1,0.046051,3.979745,[104 165] ; [19 54],[ 96.74561404 172.25438596] ; [26.25438596 46.74561404],0
p7,1,0.047695,3.920702,[251 176] ; [61 64],[241.34782609 185.65217391] ; [70.65217391 54.34782609],0
s2,1,0.049452,3.859935,[158 275] ; [35 94],[148.69928826 284.30071174] ; [44.30071174 84.69928826],0
r1,1,0.057829,3.598574,[332 102] ; [88 41],[323.76554174 110.23445826] ; [96.23445826 32.76554174],0
d2,1,0.093531,2.812522,[203 232] ; [49 79],[194.70692718 240.29307282] ; [57.29307282 70.70692718],0
a1,1,0.14277,2.147852,[ 17 419] ; [  9 120],[ 20.06371681 415.93628319] ; [  5.93628319 123.06371681],0
a7,1,0.151968,2.052383,[315 120] ; [85 44],[308.5106383 126.4893617] ; [91.4893617 37.5106383],0
a8,1,0.22277,1.486438,[ 57 338] ; [ 12 107],[ 53.02529183 341.97470817] ; [ 15.97470817 103.02529183],0
u4,1,0.226492,1.462759,[ 11 425] ; [  1 128],[  9.26017699 426.73982301] ; [  2.73982301 126.26017699],0
p5,1,0.284826,1.14392,[ 28 404] ; [  5 122],[ 25.50268336 406.49731664] ; [  7.49731664 119.50268336],0
a5,1,0.285921,1.138727,[299 137] ; [82 47],[294.01061947 141.98938053] ; [86.98938053 42.01061947],0
s3,1,0.366489,0.815536,[196 235] ; [52 75],[191.55555556 239.44444444] ; [56.44444444 70.55555556],0
u2,1,0.375915,0.784018,[78 68] ; [28 18],[80.60416667 65.39583333] ; [25.39583333 20.60416667],0
n2,1,0.393657,0.727617,[72 32] ; [26 16],[69.80821918 34.19178082] ; [28.19178082 13.80821918],0
n1,1,0.470034,0.521897,[34 70] ; [16 25],[35.86206897 68.13793103] ; [14.13793103 26.86206897],0
p1,1,0.589978,0.290379,[ 28 406] ; [ 10 118],[ 29.34519573 404.65480427] ; [  8.65480427 119.34519573],0
a2,1,0.612464,0.256602,[ 90 346] ; [ 24 105],[ 87.97168142 348.02831858] ; [ 26.02831858 102.97168142],0
a3,1,0.630144,0.231865,[288 146] ; [82 46],[285.72953737 148.27046263] ; [84.27046263 43.72953737],0
n3,1,0.707848,0.140436,[71 33] ; [26 14],[70.05555556 33.94444444] ; [26.94444444 13.05555556],0
b5,1,0.716006,0.132352,[268 168] ; [77 52],[266.2300885 169.7699115] ; [78.7699115 50.2300885],0
a4,1,0.770541,0.08507,[177 255] ; [51 78],[175.57219251 256.42780749] ; [52.42780749 76.57219251],0
u3,1,0.797057,0.06613,[73 73] ; [24 22],[73.76041667 72.23958333] ; [23.23958333 22.76041667],0
a6,1,0.828083,0.047159,[294 142] ; [85 43],[292.9858156 143.0141844] ; [86.0141844 41.9858156],0
b4,1,0.893396,0.017958,[253 183] ; [74 55],[252.33982301 183.66017699] ; [74.66017699 54.33982301],0
