Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.027298,4.871854,[5 2] ; [44 97],[2.31756757 4.68243243] ; [46.68243243 94.31756757],0
u1,1,0.042142,4.129487,[2 5] ; [ 10 131],[0.56756757 6.43243243] ; [ 11.43243243 129.56756757],0
b4,1,0.098369,2.731782,[6 1] ; [76 65],[3.87837838 3.12162162] ; [78.12162162 62.87837838],0
r3,1,0.099963,2.706136,[5 2] ; [127  13],[6.28571429 0.71428571] ; [125.71428571  14.28571429],0
s2,1,0.125728,2.344469,[1 6] ; [61 79],[2.95238095 4.04761905] ; [59.04761905 80.95238095],0
s5,1,0.138032,2.199768,[3 4] ; [ 26 107],[1.45 5.55] ; [ 27.55 105.45],0
v1,1,0.140748,2.16976,[5 2] ; [59 78],[3.11111111 3.88888889] ; [60.88888889 76.11111111],0
p4,1,0.142079,2.155297,[5 2] ; [60 79],[3.11643836 3.88356164] ; [61.88356164 77.11643836],0
a6,1,0.143419,2.140883,[3 4] ; [97 43],[4.76190476 2.23809524] ; [95.23809524 44.76190476],0
p7,1,0.148673,2.085816,[5 1] ; [72 63],[3.27659574 2.72340426] ; [73.72340426 61.27659574],0
s7,1,0.185906,1.749767,[4 3] ; [43 88],[2.38405797 4.61594203] ; [44.61594203 86.38405797],0
b5,1,0.188054,1.7328,[6 1] ; [86 55],[4.35135135 2.64864865] ; [87.64864865 53.35135135],0
v2,1,0.192934,1.695071,[5 2] ; [61 71],[3.32374101 3.67625899] ; [62.67625899 69.32374101],0
p10,1,0.209869,1.572331,[6 1] ; [86 52],[4.44137931 2.55862069] ; [87.55862069 50.44137931],0
b2,1,0.234181,1.415287,[3 4] ; [17 58],[1.70731707 5.29268293] ; [18.29268293 56.70731707],0
b3,1,0.234181,1.415287,[3 4] ; [17 58],[1.70731707 5.29268293] ; [18.29268293 56.70731707],0
d3,1,0.2403,1.378831,[6 1] ; [89 50],[4.55479452 2.44520548] ; [90.44520548 48.55479452],0
n1,1,0.242462,1.366224,[2 1] ; [15 30],[1.0625 1.9375] ; [15.9375 29.0625],0
p3,1,0.275885,1.18725,[4 3] ; [51 88],[2.6369863 4.3630137] ; [52.3630137 86.6369863],0
b1,1,0.276226,1.185564,[5 2] ; [71 70],[3.59459459 3.40540541] ; [72.40540541 68.59459459],0
a2,1,0.32958,0.950548,[2 5] ; [ 21 120],[1.08783784 5.91216216] ; [ 21.91216216 119.08783784],0
p8,1,0.334481,0.931471,[4 3] ; [54 85],[2.78082192 4.21917808] ; [55.21917808 83.78082192],0
s6,1,0.33619,0.924907,[5 2] ; [74 66],[3.76190476 3.23809524] ; [75.23809524 64.76190476],0
v3,1,0.351659,0.86746,[3 4] ; [35 96],[1.92753623 5.07246377] ; [36.07246377 94.92753623],0
n5,1,0.443657,0.586805,[4 3] ; [59 80],[3.02054795 3.97945205] ; [59.97945205 79.02054795],0
p2,1,0.452099,0.565385,[6 1] ; [102  38],[5.14285714 1.85714286] ; [102.85714286  37.14285714],0
d1,1,0.542512,0.370904,[4 3] ; [64 77],[3.21621622 3.78378378] ; [64.78378378 76.21621622],0
d5,1,0.54437,0.3675,[6 1] ; [106  34],[5.33333333 1.66666667] ; [106.66666667  33.33333333],0
s3,1,0.565672,0.329977,[3 4] ; [75 64],[3.73972603 3.26027397] ; [74.26027397 64.73972603],0
r4,1,0.575672,0.313284,[5 2] ; [113  28],[5.58108108 1.41891892] ; [112.41891892  28.58108108],0
a5,1,0.579717,0.306692,[5 2] ; [86 55],[4.30405405 2.69594595] ; [86.69594595 54.30405405],0
d4,1,0.595824,0.28134,[6 1] ; [108  32],[5.42857143 1.57142857] ; [108.57142857  31.42857143],0
p11,1,0.629891,0.232209,[5 2] ; [88 53],[4.39864865 2.60135135] ; [88.60135135 52.39864865],0
a4,1,0.63195,0.229425,[3 4] ; [48 93],[2.41216216 4.58783784] ; [48.58783784 92.41216216],0
a3,1,0.690352,0.158705,[4 3] ; [91 50],[4.49324324 2.50675676] ; [90.50675676 50.49324324],0
n4,1,0.698584,0.149949,[3 4] ; [71 70],[3.5 3.5] ; [70.5 70.5],0
d2,1,0.760442,0.092964,[3 4] ; [52 88],[2.61904762 4.38095238] ; [52.38095238 87.61904762],0
p6,1,0.768557,0.08659,[2 5] ; [ 32 103],[1.67605634 5.32394366] ; [ 32.32394366 102.67605634],0
a7,1,0.823093,0.049983,[5 2] ; [95 46],[4.72972973 2.27027027] ; [95.27027027 45.72972973],0
s4,1,0.85045,0.035549,[1 6] ; [ 24 117],[1.18243243 5.81756757] ; [ 23.81756757 117.18243243],0
r1,1,0.86619,0.028392,[5 2] ; [104  36],[5.19047619 1.80952381] ; [103.80952381  36.19047619],0
n3,1,0.869744,0.026891,[2 1] ; [32 13],[2.125 0.875] ; [31.875 13.125],0
