Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001153,10.564024,[7 4] ; [ 7 37],[2.8 8.2] ; [11.2 32.8],0
p6,1,0.002934,8.847763,[4 8] ; [ 2 45],[ 1.22033898 10.77966102] ; [ 4.77966102 42.22033898],0
s2,1,0.00773,7.094926,[6 6] ; [ 7 41],[2.6 9.4] ; [10.4 37.6],0
p2,1,0.056376,3.640918,[8 4] ; [17 30],[5.08474576 6.91525424] ; [19.91525424 27.08474576],0
b4,1,0.068201,3.325792,[4 8] ; [30 18],[6.8 5.2] ; [27.2 20.8],0
a6,1,0.070545,3.2703,[3 9] ; [26 22],[5.8 6.2] ; [23.2 24.8],0
s1,1,0.107703,2.587601,[3 9] ; [ 4 44],[ 1.4 10.6] ; [ 5.6 42.4],0
b5,1,0.120507,2.410714,[8 4] ; [20 28],[5.6 6.4] ; [22.4 25.6],0
u3,1,0.133456,2.251838,[3 2] ; [ 5 15],[1.6 3.4] ; [ 6.4 13.6],0
u2,1,0.133456,2.251838,[3 2] ; [ 5 15],[1.6 3.4] ; [ 6.4 13.6],0
d3,1,0.155351,2.01891,[8 4] ; [21 27],[5.8 6.2] ; [23.2 24.8],0
s3,1,0.184658,1.759731,[6 6] ; [13 31],[4.07142857 7.92857143] ; [14.92857143 29.07142857],0
v1,1,0.259796,1.269841,[ 2 10] ; [16 32],[3.6 8.4] ; [14.4 33.6],0
s6,1,0.270685,1.21327,[5 7] ; [12 35],[3.45762712 8.54237288] ; [13.54237288 33.45762712],0
p9,1,0.273124,1.200988,[4 8] ; [23 22],[5.68421053 6.31578947] ; [21.31578947 23.68421053],0
v3,1,0.316862,1.001855,[ 1 11] ; [10 38],[2.2 9.8] ; [ 8.8 39.2],0
d1,1,0.324127,0.972222,[5 7] ; [13 35],[3.6 8.4] ; [14.4 33.6],0
b2,1,0.340594,0.908193,[2 7] ; [13 20],[3.21428571 5.78571429] ; [11.78571429 21.21428571],0
b3,1,0.340594,0.908193,[2 7] ; [13 20],[3.21428571 5.78571429] ; [11.78571429 21.21428571],0
n3,1,0.36214,0.83046,[5 3] ; [11 14],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
s8,1,0.404933,0.693628,[3 9] ; [ 7 40],[2.03389831 9.96610169] ; [ 7.96610169 39.03389831],0
p11,1,0.405079,0.693196,[5 7] ; [14 34],[3.8 8.2] ; [15.2 32.8],0
p10,1,0.434464,0.61086,[4 8] ; [22 26],[5.2 6.8] ; [20.8 27.2],0
p3,1,0.435061,0.609274,[ 2 10] ; [13 34],[3.05084746 8.94915254] ; [11.94915254 35.05084746],0
d2,1,0.461408,0.542477,[6 6] ; [18 29],[4.88135593 7.11864407] ; [19.11864407 27.88135593],0
p1,1,0.469618,0.522876,[ 1 11] ; [ 8 40],[ 1.8 10.2] ; [ 7.2 40.8],0
n6,1,0.475997,0.508019,[7 5] ; [22 25],[5.89830508 6.10169492] ; [23.10169492 23.89830508],0
b1,1,0.512691,0.428571,[6 6] ; [29 19],[7. 5.] ; [28. 20.],0
s5,1,0.526469,0.401203,[3 8] ; [ 9 39],[2.23728814 8.76271186] ; [ 9.76271186 38.23728814],0
n1,1,0.53564,0.383681,[3 5] ; [13 13],[3.76470588 4.23529412] ; [12.23529412 13.76470588],0
p4,1,0.559305,0.340909,[4 8] ; [12 36],[3.2 8.8] ; [12.8 35.2],0
r1,1,0.598161,0.277778,[4 8] ; [20 28],[4.8 7.2] ; [19.2 28.8],0
n4,1,0.687795,0.161483,[7 5] ; [31 17],[7.6 4.4] ; [30.4 17.6],0
d4,1,0.79525,0.06734,[7 5] ; [26 22],[6.6 5.4] ; [26.4 21.6],0
v4,1,0.79525,0.06734,[7 5] ; [26 22],[6.6 5.4] ; [26.4 21.6],0
a7,1,0.79525,0.06734,[5 7] ; [22 26],[5.4 6.6] ; [21.6 26.4],0
p7,1,0.836843,0.042409,[3 8] ; [14 32],[3.28070175 7.71929825] ; [13.71929825 32.28070175],0
r4,1,0.856544,0.03268,[ 2 10] ; [ 7 41],[ 1.8 10.2] ; [ 7.2 40.8],0
a3,1,0.872923,0.025583,[7 5] ; [28 18],[7.24137931 4.75862069] ; [27.75862069 18.24137931],0
n5,1,0.889637,0.019255,[8 4] ; [33 15],[8.2 3.8] ; [32.8 15.2],0
r2,1,0.938044,0.006042,[7 3] ; [33 15],[6.89655172 3.10344828] ; [33.10344828 14.89655172],0
p8,1,0.938958,0.005865,[3 9] ; [12 34],[3.10344828 8.89655172] ; [11.89655172 34.10344828],0
a4,1,0.96201,0.002269,[4 8] ; [15 31],[3.93103448 8.06896552] ; [15.06896552 30.93103448],0
d5,1,1.0,0.0,[6 6] ; [24 24],[6. 6.] ; [24. 24.],0
a5,1,1.0,0.0,[7 5] ; [28 20],[7. 5.] ; [28. 20.],0
n2,1,1.0,0.0,[4 4] ; [13 13],[4. 4.] ; [13. 13.],0
a2,1,1.0,0.0,[ 1 11] ; [ 4 44],[ 1. 11.] ; [ 4. 44.],0
