Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.2e-05,17.296623,[15 40] ; [47 26],[26.640625 28.359375] ; [35.359375 37.640625],1
d4,1,0.000113,14.908402,[27 27] ; [60 13],[36.99212598 17.00787402] ; [50.00787402 22.99212598],1
d5,1,0.000157,14.287658,[28 27] ; [60 13],[37.8125 17.1875] ; [50.1875 22.8125],1
a2,1,0.000246,13.439701,[ 2 53] ; [21 52],[ 9.8828125 45.1171875] ; [13.1171875 59.8828125],1
a6,1,0.000301,13.067058,[20 35] ; [50 23],[30.078125 24.921875] ; [39.921875 33.078125],1
r3,1,0.00273,8.97966,[35 20] ; [63 10],[42.109375 12.890625] ; [55.890625 17.109375],0
d1,1,0.011682,6.358432,[15 40] ; [36 37],[21.9140625 33.0859375] ; [29.0859375 43.9140625],0
u1,1,0.013599,6.089467,[ 2 53] ; [13 60],[ 6.4453125 48.5546875] ; [ 8.5546875 64.4453125],0
v4,1,0.022613,5.198029,[35 18] ; [61 12],[40.38095238 12.61904762] ; [55.61904762 17.38095238],0
b5,1,0.023083,5.162233,[22 33] ; [44 29],[28.359375 26.640625] ; [37.640625 35.359375],0
v2,1,0.027598,4.852994,[13 40] ; [31 40],[18.80645161 34.19354839] ; [25.19354839 45.80645161],0
a3,1,0.030754,4.666644,[27 28] ; [49 23],[32.91338583 22.08661417] ; [43.08661417 28.91338583],0
r4,1,0.036795,4.359893,[31 24] ; [54 19],[36.5234375 18.4765625] ; [48.4765625 24.5234375],0
u3,1,0.053949,3.714286,[10 18] ; [15  9],[13.46153846 14.53846154] ; [11.53846154 12.46153846],0
p7,1,0.075598,3.157087,[21 34] ; [17 55],[16.45669291 38.54330709] ; [21.54330709 50.45669291],0
s1,1,0.079741,3.070175,[ 8 46] ; [ 4 68],[ 5.14285714 48.85714286] ; [ 6.85714286 65.14285714],0
p4,1,0.095648,2.776646,[11 44] ; [24 48],[15.15748031 39.84251969] ; [19.84251969 52.15748031],0
s3,1,0.139649,2.181818,[25 29] ; [24 48],[21. 33.] ; [28. 44.],0
s6,1,0.206909,1.592922,[17 37] ; [31 42],[20.40944882 33.59055118] ; [27.59055118 45.40944882],0
r1,1,0.208494,1.581853,[35 20] ; [54 19],[38.2421875 16.7578125] ; [50.7578125 22.2421875],0
r2,1,0.209549,1.57454,[42 12] ; [63 10],[44.64566929  9.35433071] ; [60.35433071 12.64566929],0
b3,1,0.225685,1.467851,[11 28] ; [18 26],[13.62650602 25.37349398] ; [15.37349398 28.62650602],0
b2,1,0.225685,1.467851,[11 28] ; [18 26],[13.62650602 25.37349398] ; [15.37349398 28.62650602],0
v3,1,0.233033,1.422254,[12 40] ; [24 49],[14.976 37.024] ; [21.024 51.976],0
a5,1,0.249455,1.326352,[26 29] ; [42 31],[29.21875 25.78125] ; [38.78125 34.21875],0
s5,1,0.317975,0.997256,[12 42] ; [11 61],[ 9.85714286 44.14285714] ; [13.14285714 58.85714286],0
s2,1,0.324653,0.970109,[17 37] ; [17 55],[14.57142857 39.42857143] ; [19.42857143 52.57142857],0
s4,1,0.333635,0.934737,[10 44] ; [ 9 64],[ 8.07874016 45.92125984] ; [10.92125984 62.07874016],0
n5,1,0.370607,0.801627,[33 22] ; [38 35],[30.5078125 24.4921875] ; [40.4921875 32.5078125],0
p2,1,0.399608,0.709506,[23 32] ; [36 37],[25.3515625 29.6484375] ; [33.6484375 39.3515625],0
p5,1,0.401441,0.704005,[ 2 53] ; [ 1 72],[ 1.2890625 53.7109375] ; [ 1.7109375 71.2890625],0
n1,1,0.413457,0.668838,[ 6 17] ; [11 19],[ 7.37735849 15.62264151] ; [ 9.62264151 20.37735849],0
