Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.2e-05,17.296623,[15 40] ; [47 26],[26.640625 28.359375] ; [35.359375 37.640625],1
p6,1,0.427124,0.630631,[ 5 49] ; [10 62],[ 6.42857143 47.57142857] ; [ 8.57142857 63.42857143],0
u2,1,0.441074,0.593486,[10 17] ; [11 12],[11.34 15.66] ; [ 9.66 13.34],0
n3,1,0.464622,0.534737,[12 10] ; [20 11],[13.28301887  8.71698113] ; [18.71698113 12.28301887],0
n6,1,0.47487,0.510622,[32 23] ; [47 26],[33.9453125 21.0546875] ; [45.0546875 27.9453125],0
s7,1,0.486751,0.4837,[14 36] ; [15 52],[12.39316239 37.60683761] ; [16.60683761 50.39316239],0
a8,1,0.543631,0.368851,[ 3 49] ; [ 6 63],[ 3.8677686 48.1322314] ; [ 5.1322314 63.8677686],0
p3,1,0.552393,0.353047,[12 43] ; [19 53],[13.42519685 41.57480315] ; [17.57480315 54.42519685],0
n4,1,0.564677,0.33167,[35 20] ; [50 23],[36.5234375 18.4765625] ; [48.4765625 24.5234375],0
v1,1,0.576716,0.311574,[17 38] ; [26 47],[18.4765625 36.5234375] ; [24.5234375 48.4765625],0
a4,1,0.636281,0.223639,[21 32] ; [32 41],[22.29365079 30.70634921] ; [30.70634921 42.29365079],0
p11,1,0.698976,0.14954,[26 29] ; [32 41],[24.921875 30.078125] ; [33.078125 39.921875],0
b4,1,0.728407,0.120579,[33 22] ; [46 27],[33.9453125 21.0546875] ; [45.0546875 27.9453125],0
a1,1,0.843423,0.039013,[ 4 51] ; [ 6 67],[ 4.296875 50.703125] ; [ 5.703125 67.296875],0
d2,1,0.854005,0.03386,[25 29] ; [35 38],[25.51181102 28.48818898] ; [34.48818898 38.51181102],0
p10,1,0.895788,0.017157,[10 44] ; [14 58],[10.28571429 43.71428571] ; [13.71428571 58.28571429],0
s8,1,0.918154,0.010559,[10 44] ; [13 60],[ 9.77952756 44.22047244] ; [13.22047244 59.77952756],0
p1,1,0.943048,0.005104,[ 4 51] ; [ 5 67],[ 3.8976378 51.1023622] ; [ 5.1023622 66.8976378],0
b1,1,0.977645,0.000785,[30 25] ; [40 33],[30.078125 24.921875] ; [39.921875 33.078125],0
n2,1,0.984008,0.000402,[14 10] ; [18 13],[13.96363636 10.03636364] ; [18.03636364 12.96363636],0
