Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001155,10.561056,[21  6] ; [43 58],[13.5 13.5] ; [50.5 50.5],0
p3,1,0.02382,5.107695,[14 14] ; [28 74],[ 9.04615385 18.95384615] ; [32.95384615 69.04615385],0
p8,1,0.0503,3.83142,[15 13] ; [34 68],[10.55384615 17.44615385] ; [38.44615385 63.55384615],0
p4,1,0.0503,3.83142,[15 13] ; [34 68],[10.55384615 17.44615385] ; [38.44615385 63.55384615],0
u1,1,0.054389,3.700714,[ 2 26] ; [  1 101],[ 0.64615385 27.35384615] ; [ 2.35384615 99.64615385],0
p12,1,0.085114,2.964437,[ 3 25] ; [ 3 98],[ 1.30232558 26.69767442] ; [ 4.69767442 96.30232558],0
s3,1,0.103638,2.648644,[ 9 19] ; [49 50],[12.78740157 15.21259843] ; [45.21259843 53.78740157],0
p11,1,0.116957,2.457598,[22  6] ; [64 38],[18.52307692  9.47692308] ; [67.47692308 34.52307692],0
s5,1,0.122905,2.379905,[ 9 16] ; [21 78],[ 6.0483871 18.9516129] ; [23.9516129 75.0483871],0
a1,1,0.158373,1.98969,[ 3 25] ; [ 4 98],[ 1.50769231 26.49230769] ; [ 5.49230769 96.50769231],0
n6,1,0.16344,1.94211,[20  8] ; [58 44],[16.8 11.2] ; [61.2 40.8],0
r3,1,0.165418,1.923985,[27  1] ; [89 13],[24.98461538  3.01538462] ; [91.01538462 10.98461538],0
r4,1,0.180177,1.796167,[24  4] ; [75 27],[21.32307692  6.67692308] ; [77.67692308 24.32307692],0
u2,1,0.204495,1.609976,[10  5] ; [22 24],[7.86885246 7.13114754] ; [24.13114754 21.86885246],0
a8,1,0.226194,1.464632,[ 4 23] ; [ 7 89],[ 2.41463415 24.58536585] ; [ 8.58536585 87.41463415],0
a7,1,0.235072,1.409903,[20  7] ; [63 39],[17.37209302  9.62790698] ; [65.62790698 36.37209302],0
n1,1,0.24061,1.377014,[4 7] ; [ 5 22],[2.60526316 8.39473684] ; [ 6.39473684 20.60526316],0
d3,1,0.249418,1.326563,[15 12] ; [44 58],[12.34883721 14.65116279] ; [46.65116279 55.34883721],0
b1,1,0.261801,1.259207,[14 14] ; [39 63],[11.41538462 16.58461538] ; [41.58461538 60.41538462],0
s7,1,0.287712,1.130298,[10 18] ; [25 73],[ 7.77777778 20.22222222] ; [27.22222222 70.77777778],0
a2,1,0.305798,1.048739,[ 2 26] ; [ 3 99],[ 1.07692308 26.92307692] ; [ 3.92307692 98.07692308],0
p2,1,0.337511,0.919863,[22  6] ; [70 31],[19.96899225  8.03100775] ; [72.03100775 28.96899225],0
r1,1,0.35053,0.871537,[16 12] ; [68 34],[18.09230769  9.90769231] ; [65.90769231 36.09230769],0
a4,1,0.368754,0.807859,[ 8 20] ; [21 81],[ 6.24615385 21.75384615] ; [22.75384615 79.24615385],0
v4,1,0.386008,0.75148,[26  2] ; [86 13],[24.69291339  3.30708661] ; [87.30708661 11.69291339],0
s4,1,0.391892,0.733064,[ 6 22] ; [15 87],[ 4.52307692 23.47692308] ; [16.47692308 85.52307692],0
u3,1,0.412793,0.670743,[9 6] ; [22 24],[7.62295082 7.37704918] ; [23.37704918 22.62295082],0
b5,1,0.425309,0.6356,[18 10] ; [57 45],[16.15384615 11.84615385] ; [58.84615385 43.15384615],0
r2,1,0.428735,0.626248,[25  3] ; [84 17],[23.65891473  4.34108527] ; [85.34108527 15.65891473],0
v3,1,0.432065,0.617267,[ 5 23] ; [24 72],[ 6.5483871 21.4516129] ; [22.4516129 73.5483871],0
b4,1,0.4331,0.614496,[15 13] ; [63 39],[16.8 11.2] ; [61.2 40.8],0
v1,1,0.445848,0.581185,[12 16] ; [35 65],[10.28125 17.71875] ; [36.71875 63.28125],0
s6,1,0.460465,0.544763,[10 16] ; [47 54],[11.66929134 14.33070866] ; [45.33070866 55.66929134],0
p5,1,0.479212,0.500655,[ 2 26] ; [ 4 97],[ 1.30232558 26.69767442] ; [ 4.69767442 96.30232558],0
s2,1,0.484708,0.488252,[12 16] ; [36 65],[10.41860465 17.58139535] ; [37.58139535 63.41860465],0
d2,1,0.49799,0.459218,[ 4 24] ; [10 92],[ 3.01538462 24.98461538] ; [10.98461538 91.01538462],0
a5,1,0.502917,0.448777,[12 16] ; [51 51],[13.56923077 14.43076923] ; [49.43076923 52.56923077],0
a3,1,0.509614,0.434861,[13 15] ; [54 47],[14.54263566 13.45736434] ; [52.45736434 48.54263566],0
b2,1,0.512691,0.428571,[ 5 11] ; [13 43],[ 4. 12.] ; [14. 42.],0
b3,1,0.512691,0.428571,[ 5 11] ; [13 43],[ 4. 12.] ; [14. 42.],0
s1,1,0.641688,0.216542,[ 2 26] ; [ 5 97],[ 1.50769231 26.49230769] ; [ 5.49230769 96.50769231],0
s8,1,0.65279,0.202401,[ 6 21] ; [27 75],[ 6.90697674 20.09302326] ; [26.09302326 75.90697674],0
n4,1,0.667026,0.185101,[10 18] ; [41 61],[10.98461538 17.01538462] ; [40.01538462 61.98461538],0
n2,1,0.715478,0.132867,[8 3] ; [18  9],[7.52631579 3.47368421] ; [18.47368421  8.52631579],0
d5,1,0.724524,0.1242,[13 14] ; [53 49],[13.81395349 13.18604651] ; [52.18604651 49.81395349],0
p10,1,0.767774,0.087195,[16 12] ; [54 46],[15.3125 12.6875] ; [54.6875 45.3125],0
d4,1,0.807364,0.059452,[18 10] ; [63 39],[17.44615385 10.55384615] ; [63.55384615 38.44615385],0
p9,1,0.825232,0.048762,[17 11] ; [63 37],[17.5 10.5] ; [62.5 37.5],0
n3,1,0.831573,0.045234,[8 3] ; [18  8],[7.72972973 3.27027027] ; [18.27027027  7.72972973],0
v2,1,0.834411,0.043701,[11 17] ; [36 61],[10.528 17.472] ; [36.472 60.528],0
a6,1,0.87986,0.022845,[15 13] ; [53 49],[14.64615385 13.35384615] ; [53.35384615 48.64615385],0
p1,1,0.881253,0.022315,[ 2 26] ; [ 8 92],[ 2.1875 25.8125] ; [ 7.8125 92.1875],0
