Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,88.123291,[163  21] ; [35 65],[128.28169014  55.71830986] ; [69.71830986 30.28169014],1
n6,1,0.0,55.152565,[167  17] ; [52 48],[141.88732394  42.11267606] ; [77.11267606 22.88732394],1
p11,1,4e-05,16.86607,[135  49] ; [49 51],[119.21126761  64.78873239] ; [64.78873239 35.21126761],1
p9,1,0.000416,12.460902,[143  38] ; [56 39],[130.50362319  50.49637681] ; [68.49637681 26.50362319],1
p10,1,0.000516,12.055572,[134  49] ; [51 46],[120.91071429  62.08928571] ; [64.08928571 32.91071429],1
s8,1,0.001617,9.940303,[ 78 104] ; [24 76],[ 65.82978723 116.17021277] ; [36.17021277 63.82978723],0
a5,1,0.001932,9.613478,[144  40] ; [61 39],[132.81690141  51.18309859] ; [72.18309859 27.81690141],0
p4,1,0.001986,9.56273,[94 90] ; [32 68],[ 81.63380282 102.36619718] ; [44.36619718 55.63380282],0
p3,1,0.004714,7.98599,[ 71 112] ; [22 77],[ 60.35106383 122.64893617] ; [32.64893617 66.35106383],0
d2,1,0.006616,7.374234,[113  67] ; [46 54],[102.21428571  77.78571429] ; [56.78571429 43.21428571],0
a2,1,0.011936,6.320416,[ 52 132] ; [15 85],[ 43.4084507 140.5915493] ; [23.5915493 76.4084507],0
a3,1,0.012346,6.260446,[140  44] ; [62 38],[130.87323944  53.12676056] ; [71.12676056 28.87323944],0
p2,1,0.012921,6.179868,[135  49] ; [59 41],[125.69014085  58.30985915] ; [68.30985915 31.69014085],0
s7,1,0.020458,5.372372,[78 95] ; [28 64],[ 69.2 103.8] ; [36.8 55.2],0
a4,1,0.021562,5.280796,[103  80] ; [42 58],[93.76325088 89.23674912] ; [51.23674912 48.76325088],0
s6,1,0.022593,5.199525,[115  66] ; [49 50],[106.01428571  74.98571429] ; [57.98571429 41.01428571],0
u1,1,0.02432,5.071639,[ 40 144] ; [11 89],[ 33.04225352 150.95774648] ; [17.95774648 82.04225352],0
a6,1,0.043476,4.076796,[132  52] ; [60 40],[124.3943662  59.6056338] ; [67.6056338 32.3943662],0
v4,1,0.058565,3.577565,[168  16] ; [83 16],[163.19434629  20.80565371] ; [87.80565371 11.19434629],0
n2,1,0.062698,3.464544,[40 16] ; [20 18],[35.74468085 20.25531915] ; [24.25531915 13.74468085],0
p12,1,0.072274,3.230601,[ 16 168] ; [ 3 95],[ 12.39716312 171.60283688] ; [ 6.60283688 91.39716312],0
s3,1,0.076361,3.140698,[95 86] ; [41 58],[87.91428571 93.08571429] ; [48.08571429 50.91428571],0
b5,1,0.077425,3.118148,[126  58] ; [58 42],[119.21126761  64.78873239] ; [64.78873239 35.21126761],0
a8,1,0.086429,2.939662,[ 17 148] ; [ 4 90],[ 13.37837838 151.62162162] ; [ 7.62162162 86.37837838],0
v3,1,0.088951,2.893249,[ 64 112] ; [24 68],[ 57.79104478 118.20895522] ; [30.20895522 61.79104478],0
d4,1,0.090751,2.861008,[158  25] ; [93  7],[162.30742049  20.69257951] ; [88.69257951 11.30742049],0
r4,1,0.099101,2.719945,[153  31] ; [75 25],[147.71830986  36.28169014] ; [80.28169014 19.71830986],0
p6,1,0.121864,2.393204,[ 33 149] ; [11 88],[ 28.49822064 153.50177936] ; [15.50177936 83.49822064],0
n1,1,0.127899,2.317823,[27 28] ; [13 26],[23.40425532 31.59574468] ; [16.59574468 22.40425532],0
d1,1,0.129409,2.299577,[132  52] ; [63 37],[126.33802817  57.66197183] ; [68.66197183 31.33802817],0
p8,1,0.157652,1.996601,[ 45 139] ; [17 82],[ 40.31095406 143.68904594] ; [21.68904594 77.31095406],0
s4,1,0.162364,1.95207,[ 23 157] ; [19 81],[ 27. 153.] ; [15. 85.],0
u3,1,0.164638,1.931103,[26 18] ; [28 10],[28.97560976 15.02439024] ; [25.02439024 12.97560976],0
a1,1,0.169338,1.888794,[ 10 174] ; [ 2 98],[  7.77464789 176.22535211] ; [ 4.22535211 95.77464789],0
s2,1,0.210023,1.571268,[86 94] ; [40 60],[81. 99.] ; [45. 55.],0
u4,1,0.240518,1.377556,[  6 178] ; [ 1 99],[  4.53521127 179.46478873] ; [ 2.46478873 97.53521127],0
r2,1,0.278141,1.176149,[171  12] ; [88 10],[168.67259786  14.32740214] ; [90.32740214  7.67259786],0
p5,1,0.297392,1.085852,[ 13 169] ; [ 4 95],[ 11.01067616 170.98932384] ; [ 5.98932384 93.01067616],0
a7,1,0.549144,0.358853,[135  48] ; [77 23],[137.08833922  45.91166078] ; [74.91166078 25.08833922],0
b2,1,0.550531,0.356367,[42 70] ; [17 35],[40.29268293 71.70731707] ; [18.70731707 33.29268293],0
b3,1,0.550531,0.356367,[42 70] ; [17 35],[40.29268293 71.70731707] ; [18.70731707 33.29268293],0
v2,1,0.56042,0.338977,[87 89] ; [51 45],[89.29411765 86.70588235] ; [48.70588235 47.29411765],0
b1,1,0.60373,0.269407,[ 72 112] ; [36 64],[ 69.97183099 114.02816901] ; [38.02816901 61.97183099],0
p1,1,0.633292,0.227623,[ 16 168] ; [ 7 92],[ 14.9540636 169.0459364] ; [ 8.0459364 90.9540636],0
s1,1,0.646065,0.210897,[  7 175] ; [ 5 95],[  7.74468085 174.25531915] ; [ 4.25531915 95.74468085],0
n3,1,0.68136,0.168599,[37 18] ; [24 14],[36.07526882 18.92473118] ; [24.92473118 13.07526882],0
r1,1,0.691,0.158005,[136  48] ; [71 28],[134.58657244  49.41342756] ; [72.41342756 26.58657244],0
s5,1,0.732106,0.117187,[ 42 130] ; [25 70],[ 43.16104869 128.83895131] ; [23.83895131 71.16104869],0
d3,1,0.757398,0.095419,[132  52] ; [70 30],[130.87323944  53.12676056] ; [71.12676056 28.87323944],0
u2,1,0.81038,0.057569,[25 19] ; [22 15],[25.5308642 18.4691358] ; [21.4691358 15.5308642],0
v1,1,0.961525,0.002327,[79 98] ; [43 54],[78.81021898 98.18978102] ; [43.18978102 53.81021898],0
r3,1,0.964784,0.001949,[165  18] ; [90 10],[164.89399293  18.10600707] ; [90.10600707  9.89399293],0
b4,1,0.994248,5.2e-05,[114  70] ; [62 38],[114.02816901  69.97183099] ; [61.97183099 38.02816901],0
