Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,26.167459,[ 13 103] ; [19 19],[24.1038961 91.8961039] ; [ 7.8961039 30.1038961],1
a3,1,0.000102,15.092559,[56 60] ; [32  6],[66.28571429 49.71428571] ; [21.71428571 16.28571429],1
p3,1,0.001334,10.294658,[36 79] ; [23 15],[44.34640523 70.65359477] ; [14.65359477 23.34640523],0
a5,1,0.008683,6.886892,[61 56] ; [29  9],[67.93548387 49.06451613] ; [22.06451613 15.93548387],0
p10,1,0.013892,6.051794,[67 47] ; [30  7],[73.23178808 40.76821192] ; [23.76821192 13.23178808],0
s6,1,0.018051,5.591219,[38 75] ; [21 17],[44.15231788 68.84768212] ; [14.84768212 23.15231788],0
d3,1,0.023962,5.097415,[35 82] ; [19 19],[40.76129032 76.23870968] ; [13.23870968 24.76129032],0
p4,1,0.032603,4.566488,[43 70] ; [22 16],[48.64238411 64.35761589] ; [16.35761589 21.64238411],0
r3,1,0.039579,4.23583,[90 27] ; [35  3],[94.35483871 22.64516129] ; [30.64516129  7.35483871],0
n4,1,0.047431,3.930017,[79 38] ; [32  6],[83.78709677 33.21290323] ; [27.21290323 10.78709677],0
p9,1,0.049632,3.85384,[77 38] ; [31  6],[81.71052632 33.28947368] ; [26.28947368 10.71052632],0
u1,1,0.060803,3.515332,[  2 115] ; [ 3 35],[  3.77419355 113.22580645] ; [ 1.22580645 36.77419355],0
n1,1,0.07383,3.195747,[12 28] ; [7 5],[14.61538462 25.38461538] ; [4.38461538 7.61538462],0
d1,1,0.081139,3.041933,[40 77] ; [19 19],[44.53548387 72.46451613] ; [14.46451613 23.53548387],0
d5,1,0.086011,2.947482,[68 49] ; [28 10],[72.46451613 44.53548387] ; [23.53548387 14.46451613],0
d4,1,0.096699,2.759166,[72 45] ; [29  9],[76.23870968 40.76129032] ; [24.76129032 13.23870968],0
b4,1,0.102184,2.671122,[73 44] ; [18 20],[68.69032258 48.30967742] ; [22.30967742 15.69032258],0
b2,1,0.112469,2.51918,[26 43] ; [14 11],[29.36170213 39.63829787] ; [10.63829787 14.36170213],0
b3,1,0.112469,2.51918,[26 43] ; [14 11],[29.36170213 39.63829787] ; [10.63829787 14.36170213],0
s4,1,0.119766,2.420375,[ 13 104] ; [ 8 30],[ 15.8516129 101.1483871] ; [ 5.1483871 32.8516129],0
p6,1,0.121062,2.403527,[24 87] ; [13 25],[27.56375839 83.43624161] ; [ 9.43624161 28.56375839],0
p12,1,0.135099,2.232912,[  3 112] ; [ 3 34],[  4.53947368 110.46052632] ; [ 1.46052632 35.53947368],0
v3,1,0.175243,1.837512,[28 86] ; [13 23],[31.16 82.84] ; [ 9.84 26.16],0
