Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,26.167459,[ 13 103] ; [19 19],[24.1038961 91.8961039] ; [ 7.8961039 30.1038961],1
r1,1,0.214173,1.542992,[70 47] ; [27 11],[73.21935484 43.78064516] ; [23.78064516 14.21935484],0
p2,1,0.226685,1.461538,[75 39] ; [29  9],[78. 36.] ; [26. 12.],0
n6,1,0.231095,1.434112,[84 33] ; [31  7],[86.80645161 30.19354839] ; [28.19354839  9.80645161],0
a2,1,0.239269,1.384895,[  6 111] ; [ 4 34],[  7.5483871 109.4516129] ; [ 2.4516129 35.5483871],0
p11,1,0.351949,0.866418,[80 37] ; [29  9],[82.27741935 34.72258065] ; [26.72258065 11.27741935],0
s3,1,0.394897,0.72381,[28 86] ; [12 26],[30. 84.] ; [10. 28.],0
p1,1,0.403567,0.697671,[ 10 107] ; [ 5 33],[ 11.32258065 105.67741935] ; [ 3.67741935 34.32258065],0
d2,1,0.42728,0.630206,[52 63] ; [20 18],[54.11764706 60.88235294] ; [17.88235294 20.11764706],0
r2,1,0.455761,0.556284,[96 18] ; [33  4],[97.39072848 16.60927152] ; [31.60927152  5.39072848],0
r4,1,0.459257,0.547704,[82 35] ; [29  9],[83.78709677 33.21290323] ; [27.21290323 10.78709677],0
p8,1,0.463096,0.538401,[45 70] ; [17 20],[46.90789474 68.09210526] ; [15.09210526 21.90789474],0
p5,1,0.519317,0.41525,[ 11 105] ; [ 5 33],[ 12.05194805 103.94805195] ; [ 3.94805195 34.05194805],0
a4,1,0.601341,0.272979,[40 75] ; [15 23],[41.33986928 73.66013072] ; [13.66013072 24.33986928],0
a8,1,0.614977,0.252991,[  9 102] ; [ 4 33],[  9.75 101.25] ; [ 3.25 33.75],0
u2,1,0.634775,0.225641,[24 36] ; [3 3],[24.54545455 35.45454545] ; [2.45454545 3.54545455],0
a6,1,0.655723,0.198761,[51 66] ; [15 23],[49.81935484 67.18064516] ; [16.18064516 21.81935484],0
b5,1,0.675058,0.175742,[60 57] ; [18 20],[58.87741935 58.12258065] ; [19.12258065 18.87741935],0
s5,1,0.719215,0.129246,[26 85] ; [10 28],[26.81879195 84.18120805] ; [ 9.18120805 28.81879195],0
n5,1,0.722857,0.125771,[82 34] ; [28 10],[82.85714286 33.14285714] ; [27.14285714 10.85714286],0
v1,1,0.731596,0.117652,[43 72] ; [15 22],[43.88157895 71.11842105] ; [14.11842105 22.88157895],0
v2,1,0.752246,0.099654,[41 71] ; [15 23],[41.81333333 70.18666667] ; [14.18666667 23.81333333],0
n3,1,0.784933,0.074472,[26 12] ; [8 3],[26.36734694 11.63265306] ; [7.63265306 3.36734694],0
v4,1,0.809113,0.058356,[96 21] ; [31  6],[96.48701299 20.51298701] ; [30.51298701  6.48701299],0
n2,1,0.826318,0.048148,[28 12] ; [8 4],[27.69230769 12.30769231] ; [8.30769231 3.69230769],0
p7,1,0.851361,0.035112,[58 56] ; [20 18],[58.5 55.5] ; [19.5 18.5],0
u3,1,0.957096,0.002894,[21 40] ; [2 4],[20.94029851 40.05970149] ; [2.05970149 3.94029851],0
b1,1,0.957686,0.002815,[56 61] ; [18 20],[55.85806452 61.14193548] ; [18.14193548 19.85806452],0
