Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.002649,9.034807,[13  1] ; [4 7],[9.52 4.48] ; [7.48 3.52],0
p9,1,0.017336,5.662041,[11  3] ; [3 7],[8.16666667 5.83333333] ; [5.83333333 4.16666667],0
d3,1,0.028265,4.811855,[10  4] ; [3 8],[7.28 6.72] ; [5.72 5.28],0
v1,1,0.048398,3.896104,[8 6] ; [2 9],[5.6 8.4] ; [4.4 6.6],0
p3,1,0.07956,3.073874,[10  4] ; [4 7],[7.84 6.16] ; [6.16 4.84],0
a5,1,0.086828,2.932224,[11  3] ; [5 6],[8.96 5.04] ; [7.04 3.96],0
p2,1,0.12182,2.393769,[9 5] ; [10  1],[10.64  3.36] ; [8.36 2.64],0
a6,1,0.135305,2.230562,[8 6] ; [3 8],[6.16 7.84] ; [4.84 6.16],0
n3,1,0.157299,2.0,[1 2] ; [7 2],[2. 1.] ; [6. 3.],0
d5,1,0.165403,1.924118,[9 5] ; [4 7],[7.28 6.72] ; [5.72 5.28],0
v4,1,0.189225,1.723644,[8 6] ; [9 2],[9.52 4.48] ; [7.48 3.52],0
a4,1,0.189225,1.723644,[6 8] ; [2 9],[4.48 9.52] ; [3.52 7.48],0
s6,1,0.241567,1.371429,[6 8] ; [2 8],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
a7,1,0.301941,1.065601,[8 6] ; [4 7],[6.72 7.28] ; [5.28 5.72],0
r4,1,0.332474,0.939239,[5 9] ; [2 9],[ 3.92 10.08] ; [3.08 7.92],0
p10,1,0.346419,0.886532,[9 5] ; [5 6],[7.84 6.16] ; [6.16 4.84],0
s8,1,0.347755,0.881633,[ 1 13] ; [2 8],[ 1.75 12.25] ; [1.25 8.75],0
p6,1,0.382677,0.762085,[ 4 10] ; [5 6],[5.04 8.96] ; [3.96 7.04],0
b2,1,0.410117,0.678462,[2 8] ; [3 5],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
b3,1,0.410117,0.678462,[2 8] ; [3 5],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
r1,1,0.420345,0.649351,[6 8] ; [3 8],[5.04 8.96] ; [3.96 7.04],0
n4,1,0.495354,0.464876,[7 7] ; [7 4],[7.84 6.16] ; [6.16 4.84],0
s3,1,0.558185,0.342857,[ 4 10] ; [4 6],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
b5,1,0.621685,0.243506,[9 5] ; [6 5],[8.4 5.6] ; [6.6 4.4],0
n5,1,0.653329,0.201728,[9 5] ; [8 3],[9.52 4.48] ; [7.48 3.52],0
s2,1,0.653329,0.201728,[5 9] ; [3 8],[4.48 9.52] ; [3.52 7.48],0
v2,1,0.653329,0.201728,[5 9] ; [3 8],[4.48 9.52] ; [3.52 7.48],0
p8,1,0.675447,0.175296,[9 5] ; [5 4],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
s7,1,0.675706,0.175,[3 9] ; [3 6],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
p4,1,0.67844,0.171887,[10  4] ; [7 4],[9.52 4.48] ; [7.48 3.52],0
d2,1,0.67844,0.171887,[ 4 10] ; [4 7],[4.48 9.52] ; [3.52 7.48],0
p5,1,0.711138,0.137143,[ 2 12] ; [2 8],[ 2.33333333 11.66666667] ; [1.66666667 8.33333333],0
n2,1,0.735317,0.114286,[2 1] ; [5 4],[1.75 1.25] ; [5.25 3.75],0
p11,1,0.742174,0.108225,[8 6] ; [7 4],[8.4 5.6] ; [6.6 4.4],0
r2,1,0.742174,0.108225,[8 6] ; [7 4],[8.4 5.6] ; [6.6 4.4],0
s5,1,0.840342,0.040584,[ 3 11] ; [2 9],[ 2.8 11.2] ; [2.2 8.8],0
s4,1,0.840342,0.040584,[ 3 11] ; [2 9],[ 2.8 11.2] ; [2.2 8.8],0
v3,1,0.840342,0.040584,[ 3 11] ; [2 9],[ 2.8 11.2] ; [2.2 8.8],0
s1,1,0.858552,0.031762,[ 1 13] ; [ 1 10],[ 1.12 12.88] ; [ 0.88 10.12],0
b4,1,0.896669,0.016866,[8 6] ; [6 5],[7.84 6.16] ; [6.16 4.84],0
n6,1,0.915759,0.011189,[8 5] ; [7 4],[8.125 4.875] ; [6.875 4.125],0
b1,1,0.973215,0.001127,[9 5] ; [7 4],[8.96 5.04] ; [7.04 3.96],0
