Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.007915,7.052516,[41 27] ; [ 3 11],[36.48780488 31.51219512] ; [7.51219512 6.48780488],0
a3,1,0.009036,6.815678,[59  9] ; [8 6],[55.56097561 12.43902439] ; [11.43902439  2.56097561],0
v3,1,0.015924,5.811273,[42 24] ; [ 4 10],[37.95 28.05] ; [8.05 5.95],0
r2,1,0.043218,4.086864,[64  4] ; [10  3],[62.12345679  5.87654321] ; [11.87654321  1.12345679],0
a5,1,0.055222,3.675358,[55 13] ; [8 6],[52.24390244 15.75609756] ; [10.75609756  3.24390244],0
r4,1,0.057999,3.593693,[64  4] ; [11  3],[62.19512195  5.80487805] ; [12.80487805  1.19512195],0
a4,1,0.062786,3.462231,[33 35] ; [ 3 11],[29.85365854 38.14634146] ; [6.14634146 7.85365854],0
n1,1,0.079008,3.085185,[8 4] ; [1 4],[6.35294118 5.64705882] ; [2.64705882 2.35294118],0
p6,1,0.09405,2.803656,[47 20] ; [6 7],[44.3875 22.6125] ; [8.6125 4.3875],0
s8,1,0.094638,2.793651,[44 22] ; [6 8],[41.25 24.75] ; [8.75 5.25],0
n5,1,0.106021,2.612551,[63  5] ; [11  3],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
p1,1,0.148153,2.091163,[23 45] ; [ 2 12],[20.73170732 47.26829268] ; [4.26829268 9.73170732],0
a1,1,0.15252,2.04687,[ 9 59] ; [ 4 10],[10.7804878 57.2195122] ; [ 2.2195122 11.7804878],0
u2,1,0.263552,1.25,[5 4] ; [5 1],[6. 3.] ; [4. 2.],0
s7,1,0.274707,1.193093,[48 15] ; [8 5],[46.42105263 16.57894737] ; [9.57894737 3.42105263],0
n2,1,0.301409,1.067949,[10  2] ; [3 2],[9.17647059 2.82352941] ; [3.82352941 1.17647059],0
d4,1,0.327124,0.96025,[56 12] ; [13  1],[57.2195122 10.7804878] ; [11.7804878  2.2195122],0
d3,1,0.364095,0.82372,[45 23] ; [11  3],[46.43902439 21.56097561] ; [9.56097561 4.43902439],0
s1,1,0.397898,0.71467,[ 5 63] ; [ 2 12],[ 5.80487805 62.19512195] ; [ 1.19512195 12.80487805],0
v2,1,0.400418,0.707071,[41 25] ; [7 7],[39.6 26.4] ; [8.4 5.6],0
s4,1,0.429323,0.624654,[10 56] ; [ 1 13],[ 9.075 56.925] ; [ 1.925 12.075],0
b3,1,0.447521,0.576923,[25 27] ; [5 3],[26. 26.] ; [4. 4.],0
b2,1,0.447521,0.576923,[25 27] ; [5 3],[26. 26.] ; [4. 4.],0
v4,1,0.453737,0.561301,[65  2] ; [13  1],[64.51851852  2.48148148] ; [13.48148148  0.51851852],0
p10,1,0.46753,0.527808,[62  6] ; [11  2],[61.28395062  6.71604938] ; [11.71604938  1.28395062],0
u3,1,0.474549,0.511364,[6 3] ; [5 1],[6.6 2.4] ; [4.4 1.6],0
b4,1,0.476491,0.506884,[41 27] ; [7 7],[39.80487805 28.19512195] ; [8.19512195 5.80487805],0
b5,1,0.497815,0.459592,[31 37] ; [5 9],[29.85365854 38.14634146] ; [6.14634146 7.85365854],0
s6,1,0.521753,0.410426,[53  9] ; [11  3],[52.21052632  9.78947368] ; [11.78947368  2.21052632],0
n4,1,0.530505,0.393425,[62  6] ; [12  2],[61.36585366  6.63414634] ; [12.63414634  1.36585366],0
p7,1,0.546576,0.363488,[57 10] ; [11  3],[56.24691358 10.75308642] ; [11.75308642  2.24691358],0
s5,1,0.547925,0.361048,[41 21] ; [9 3],[41.89189189 20.10810811] ; [8.10810811 3.89189189],0
s2,1,0.572807,0.318008,[39 28] ; [7 7],[38.04938272 28.95061728] ; [7.95061728 6.04938272],0
d1,1,0.592646,0.286231,[44 24] ; [8 6],[43.12195122 24.87804878] ; [8.87804878 5.12195122],0
n6,1,0.616938,0.250195,[65  3] ; [12  1],[64.64197531  3.35802469] ; [12.35802469  0.64197531],0
s3,1,0.620009,0.245855,[43 24] ; [8 6],[42.18518519 24.81481481] ; [8.81481481 5.18518519],0
b1,1,0.631596,0.229903,[29 39] ; [5 9],[28.19512195 39.80487805] ; [5.80487805 8.19512195],0
d5,1,0.634361,0.226193,[57 11] ; [11  3],[56.3902439 11.6097561] ; [11.6097561  2.3902439],0
p8,1,0.652019,0.203364,[56 11] ; [11  3],[55.41975309 11.58024691] ; [11.58024691  2.41975309],0
n3,1,0.70663,0.141667,[6 6] ; [3 2],[6.35294118 5.64705882] ; [2.64705882 2.35294118],0
p11,1,0.792934,0.068908,[60  8] ; [12  2],[59.70731707  8.29268293] ; [12.29268293  1.70731707],0
a6,1,0.807455,0.059395,[46 22] ; [9 5],[45.6097561 22.3902439] ; [9.3902439 4.6097561],0
p4,1,0.857553,0.032217,[64  4] ; [13  1],[63.85365854  4.14634146] ; [13.14634146  0.85365854],0
r3,1,0.868297,0.027497,[63  4] ; [13  1],[62.86419753  4.13580247] ; [13.13580247  0.86419753],0
p9,1,0.868297,0.027497,[63  4] ; [13  1],[62.86419753  4.13580247] ; [13.13580247  0.86419753],0
a7,1,0.949822,0.00396,[48 20] ; [10  4],[48.09756098 19.90243902] ; [9.90243902 4.09756098],0
p12,1,0.949822,0.00396,[20 48] ; [ 4 10],[19.90243902 48.09756098] ; [4.09756098 9.90243902],0
p2,1,0.978071,0.000756,[63  5] ; [13  1],[63.02439024  4.97560976] ; [12.97560976  1.02439024],0
v1,1,0.993962,5.7e-05,[43 24] ; [9 5],[43.01234568 23.98765432] ; [8.98765432 5.01234568],0
