Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-05,16.088675,[11 28] ; [14  2],[17.72727273 21.27272727] ; [7.27272727 8.72727273],1
p6,1,0.015752,5.830357,[ 5 32] ; [7 9],[ 8.37735849 28.62264151] ; [ 3.62264151 12.37735849],0
a4,1,0.021916,5.252429,[14 24] ; [ 1 15],[10.55555556 27.44444444] ; [ 4.44444444 11.55555556],0
s6,1,0.030145,4.700984,[10 29] ; [9 7],[13.47272727 25.52727273] ; [ 5.52727273 10.47272727],0
u3,1,0.032404,4.57702,[ 3 15] ; [6 5],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
r3,1,0.039355,4.245459,[20 19] ; [13  3],[23.4 15.6] ; [9.6 6.4],0
s2,1,0.046035,3.98032,[ 7 32] ; [7 9],[ 9.92727273 29.07272727] ; [ 4.07272727 11.92727273],0
p4,1,0.049563,3.85617,[11 28] ; [9 7],[14.18181818 24.81818182] ; [ 5.81818182 10.18181818],0
p3,1,0.089059,2.891296,[ 8 30] ; [7 9],[10.55555556 27.44444444] ; [ 4.44444444 11.55555556],0
b5,1,0.090032,2.873794,[17 22] ; [11  5],[19.85454545 19.14545455] ; [8.14545455 7.85454545],0
v4,1,0.114592,2.489726,[23 16] ; [13  3],[25.52727273 13.47272727] ; [10.47272727  5.52727273],0
p11,1,0.115109,2.482639,[13 26] ; [9 7],[15.6 23.4] ; [6.4 9.6],0
a3,1,0.127388,2.324047,[21 18] ; [ 5 11],[18.43636364 20.56363636] ; [7.56363636 8.43636364],0
n4,1,0.147394,2.099019,[23 16] ; [ 6 10],[20.56363636 18.43636364] ; [8.43636364 7.56363636],0
s8,1,0.158958,1.984111,[ 4 35] ; [ 4 12],[ 5.67272727 33.32727273] ; [ 2.32727273 13.67272727],0
u2,1,0.183535,1.768767,[ 5 12] ; [6 5],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
n3,1,0.1847,1.759398,[11  8] ; [2 5],[9.5 9.5] ; [3.5 3.5],0
n5,1,0.202621,1.62338,[22 17] ; [ 6 10],[19.85454545 19.14545455] ; [8.14545455 7.85454545],0
b4,1,0.202621,1.62338,[22 17] ; [ 6 10],[19.85454545 19.14545455] ; [8.14545455 7.85454545],0
p2,1,0.226985,1.459658,[15 24] ; [9 7],[17.01818182 21.98181818] ; [6.98181818 9.01818182],0
p10,1,0.267462,1.229716,[ 5 34] ; [ 4 12],[ 6.38181818 32.61818182] ; [ 2.61818182 13.38181818],0
d2,1,0.309547,1.032606,[20 18] ; [ 6 10],[18.2962963 19.7037037] ; [7.7037037 8.2962963],0
v2,1,0.340315,0.909244,[15 24] ; [ 4 12],[13.47272727 25.52727273] ; [ 5.52727273 10.47272727],0
v3,1,0.373113,0.793269,[ 9 30] ; [ 2 14],[ 7.8 31.2] ; [ 3.2 12.8],0
r2,1,0.399269,0.710526,[24 14] ; [12  4],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
n6,1,0.492056,0.472028,[22 17] ; [10  5],[23.11111111 15.88888889] ; [8.88888889 6.11111111],0
s3,1,0.536637,0.381809,[11 27] ; [ 6 10],[11.96296296 26.03703704] ; [ 5.03703704 10.96296296],0
s4,1,0.584834,0.298485,[10 29] ; [ 3 13],[ 9.21818182 29.78181818] ; [ 3.78181818 12.21818182],0
d5,1,0.586151,0.296396,[25 14] ; [9 7],[24.10909091 14.89090909] ; [9.89090909 6.10909091],0
b1,1,0.611812,0.257544,[19 20] ; [9 7],[19.85454545 19.14545455] ; [8.14545455 7.85454545],0
d3,1,0.611812,0.257544,[19 20] ; [9 7],[19.85454545 19.14545455] ; [8.14545455 7.85454545],0
d1,1,0.613591,0.254979,[15 24] ; [ 5 11],[14.18181818 24.81818182] ; [ 5.81818182 10.18181818],0
a2,1,0.638771,0.220353,[ 4 35] ; [ 1 15],[ 3.54545455 35.45454545] ; [ 1.45454545 14.54545455],0
s7,1,0.650734,0.204977,[ 7 29] ; [ 4 12],[ 7.61538462 28.38461538] ; [ 3.38461538 12.61538462],0
a6,1,0.677522,0.172929,[22 17] ; [10  6],[22.69090909 16.30909091] ; [9.30909091 6.69090909],0
a7,1,0.737497,0.112339,[19 20] ; [7 9],[18.43636364 20.56363636] ; [7.56363636 8.43636364],0
n1,1,0.795418,0.067227,[ 4 13] ; [2 5],[ 4.25 12.75] ; [1.75 5.25],0
a5,1,0.808466,0.058761,[16 23] ; [ 6 10],[15.6 23.4] ; [6.4 9.6],0
s5,1,0.821981,0.050624,[ 6 32] ; [ 2 13],[ 5.73584906 32.26415094] ; [ 2.26415094 12.73584906],0
s1,1,0.833097,0.044408,[ 3 35] ; [ 1 15],[ 2.81481481 35.18518519] ; [ 1.18518519 14.81481481],0
n2,1,0.837829,0.04189,[10  9] ; [4 3],[10.23076923  8.76923077] ; [3.76923077 3.23076923],0
u1,1,0.867851,0.027685,[ 2 37] ; [ 1 15],[ 2.12727273 36.87272727] ; [ 0.87272727 15.12727273],0
v1,1,0.878819,0.023246,[ 9 30] ; [ 4 12],[ 9.21818182 29.78181818] ; [ 3.78181818 12.21818182],0
d4,1,0.946849,0.004444,[24 15] ; [10  6],[24.10909091 14.89090909] ; [9.89090909 6.10909091],0
r4,1,0.972046,0.001228,[12 27] ; [ 5 11],[12.05454545 26.94545455] ; [ 4.94545455 11.05454545],0
