Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.6e-05,17.713488,[132 204] ; [40 18],[146.68020305 189.31979695] ; [25.31979695 32.68020305],1
s8,1,6.5e-05,15.958827,[ 74 265] ; [27 31],[ 86.24433249 252.75566751] ; [14.75566751 43.24433249],1
p6,1,0.000218,13.672949,[ 99 237] ; [31 26],[111.14503817 224.85496183] ; [18.85496183 38.14503817],1
s7,1,0.00022,13.656123,[ 77 245] ; [26 28],[ 88.20744681 233.79255319] ; [14.79255319 39.20744681],1
s5,1,0.006087,7.52427,[ 68 266] ; [21 36],[ 76.02557545 257.97442455] ; [12.97442455 44.02557545],0
u1,1,0.007865,7.063868,[ 43 299] ; [15 43],[ 49.59 292.41] ; [ 8.41 49.59],0
r1,1,0.012343,6.260912,[264  77] ; [36 22],[256.39097744  84.60902256] ; [43.60902256 14.39097744],0
s4,1,0.018225,5.574424,[ 31 308] ; [11 45],[ 36.04556962 302.95443038] ; [ 5.95443038 50.04556962],0
p11,1,0.024968,5.026115,[265  77] ; [37 21],[258.21  83.79] ; [43.79 14.21],0
n1,1,0.063421,3.445571,[30 57] ; [ 2 15],[26.76923077 60.23076923] ; [ 5.23076923 11.76923077],0
a1,1,0.074342,3.184448,[ 12 330] ; [ 5 53],[ 14.535 327.465] ; [ 2.465 55.535],0
n3,1,0.118952,2.431071,[62 24] ; [9 8],[59.2815534 26.7184466] ; [11.7184466  5.2815534],0
v1,1,0.132425,2.263847,[162 176] ; [34 24],[167.29292929 170.70707071] ; [28.70707071 29.29292929],0
r3,1,0.18358,1.768402,[312  29] ; [56  2],[314.50626566  26.49373434] ; [53.49373434  4.50626566],0
p7,1,0.190715,1.712082,[193 143] ; [38 19],[197.49618321 138.50381679] ; [33.50381679 23.49618321],0
a4,1,0.202511,1.624171,[140 201] ; [29 29],[144.43358396 196.56641604] ; [24.56641604 33.43358396],0
p4,1,0.212603,1.553609,[178 161] ; [35 22],[182.34090909 156.65909091] ; [30.65909091 26.34090909],0
v2,1,0.233947,1.416704,[177 153] ; [36 22],[181.15979381 148.84020619] ; [31.84020619 26.15979381],0
p10,1,0.239684,1.382449,[253  83] ; [47 10],[256.48854962  79.51145038] ; [43.51145038 13.48854962],0
d4,1,0.244371,1.355199,[265  76] ; [49  9],[268.35588972  72.64411028] ; [45.64411028 12.35588972],0
d5,1,0.256881,1.285486,[272  70] ; [49  8],[275.14285714  66.85714286] ; [45.85714286 11.14285714],0
p12,1,0.272731,1.202958,[ 17 321] ; [ 1 56],[ 15.40253165 322.59746835] ; [ 2.59746835 54.40253165],0
d1,1,0.275975,1.186803,[180 162] ; [35 23],[183.825 158.175] ; [31.175 26.825],0
v3,1,0.313013,1.017918,[116 214] ; [24 33],[119.37984496 210.62015504] ; [20.62015504 36.37984496],0
a5,1,0.332841,0.937811,[238 104] ; [44 14],[241.11 100.89] ; [40.89 17.11],0
d3,1,0.333934,0.933582,[223 118] ; [41 16],[226.19095477 114.80904523] ; [37.80904523 19.19095477],0
s1,1,0.385837,0.752022,[  6 334] ; [ 2 55],[  6.85138539 333.14861461] ; [ 1.14861461 55.85138539],0
p3,1,0.386637,0.749492,[152 188] ; [29 28],[155.01259446 184.98740554] ; [25.98740554 31.01259446],0
u3,1,0.39393,0.726776,[60 54] ; [12  7],[61.71428571 52.28571429] ; [10.28571429  8.71428571],0
n6,1,0.421676,0.645641,[280  62] ; [50  8],[282.15  59.85] ; [47.85 10.15],0
a2,1,0.425543,0.634955,[ 67 275] ; [14 44],[ 69.255 272.745] ; [11.745 46.255],0
u2,1,0.452136,0.565292,[64 49] ; [ 9 10],[62.49242424 50.50757576] ; [10.50757576  8.49242424],0
p8,1,0.526771,0.400616,[166 167] ; [31 26],[168.20769231 164.79230769] ; [28.79230769 28.20769231],0
p1,1,0.551807,0.354091,[ 25 316] ; [ 3 55],[ 23.92982456 317.07017544] ; [ 4.07017544 53.92982456],0
b5,1,0.578815,0.308154,[211 131] ; [38 20],[212.895 129.105] ; [36.105 21.895],0
d2,1,0.608169,0.26285,[146 194] ; [27 31],[147.78894472 192.21105528] ; [25.21105528 32.78894472],0
a6,1,0.628731,0.233786,[235 107] ; [38 20],[233.415 108.585] ; [39.585 18.415],0
r2,1,0.720198,0.128303,[310  28] ; [54  4],[310.68686869  27.31313131] ; [53.31313131  4.68686869],0
n4,1,0.746631,0.104384,[243  99] ; [40 18],[241.965 100.035] ; [41.035 16.965],0
n2,1,0.775044,0.081672,[59 29] ; [12  5],[59.5047619 28.4952381] ; [11.4952381  5.5047619],0
r4,1,0.819634,0.051991,[297  45] ; [51  7],[297.54  44.46] ; [50.46  7.54],0
p5,1,0.824471,0.049194,[ 33 307] ; [ 5 52],[ 32.5440806 307.4559194] ; [ 5.4559194 51.5440806],0
b4,1,0.89078,0.018856,[192 150] ; [32 26],[191.52 150.48] ; [32.48 25.52],0
p9,1,0.896096,0.017055,[267  68] ; [45 12],[266.63265306  68.36734694] ; [45.36734694 11.63265306],0
a8,1,0.897217,0.016687,[ 34 271] ; [ 6 45],[ 34.26966292 270.73033708] ; [ 5.73033708 45.26966292],0
n5,1,0.916177,0.011078,[235 105] ; [39 18],[234.65994962 105.34005038] ; [39.34005038 17.65994962],0
a3,1,0.92,0.010087,[227 114] ; [39 19],[227.33333333 113.66666667] ; [38.66666667 19.33333333],0
a7,1,0.953582,0.003388,[244  97] ; [41 16],[244.18341709  96.81658291] ; [40.81658291 16.18341709],0
b2,1,0.972788,0.001164,[ 74 125] ; [12 20],[ 74.08658009 124.91341991] ; [11.91341991 20.08658009],0
b3,1,0.972788,0.001164,[ 74 125] ; [12 20],[ 74.08658009 124.91341991] ; [11.91341991 20.08658009],0
p2,1,0.97666,0.000856,[269  71] ; [45 12],[268.91687657  71.08312343] ; [45.08312343 11.91687657],0
b1,1,0.990663,0.000137,[130 212] ; [22 36],[129.96 212.04] ; [22.04 35.96],0
