Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.976633,[24 11] ; [ 9 39],[13.91566265 21.08433735] ; [19.08433735 28.91566265],1
p2,1,1.1e-05,19.270802,[29  5] ; [18 31],[19.25301205 14.74698795] ; [27.74698795 21.25301205],1
s2,1,2.6e-05,17.680031,[20 15] ; [ 7 43],[11.11764706 23.88235294] ; [15.88235294 34.11764706],1
p11,1,0.000519,12.046894,[27  8] ; [20 31],[19.12790698 15.87209302] ; [27.87209302 23.12790698],1
p7,1,0.000609,11.748208,[19 13] ; [11 39],[11.70731707 20.29268293] ; [18.29268293 31.70731707],1
s8,1,0.002328,9.271444,[14 21] ; [ 6 45],[ 8.13953488 26.86046512] ; [11.86046512 39.13953488],0
p10,1,0.003314,8.625741,[24  9] ; [19 29],[17.51851852 15.48148148] ; [25.48148148 22.51851852],0
r3,1,0.005698,7.643378,[25  9] ; [21 28],[18.84337349 15.15662651] ; [27.15662651 21.84337349],0
s7,1,0.006848,7.312524,[19 15] ; [12 34],[13.175 20.825] ; [17.825 28.175],0
s5,1,0.006996,7.273924,[ 9 24] ; [ 3 47],[ 4.77108434 28.22891566] ; [ 7.22891566 42.77108434],0
v4,1,0.009171,6.789305,[25  8] ; [24 27],[19.25 13.75] ; [29.75 21.25],0
p9,1,0.009601,6.70755,[27  8] ; [23 24],[21.34146341 13.65853659] ; [28.65853659 18.34146341],0
b5,1,0.01246,6.244269,[24 11] ; [21 30],[18.31395349 16.68604651] ; [26.68604651 24.31395349],0
v2,1,0.021323,5.3002,[19 15] ; [15 34],[13.92771084 20.07228916] ; [20.07228916 28.92771084],0
s4,1,0.049595,3.855106,[ 9 26] ; [ 5 46],[ 5.69767442 29.30232558] ; [ 8.30232558 42.69767442],0
b2,1,0.06675,3.361177,[ 6 21] ; [14 17],[ 9.31034483 17.68965517] ; [10.68965517 20.31034483],0
b3,1,0.06675,3.361177,[ 6 21] ; [14 17],[ 9.31034483 17.68965517] ; [10.68965517 20.31034483],0
v1,1,0.076372,3.140472,[15 18] ; [13 36],[11.26829268 21.73170732] ; [16.73170732 32.26829268],0
u2,1,0.093079,2.820301,[6 4] ; [ 6 15],[3.87096774 6.12903226] ; [ 8.12903226 12.87096774],0
p6,1,0.10271,2.662945,[10 24] ; [ 7 41],[ 7.04878049 26.95121951] ; [ 9.95121951 38.04878049],0
a2,1,0.103582,2.64951,[ 2 33] ; [ 9 42],[ 4.47674419 30.52325581] ; [ 6.52325581 44.47674419],0
d1,1,0.104266,2.639046,[11 24] ; [25 26],[14.65116279 20.34883721] ; [21.34883721 29.65116279],0
n6,1,0.126476,2.335239,[25  9] ; [28 21],[21.71084337 12.28915663] ; [31.28915663 17.71084337],0
n2,1,0.129524,2.298196,[13  3] ; [14 10],[10.8  5.2] ; [16.2  7.8],0
u3,1,0.151317,2.058924,[4 7] ; [ 3 18],[2.40625 8.59375] ; [ 4.59375 16.40625],0
d3,1,0.201781,1.62944,[20 15] ; [22 29],[17.09302326 17.90697674] ; [24.90697674 26.09302326],0
u1,1,0.214121,1.543343,[ 1 34] ; [ 5 46],[ 2.44186047 32.55813953] ; [ 3.55813953 47.44186047],0
p1,1,0.233129,1.421671,[ 2 33] ; [ 7 44],[ 3.6627907 31.3372093] ; [ 5.3372093 45.6627907],0
p3,1,0.233798,1.417606,[13 21] ; [13 37],[10.52380952 23.47619048] ; [15.47619048 34.52380952],0
d5,1,0.26185,1.25895,[26  9] ; [32 19],[23.60465116 11.39534884] ; [34.39534884 16.60465116],0
n5,1,0.269532,1.219127,[29  4] ; [40 11],[27.10714286  5.89285714] ; [41.89285714  9.10714286],0
p4,1,0.273322,1.2,[14 21] ; [14 35],[11.66666667 23.33333333] ; [16.33333333 32.66666667],0
d2,1,0.318056,0.996923,[14 21] ; [25 24],[16.25 18.75] ; [22.75 26.25],0
d4,1,0.366864,0.814259,[25 10] ; [31 19],[23.05882353 11.94117647] ; [32.94117647 17.05882353],0
a4,1,0.368261,0.809524,[12 23] ; [22 28],[14. 21.] ; [20. 30.],0
p12,1,0.371093,0.8,[ 2 33] ; [ 1 48],[ 1.25 33.75] ; [ 1.75 47.25],0
r1,1,0.377528,0.778735,[12 23] ; [13 38],[10.1744186 24.8255814] ; [14.8255814 36.1744186],0
b1,1,0.402379,0.701207,[16 19] ; [28 23],[17.90697674 17.09302326] ; [26.09302326 24.90697674],0
n3,1,0.436275,0.606061,[10  6] ; [12 12],[8.8 7.2] ; [13.2 10.8],0
r2,1,0.467429,0.528048,[16 14] ; [29 18],[17.53246753 12.46753247] ; [27.46753247 19.53246753],0
p5,1,0.544115,0.367965,[ 4 30] ; [ 4 47],[ 3.2 30.8] ; [ 4.8 46.2],0
b4,1,0.548414,0.360167,[19 16] ; [31 20],[20.34883721 14.65116279] ; [29.65116279 21.34883721],0
a1,1,0.575612,0.313382,[ 4 31] ; [ 8 43],[ 4.88372093 30.11627907] ; [ 7.11627907 43.88372093],0
a3,1,0.592544,0.286388,[23 12] ; [30 20],[21.82352941 13.17647059] ; [31.17647059 18.82352941],0
n1,1,0.601456,0.272805,[ 6 10] ; [11 13],[6.8 9.2] ; [10.2 13.8],0
p8,1,0.635795,0.224284,[10 25] ; [12 38],[ 9.05882353 25.94117647] ; [12.94117647 37.05882353],0
a8,1,0.682119,0.16775,[ 2 31] ; [ 4 43],[ 2.475 30.525] ; [ 3.525 43.475],0
s1,1,0.703419,0.144939,[ 2 33] ; [ 4 47],[ 2.44186047 32.55813953] ; [ 3.55813953 47.44186047],0
a7,1,0.733913,0.115549,[16 19] ; [21 29],[15.23529412 19.76470588] ; [21.76470588 28.23529412],0
a5,1,0.94174,0.005341,[21 14] ; [31 20],[21.1627907 13.8372093] ; [30.8372093 20.1627907],0
a6,1,0.955027,0.00318,[19 16] ; [28 23],[19.12790698 15.87209302] ; [27.87209302 23.12790698],0
v3,1,0.981332,0.000547,[ 9 26] ; [13 38],[ 8.95348837 26.04651163] ; [13.04651163 37.95348837],0
