Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,259.073673,[550  32] ; [47 80],[490.06205924  91.93794076] ; [106.93794076  20.06205924],1
p11,1,0.0,49.002909,[492  91] ; [74 56],[462.80224404 120.19775596] ; [103.19775596  26.80224404],1
n5,1,0.0,26.587019,[462 118] ; [75 54],[439.29478138 140.70521862] ; [97.70521862 31.29478138],1
p2,1,0.0,26.222618,[504  76] ; [89 41],[484.42253521  95.57746479] ; [108.57746479  21.42253521],1
p7,1,0.0,25.471531,[394 172] ; [59 69],[369.44956772 196.55043228] ; [83.55043228 44.44956772],1
p4,1,1e-06,25.14805,[378 201] ; [54 76],[352.78984485 226.21015515] ; [79.21015515 50.78984485],1
p8,1,1e-06,24.561916,[337 239] ; [44 84],[311.72727273 264.27272727] ; [69.27272727 58.72727273],1
n6,1,3e-06,22.090785,[509  71] ; [92 37],[491.65021157  88.34978843] ; [109.34978843  19.65021157],1
p3,1,4.9e-05,16.480461,[315 265] ; [45 85],[294.08450704 285.91549296] ; [65.91549296 64.08450704],1
s8,1,6.8e-05,15.858021,[291 289] ; [39 88],[270.72135785 309.27864215] ; [59.27864215 67.72135785],1
s7,1,0.000527,12.018345,[303 255] ; [46 78],[285.54545455 272.45454545] ; [63.45454545 60.54545455],1
s5,1,0.000572,11.86635,[213 350] ; [27 98],[196.39534884 366.60465116] ; [43.60465116 81.39534884],1
v2,1,0.000862,11.102846,[343 212] ; [58 69],[326.32697947 228.67302053] ; [74.67302053 52.32697947],1
s6,1,0.000976,10.872441,[412 163] ; [72 55],[396.43874644 178.56125356] ; [87.56125356 39.43874644],1
a3,1,0.001244,10.423438,[441 140] ; [80 49],[426.33943662 154.66056338] ; [94.66056338 34.33943662],0
s2,1,0.001392,10.21686,[318 260] ; [50 77],[301.70780142 276.29219858] ; [66.29219858 60.70780142],0
p12,1,0.001628,9.927252,[ 59 523] ; [  2 127],[ 49.93248945 532.06751055] ; [ 11.06751055 117.93248945],0
n4,1,0.003088,8.754537,[471 112] ; [89 40],[458.53932584 124.46067416] ; [101.46067416  27.53932584],0
a5,1,0.004047,8.262615,[459 124] ; [87 43],[446.44880785 136.55119215] ; [99.55119215 30.44880785],0
p6,1,0.0043,8.152743,[226 350] ; [33 95],[211.90909091 364.09090909] ; [47.09090909 80.90909091],0
v1,1,0.004918,7.909178,[330 237] ; [58 72],[315.63271162 251.36728838] ; [72.36728838 57.63271162],0
d1,1,0.008525,6.919761,[377 206] ; [68 62],[363.86395512 219.13604488] ; [81.13604488 48.86395512],0
