Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,109.173057,[224  18] ; [15 35],[198.07534247  43.92465753] ; [40.92465753  9.07534247],1
p2,1,0.0,27.134855,[211  31] ; [28 22],[198.07534247  43.92465753] ; [40.92465753  9.07534247],1
p11,1,0.0,27.02081,[203  40] ; [25 25],[189.09215017  53.90784983] ; [38.90784983 11.09215017],1
r3,1,3.4e-05,17.154401,[237   6] ; [41  8],[231.34931507  11.65068493] ; [46.65068493  2.34931507],1
n5,1,5.5e-05,16.267504,[202  40] ; [29 21],[191.44520548  50.55479452] ; [39.55479452 10.44520548],1
p6,1,0.000551,11.934921,[ 90 148] ; [ 6 43],[ 79.6097561 158.3902439] ; [16.3902439 32.6097561],1
p7,1,0.000699,11.491992,[165  73] ; [21 27],[154.78321678  83.21678322] ; [31.21678322 16.78321678],1
v4,1,0.000818,11.200133,[235   7] ; [43  7],[230.39726027  11.60273973] ; [47.60273973  2.39726027],1
s8,1,0.000826,11.181759,[132 109] ; [14 35],[121.33103448 119.66896552] ; [24.66896552 24.33103448],1
r4,1,0.001014,10.800921,[226  17] ; [39 11],[219.778157  23.221843] ; [45.221843  4.778157],0
n6,1,0.001892,9.651684,[214  27] ; [36 14],[207.04467354  33.95532646] ; [42.95532646  7.04467354],0
p8,1,0.002125,9.438275,[133 105] ; [16 34],[123.13194444 114.86805556] ; [25.86805556 24.13194444],0
v2,1,0.00277,8.953278,[196  42] ; [31 18],[188.24390244  49.75609756] ; [38.75609756 10.24390244],0
d1,1,0.003081,8.759129,[161  82] ; [22 28],[151.77133106  91.22866894] ; [31.22866894 18.77133106],0
a5,1,0.005399,7.740757,[191  52] ; [30 20],[183.28668942  59.71331058] ; [37.71331058 12.28668942],0
b1,1,0.010566,6.536883,[ 80 163] ; [26 24],[ 87.9112628 155.0887372] ; [18.0887372 31.9112628],0
s1,1,0.011796,6.341291,[  4 235] ; [ 4 45],[  6.63888889 232.36111111] ; [ 1.36111111 47.63888889],0
s6,1,0.015258,5.886431,[163  73] ; [25 24],[155.67719298  80.32280702] ; [32.32280702 16.67719298],0
a3,1,0.020631,5.357722,[187  54] ; [31 19],[180.54295533  60.45704467] ; [37.45704467 12.54295533],0
s7,1,0.022484,5.207909,[133  99] ; [17 27],[126.08695652 105.91304348] ; [23.91304348 20.08695652],0
p3,1,0.025148,5.013681,[134 108] ; [19 31],[126.80136986 115.19863014] ; [26.19863014 23.80136986],0
s5,1,0.031554,4.622545,[ 76 160] ; [ 8 40],[ 69.8028169 166.1971831] ; [14.1971831 33.8028169],0
d5,1,0.038531,4.281429,[204  38] ; [36 14],[198.90410959  43.09589041] ; [41.09589041  8.90410959],0
p4,1,0.048677,3.886465,[145  96] ; [22 27],[138.78275862 102.21724138] ; [28.21724138 20.78275862],0
v1,1,0.051617,3.788125,[159  80] ; [26 24],[152.99307958  86.00692042] ; [32.00692042 17.99307958],0
a4,1,0.056684,3.631842,[118 124] ; [17 33],[111.88356164 130.11643836] ; [23.11643836 26.88356164],0
s3,1,0.061559,3.494868,[142  97] ; [22 27],[136.09722222 102.90277778] ; [27.90277778 21.09722222],0
b2,1,0.069874,3.285966,[61 88] ; [ 7 23],[56.60335196 92.39664804] ; [11.39664804 18.60335196],0
b3,1,0.069874,3.285966,[61 88] ; [ 7 23],[56.60335196 92.39664804] ; [11.39664804 18.60335196],0
s2,1,0.082187,3.021119,[134 108] ; [20 28],[128.51034483 113.48965517] ; [25.48965517 22.51034483],0
a6,1,0.108172,2.580721,[173  69] ; [30 20],[168.23972603  73.76027397] ; [34.76027397 15.23972603],0
u1,1,0.128757,2.307426,[ 52 191] ; [ 6 44],[ 48.10238908 194.89761092] ; [ 9.89761092 40.10238908],0
n1,1,0.145023,2.123832,[13 32] ; [7 7],[15.25423729 29.74576271] ; [4.74576271 9.25423729],0
b4,1,0.171778,1.867359,[145  98] ; [35 15],[149.28327645  93.71672355] ; [30.71672355 19.28327645],0
a2,1,0.184425,1.761597,[ 71 172] ; [10 40],[ 67.1774744 175.8225256] ; [13.8225256 36.1774744],0
d3,1,0.186136,1.74794,[178  65] ; [32 18],[174.16382253  68.83617747] ; [35.83617747 14.16382253],0
p1,1,0.26364,1.24954,[ 21 221] ; [ 2 48],[ 19.06164384 222.93835616] ; [ 3.93835616 46.06164384],0
a8,1,0.284861,1.14375,[ 34 184] ; [ 4 39],[ 31.7394636 186.2605364] ; [ 6.2605364 36.7394636],0
