Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.226004,[111  14] ; [3 8],[104.77941176  20.22058824] ; [9.22058824 1.77941176],1
r2,1,0.001611,9.946642,[116   9] ; [7 4],[113.05147059  11.94852941] ; [9.94852941 1.05147059],0
a1,1,0.001805,9.73805,[  2 123] ; [2 9],[  3.67647059 121.32352941] ; [ 0.32352941 10.67647059],0
b1,1,0.00237,9.238433,[44 81] ; [9 2],[48.71323529 76.28676471] ; [4.28676471 6.71323529],0
p11,1,0.005016,7.873489,[102  23] ; [5 6],[98.34558824 26.65441176] ; [8.65441176 2.34558824],0
r1,1,0.005116,7.837894,[85 38] ; [3 8],[80.7761194 42.2238806] ; [7.2238806 3.7761194],0
s1,1,0.008648,6.894203,[  3 119] ; [2 9],[  4.58646617 117.41353383] ; [ 0.41353383 10.58646617],0
r3,1,0.014773,5.943293,[116   9] ; [7 3],[113.88888889  11.11111111] ; [9.11111111 0.88888889],0
n6,1,0.089416,2.884848,[105  20] ; [7 4],[102.94117647  22.05882353] ; [9.05882353 1.94117647],0
s6,1,0.133608,2.25007,[78 44] ; [4 6],[75.78787879 46.21212121] ; [6.21212121 3.78787879],0
s7,1,0.138957,2.189471,[52 66] ; [2 8],[49.78125 68.21875] ; [4.21875 5.78125],0
p2,1,0.203974,1.613688,[100  25] ; [7 4],[98.34558824 26.65441176] ; [8.65441176 2.34558824],0
a6,1,0.223206,1.483636,[80 45] ; [5 6],[78.125 46.875] ; [6.875 4.125],0
u3,1,0.234431,1.41377,[29 32] ; [1 4],[27.72727273 33.27272727] ; [2.27272727 2.72727273],0
a5,1,0.260796,1.264525,[69 56] ; [8 3],[70.77205882 54.22794118] ; [6.22794118 4.77205882],0
s5,1,0.290134,1.119001,[30 91] ; [1 9],[28.63358779 92.36641221] ; [2.36641221 7.63358779],0
v1,1,0.293622,1.102941,[57 64] ; [7 4],[58.66666667 62.33333333] ; [5.33333333 5.66666667],0
p8,1,0.294677,1.098131,[65 58] ; [4 7],[63.3358209 59.6641791] ; [5.6641791 5.3358209],0
u1,1,0.319559,0.990752,[  4 121] ; [ 1 10],[  4.59558824 120.40441176] ; [ 0.40441176 10.59558824],0
b5,1,0.347349,0.883117,[75 50] ; [5 6],[73.52941176 51.47058824] ; [6.47058824 4.52941176],0
p7,1,0.358828,0.841992,[74 50] ; [5 6],[72.56296296 51.43703704] ; [6.43703704 4.56296296],0
a2,1,0.369208,0.806329,[ 12 113] ; [2 9],[ 12.86764706 112.13235294] ; [1.13235294 9.86764706],0
a4,1,0.37283,0.79421,[30 94] ; [4 7],[31.22962963 92.77037037] ; [2.77037037 8.22962963],0
b3,1,0.380217,0.77,[21 49] ; [1 6],[20. 50.] ; [2. 5.],0
b2,1,0.380217,0.77,[21 49] ; [1 6],[20. 50.] ; [2. 5.],0
d1,1,0.430545,0.621352,[  5 120] ; [ 1 10],[  5.51470588 119.48529412] ; [ 0.48529412 10.51470588],0
s3,1,0.430632,0.621118,[59 62] ; [4 7],[57.75 63.25] ; [5.25 5.75],0
a8,1,0.434758,0.610079,[ 12 103] ; [2 9],[ 12.77777778 102.22222222] ; [1.22222222 9.77777778],0
d3,1,0.458229,0.550218,[32 91] ; [4 7],[33.04477612 89.95522388] ; [2.95522388 8.04477612],0
a7,1,0.549304,0.358566,[79 45] ; [8 3],[79.91111111 44.08888889] ; [7.08888889 3.91111111],0
p10,1,0.55989,0.339895,[109  15] ; [9 2],[108.38518519  15.61481481] ; [9.61481481 1.38518519],0
d5,1,0.620808,0.244733,[58 66] ; [6 5],[58.78518519 65.21481481] ; [5.21481481 5.78518519],0
d2,1,0.71188,0.136406,[28 97] ; [3 8],[28.49264706 96.50735294] ; [2.50735294 8.49264706],0
p1,1,0.734211,0.11528,[ 18 107] ; [2 9],[ 18.38235294 106.61764706] ; [1.61764706 9.38235294],0
p6,1,0.737531,0.112309,[39 85] ; [4 7],[39.4962963 84.5037037] ; [3.5037037 7.4962963],0
b4,1,0.792048,0.069512,[63 62] ; [6 5],[63.41911765 61.58088235] ; [5.58088235 5.41911765],0
v3,1,0.794824,0.067627,[40 83] ; [4 7],[40.3880597 82.6119403] ; [3.6119403 7.3880597],0
u2,1,0.798885,0.064918,[28 33] ; [2 3],[27.72727273 33.27272727] ; [2.27272727 2.72727273],0
n5,1,0.82711,0.047703,[98 26] ; [9 2],[98.28148148 25.71851852] ; [8.71851852 2.28148148],0
p4,1,0.831451,0.045301,[64 61] ; [6 5],[64.33823529 60.66176471] ; [5.66176471 5.33823529],0
a3,1,0.852007,0.034804,[64 60] ; [6 5],[64.2962963 59.7037037] ; [5.7037037 5.2962963],0
n4,1,0.901793,0.015227,[88 36] ; [8 3],[88.17777778 35.82222222] ; [7.82222222 3.17777778],0
s2,1,0.90375,0.014623,[47 76] ; [4 7],[46.81343284 76.18656716] ; [4.18656716 6.81343284],0
p3,1,0.911464,0.012364,[59 66] ; [5 6],[58.82352941 66.17647059] ; [5.17647059 5.82352941],0
v2,1,0.921341,0.009751,[55 62] ; [5 6],[54.84375 62.15625] ; [5.15625 5.84375],0
s8,1,0.93528,0.006594,[47 78] ; [4 7],[46.875 78.125] ; [4.125 6.875],0
s4,1,0.97607,0.0009,[ 23 101] ; [2 9],[ 22.96296296 101.03703704] ; [2.03703704 8.96296296],0
