Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.5e-05,17.767695,[ 7 29] ; [31 16],[16.48192771 19.51807229] ; [21.51807229 25.48192771],1
s6,1,0.000231,13.561498,[15 21] ; [38  9],[22.98795181 13.01204819] ; [30.01204819 16.98795181],1
s7,1,0.001258,10.40363,[ 8 27] ; [27 19],[15.12345679 19.87654321] ; [19.87654321 26.12345679],0
p7,1,0.020153,5.398621,[15 22] ; [31 16],[20.26190476 16.73809524] ; [25.73809524 21.26190476],0
n5,1,0.02237,5.216791,[16 21] ; [32 15],[21.14285714 15.85714286] ; [26.85714286 20.14285714],0
s8,1,0.033437,4.523277,[ 8 28] ; [21 26],[12.57831325 23.42168675] ; [16.42168675 30.57831325],0
s4,1,0.039049,4.25875,[ 3 33] ; [12 34],[ 6.58536585 29.41463415] ; [ 8.41463415 37.58536585],0
r1,1,0.053259,3.735763,[21 16] ; [36 11],[25.10714286 11.89285714] ; [31.89285714 15.10714286],0
p5,1,0.054823,3.687453,[ 1 36] ; [ 7 39],[ 3.56626506 33.43373494] ; [ 4.43373494 41.56626506],0
p2,1,0.098056,2.736875,[24 13] ; [38  9],[27.30952381  9.69047619] ; [34.69047619 12.30952381],0
p8,1,0.134138,2.243954,[14 23] ; [25 21],[17.38554217 19.61445783] ; [21.61445783 24.38554217],0
n1,1,0.143235,2.142857,[6 9] ; [10  5],[8. 7.] ; [8. 7.],0
s5,1,0.152338,2.048677,[ 6 29] ; [14 31],[ 8.75 26.25] ; [11.25 33.75],0
p9,1,0.161264,1.962335,[11 26] ; [21 26],[14.0952381 22.9047619] ; [17.9047619 29.0952381],0
d5,1,0.2133,1.548884,[31  6] ; [34 13],[28.63095238  8.36904762] ; [36.36904762 10.63095238],0
p1,1,0.253911,1.301656,[ 2 35] ; [ 6 41],[ 3.52380952 33.47619048] ; [ 4.47619048 42.52380952],0
r4,1,0.267211,1.231011,[27 10] ; [39  8],[29.07142857  7.92857143] ; [36.92857143 10.07142857],0
v3,1,0.271618,1.208559,[ 9 28] ; [16 29],[11.2804878 25.7195122] ; [13.7195122 31.2804878],0
p3,1,0.294747,1.09781,[17 20] ; [27 20],[19.38095238 17.61904762] ; [24.61904762 22.38095238],0
a6,1,0.409492,0.680276,[23 14] ; [25 22],[21.14285714 15.85714286] ; [26.85714286 20.14285714],0
b5,1,0.412236,0.672344,[26 11] ; [29 18],[24.22619048 12.77380952] ; [30.77380952 16.22619048],0
a1,1,0.431685,0.618286,[ 1 36] ; [ 3 44],[ 1.76190476 35.23809524] ; [ 2.23809524 44.76190476],0
n6,1,0.437201,0.603618,[24 12] ; [35 12],[25.59036145 10.40963855] ; [33.40963855 13.59036145],0
n3,1,0.438578,0.6,[9 6] ; [11  4],[10.  5.] ; [10.  5.],0
