Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.209432,[ 1 31] ; [93 16],[21.33333333 10.66666667] ; [72.66666667 36.33333333],1
v4,1,0.0,43.196612,[12 20] ; [97  9],[25.27536232  6.72463768] ; [83.72463768 22.27536232],1
r1,1,0.0,28.200272,[10 22] ; [87 21],[22.17142857  9.82857143] ; [74.82857143 33.17142857],1
p11,1,2e-06,22.548653,[ 5 27] ; [69 40],[16.79432624 15.20567376] ; [57.20567376 51.79432624],1
v2,1,1.2e-05,19.089823,[ 2 29] ; [50 49],[12.4 18.6] ; [39.6 59.4],1
p2,1,2.4e-05,17.880123,[ 9 23] ; [76 33],[19.29078014 12.70921986] ; [65.70921986 43.29078014],1
r2,1,8.4e-05,15.465745,[19 12] ; [97 10],[26.05797101  4.94202899] ; [89.94202899 17.05797101],1
s2,1,0.000194,13.884695,[ 2 30] ; [45 63],[10.74285714 21.25714286] ; [36.25714286 71.74285714],1
s6,1,0.000283,13.176681,[ 5 27] ; [56 52],[13.94285714 18.05714286] ; [47.05714286 60.94285714],1
a1,1,0.000735,11.398667,[ 7 25] ; [  4 105],[ 2.4964539 29.5035461] ; [  8.5035461 100.4964539],1
p4,1,0.000967,10.890105,[ 3 29] ; [44 64],[10.74285714 21.25714286] ; [36.25714286 71.74285714],1
u3,1,0.001984,9.564113,[3 9] ; [29 10],[7.52941176 4.47058824] ; [24.47058824 14.52941176],0
p10,1,0.002182,9.389725,[ 9 22] ; [65 43],[16.50359712 14.49640288] ; [57.49640288 50.50359712],0
d4,1,0.00471,7.987587,[17 15] ; [84 23],[23.25179856  8.74820144] ; [77.74820144 29.25179856],0
p9,1,0.005018,7.872979,[12 19] ; [72 36],[18.73381295 12.26618705] ; [65.26618705 42.73381295],0
s8,1,0.005672,7.651679,[ 2 30] ; [33 76],[ 7.94326241 24.05673759] ; [27.05673759 81.94326241],0
b5,1,0.00672,7.346341,[11 21] ; [67 42],[17.70212766 14.29787234] ; [60.29787234 48.70212766],0
n3,1,0.007406,7.171671,[ 6 10] ; [26  8],[10.24  5.76] ; [21.76 12.24],0
p8,1,0.007703,7.101234,[ 3 28] ; [37 71],[ 8.92086331 22.07913669] ; [31.07913669 76.92086331],0
d5,1,0.009979,6.638608,[16 16] ; [80 28],[21.94285714 10.05714286] ; [74.05714286 33.94285714],0
s3,1,0.011967,6.315733,[ 9 22] ; [59 49],[15.16546763 15.83453237] ; [52.83453237 55.16546763],0
b3,1,0.013665,6.080893,[ 9 10] ; [13 54],[ 4.86046512 14.13953488] ; [17.13953488 49.86046512],0
b2,1,0.013665,6.080893,[ 9 10] ; [13 54],[ 4.86046512 14.13953488] ; [17.13953488 49.86046512],0
u2,1,0.015961,5.807186,[4 8] ; [28 11],[7.52941176 4.47058824] ; [24.47058824 14.52941176],0
a5,1,0.023192,5.1541,[15 17] ; [75 34],[20.42553191 11.57446809] ; [69.57446809 39.42553191],0
p7,1,0.023318,5.14463,[ 7 24] ; [48 58],[12.44525547 18.55474453] ; [42.55474453 63.44525547],0
a6,1,0.025444,4.993411,[15 17] ; [74 34],[20.34285714 11.65714286] ; [68.65714286 39.34285714],0
a7,1,0.039376,4.244589,[16 16] ; [76 33],[20.87943262 11.12056738] ; [71.12056738 37.87943262],0
b1,1,0.039757,4.228212,[21 11] ; [49 60],[15.88652482 16.11347518] ; [54.11347518 54.88652482],0
d3,1,0.041688,4.147819,[14 18] ; [69 39],[18.97142857 13.02857143] ; [64.02857143 43.97142857],0
s7,1,0.04406,4.054269,[ 4 25] ; [33 67],[ 8.31782946 20.68217054] ; [28.68217054 71.31782946],0
n2,1,0.049081,3.872586,[7 9] ; [26 10],[10.15384615  5.84615385] ; [22.84615385 13.15384615],0
n5,1,0.052639,3.755334,[18 14] ; [40 68],[13.25714286 18.74285714] ; [44.74285714 63.25714286],0
a4,1,0.124771,2.356382,[15 17] ; [35 74],[11.34751773 20.65248227] ; [38.65248227 70.34751773],0
d1,1,0.167061,1.909117,[10 22] ; [49 60],[13.39007092 18.60992908] ; [45.60992908 63.39007092],0
p1,1,0.180334,1.794872,[ 4 28] ; [  6 102],[ 2.28571429 29.71428571] ; [  7.71428571 100.28571429],0
p3,1,0.200022,1.642215,[ 6 26] ; [33 76],[ 8.85106383 23.14893617] ; [30.14893617 78.85106383],0
n1,1,0.286179,1.137512,[8 8] ; [12 23],[6.2745098 9.7254902] ; [13.7254902 21.2745098],0
s1,1,0.439085,0.598671,[ 3 29] ; [  6 102],[ 2.05714286 29.94285714] ; [  6.94285714 101.05714286],0
a8,1,0.476847,0.506065,[ 2 29] ; [11 91],[ 3.03007519 27.96992481] ; [ 9.96992481 92.03007519],0
d2,1,0.493216,0.469503,[14 18] ; [40 68],[12.34285714 19.65714286] ; [41.65714286 66.34285714],0
v3,1,0.525853,0.402399,[ 7 25] ; [27 71],[ 8.36923077 23.63076923] ; [25.63076923 72.36923077],0
s5,1,0.531144,0.392202,[ 4 28] ; [18 87],[ 5.13868613 26.86131387] ; [16.86131387 88.13868613],0
n4,1,0.564315,0.332287,[18 14] ; [55 54],[16.56737589 15.43262411] ; [56.43262411 52.56737589],0
s4,1,0.580186,0.305933,[ 4 28] ; [10 99],[ 3.17730496 28.82269504] ; [10.82269504 98.17730496],0
v1,1,0.703111,0.145256,[11 21] ; [40 65],[11.91240876 20.08759124] ; [39.08759124 65.91240876],0
b4,1,0.706662,0.141634,[17 15] ; [62 47],[17.92907801 14.07092199] ; [61.07092199 47.92907801],0
p5,1,0.899772,0.015863,[ 1 30] ; [  4 104],[ 1.11510791 29.88489209] ; [  3.88489209 104.11510791],0
a3,1,0.901417,0.015344,[20 11] ; [69 40],[19.70714286 11.29285714] ; [69.29285714 39.70714286],0
a2,1,0.996865,1.5e-05,[ 5 27] ; [17 92],[ 4.9929078 27.0070922] ; [17.0070922 91.9929078],0
