Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3.8e-05,16.965964,[99 65] ; [37  2],[109.87192118  54.12807882] ; [26.12807882 12.87192118],1
v3,1,0.00015,14.373704,[63 98] ; [29 11],[73.69154229 87.30845771] ; [18.30845771 21.69154229],1
p8,1,0.000298,13.081028,[87 75] ; [34  6],[97.03960396 64.96039604] ; [23.96039604 16.03960396],1
p12,1,0.000484,12.177594,[ 15 149] ; [12 28],[ 21.70588235 142.29411765] ; [ 5.29411765 34.70588235],1
p6,1,0.000728,11.415576,[68 95] ; [28 11],[77.46534653 85.53465347] ; [18.53465347 20.46534653],1
p1,1,0.001109,10.636888,[ 14 149] ; [11 29],[ 20.07389163 142.92610837] ; [ 4.92610837 35.07389163],0
a1,1,0.001248,10.418556,[  6 159] ; [ 7 33],[ 10.46341463 154.53658537] ; [ 2.53658537 37.46341463],0
p3,1,0.002338,9.263337,[87 78] ; [31  8],[95.44117647 69.55882353] ; [22.55882353 16.44117647],0
b5,1,0.003453,8.551397,[100  65] ; [14 26],[91.75609756 73.24390244] ; [22.24390244 17.75609756],0
s4,1,0.009461,6.733732,[ 54 108] ; [ 5 35],[ 47.31683168 114.68316832] ; [11.68316832 28.31683168],0
n4,1,0.012692,6.211584,[121  42] ; [37  3],[126.86699507  36.13300493] ; [31.13300493  8.86699507],0
p11,1,0.019631,5.444412,[125  40] ; [37  3],[130.3902439  34.6097561] ; [31.6097561  8.3902439],0
n5,1,0.025602,4.982725,[125  38] ; [37  3],[130.07881773  32.92118227] ; [31.92118227  8.07881773],0
s7,1,0.026059,4.952084,[115  43] ; [35  4],[120.30456853  37.69543147] ; [29.69543147  9.30456853],0
v1,1,0.044963,4.020009,[98 64] ; [31  9],[103.45544554  58.54455446] ; [25.54455446 14.45544554],0
p7,1,0.056262,3.644288,[115  45] ; [33  5],[119.5959596  40.4040404] ; [28.4040404  9.5959596],0
a6,1,0.064738,3.411647,[110  54] ; [20 19],[105.02463054  58.97536946] ; [24.97536946 14.02463054],0
s8,1,0.09546,2.779799,[103  61] ; [30  9],[107.44827586  56.55172414] ; [25.55172414 13.44827586],0
a2,1,0.104929,2.628977,[ 50 115] ; [ 7 33],[ 45.87804878 119.12195122] ; [11.12195122 28.87804878],0
u2,1,0.113846,2.5,[14 18] ; [6 2],[16. 16.] ; [4. 4.],0
u1,1,0.142222,2.153754,[ 38 127] ; [ 5 35],[ 34.6097561 130.3902439] ; [ 8.3902439 31.6097561],0
n6,1,0.167625,1.904053,[141  21] ; [37  2],[143.46268657  18.53731343] ; [34.53731343  4.46268657],0
s2,1,0.192231,1.700432,[151  14] ; [39  1],[152.92682927  12.07317073] ; [37.07317073  2.92682927],0
