Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.670757,[297  19] ; [7 5],[292.87804878  23.12195122] ; [11.12195122  0.87804878],1
p7,1,0.002606,9.064344,[216  92] ; [3 8],[211.44827586  96.55172414] ; [7.55172414 3.44827586],0
p11,1,0.003266,8.652514,[263  53] ; [6 6],[259.15853659  56.84146341] ; [9.84146341 2.15853659],0
n3,1,0.031404,4.63076,[44 19] ; [3 6],[41.125 21.875] ; [5.875 3.125],0
v2,1,0.054997,3.682167,[196 107] ; [4 7],[192.99363057 110.00636943] ; [7.00636943 3.99363057],0
r2,1,0.056688,3.631736,[297  14] ; [10  2],[295.59442724  15.40557276] ; [11.40557276  0.59442724],0
d4,1,0.07682,3.130925,[269  46] ; [8 4],[266.83486239  48.16513761] ; [10.16513761  1.83486239],0
d5,1,0.08445,2.977112,[268  47] ; [8 4],[265.87155963  49.12844037] ; [10.12844037  1.87155963],0
d1,1,0.094983,2.787834,[206 110] ; [5 7],[203.2804878 112.7195122] ; [7.7195122 4.2804878],0
v1,1,0.117473,2.45069,[193 109] ; [5 7],[190.43312102 111.56687898] ; [7.56687898 4.43312102],0
s6,1,0.15531,2.019306,[258  54] ; [8 4],[256.14814815  55.85185185] ; [9.85185185 2.14814815],0
n1,1,0.1577,1.996148,[28 33] ; [7 3],[30.07042254 30.92957746] ; [4.92957746 5.07042254],0
s2,1,0.173172,1.855267,[215  98] ; [6 6],[212.84 100.16] ; [8.16 3.84],0
p6,1,0.1737,1.850719,[140 172] ; [3 9],[137.7037037 174.2962963] ; [5.2962963 6.7037037],0
u3,1,0.186236,1.747143,[46 20] ; [1 2],[44.95652174 21.04347826] ; [2.04347826 0.95652174],0
b1,1,0.209485,1.574983,[127 189] ; [7 5],[129.09756098 186.90243902] ; [4.90243902 7.09756098],0
b4,1,0.238243,1.390962,[183 133] ; [9 3],[184.97560976 131.02439024] ; [7.02439024 4.97560976],0
a5,1,0.244825,1.352593,[254  62] ; [8 4],[252.41463415  63.58536585] ; [9.58536585 2.41463415],0
u1,1,0.29938,1.076952,[ 65 251] ; [ 1 11],[ 63.58536585 252.41463415] ; [2.41463415 9.58536585],0
p2,1,0.303318,1.059548,[270  45] ; [9 3],[268.76146789  46.23853211] ; [10.23853211  1.76146789],0
p1,1,0.308895,1.035396,[ 26 288] ; [ 2 10],[ 26.96932515 287.03067485] ; [ 1.03067485 10.96932515],0
n5,1,0.334443,0.931619,[252  61] ; [11  1],[253.28923077  59.71076923] ; [9.71076923 2.28923077],0
a4,1,0.335541,0.927396,[150 166] ; [4 8],[148.36585366 167.63414634] ; [5.63414634 6.36585366],0
p5,1,0.372542,0.795167,[ 48 263] ; [3 9],[ 49.10526316 261.89473684] ; [ 1.89473684 10.10526316],0
a7,1,0.381527,0.765775,[221  94] ; [7 5],[219.63302752  95.36697248] ; [8.36697248 3.63302752],0
p9,1,0.391676,0.733733,[284  29] ; [10  2],[283.14461538  29.85538462] ; [10.85538462  1.14461538],0
b3,1,0.438388,0.600499,[105 121] ; [3 6],[103.86382979 122.13617021] ; [4.13617021 4.86382979],0
b2,1,0.438388,0.600499,[105 121] ; [3 6],[103.86382979 122.13617021] ; [4.13617021 4.86382979],0
a2,1,0.443356,0.587581,[ 84 232] ; [ 2 10],[ 82.85365854 233.14634146] ; [3.14634146 8.85365854],0
d3,1,0.480475,0.497786,[215 101] ; [7 5],[213.87804878 102.12195122] ; [8.12195122 3.87804878],0
p4,1,0.532675,0.389286,[211 104] ; [7 5],[210. 105.] ; [8. 4.],0
p3,1,0.555811,0.34701,[185 131] ; [6 6],[184.01219512 131.98780488] ; [6.98780488 5.01219512],0
p12,1,0.584759,0.298604,[ 36 277] ; [ 2 10],[ 36.59692308 276.40307692] ; [ 1.40307692 10.59692308],0
p8,1,0.587937,0.293577,[180 131] ; [6 6],[179.08978328 131.91021672] ; [6.91021672 5.08978328],0
n6,1,0.612215,0.256963,[276  37] ; [10  2],[275.44  37.56] ; [10.56  1.44],0
n2,1,0.640074,0.218645,[46 17] ; [8 2],[46.60273973 16.39726027] ; [7.39726027 2.60273973],0
s5,1,0.64997,0.205938,[120 181] ; [4 8],[119.24600639 181.75399361] ; [4.75399361 7.24600639],0
p10,1,0.700579,0.147871,[271  40] ; [10  2],[270.56037152  40.43962848] ; [10.43962848  1.56037152],0
s3,1,0.704397,0.143938,[223  88] ; [8 4],[222.41795666  88.58204334] ; [8.58204334 3.41795666],0
v3,1,0.709565,0.138712,[153 146] ; [5 6],[152.39354839 146.60645161] ; [5.60645161 5.39354839],0
a3,1,0.7146,0.133726,[250  65] ; [9 3],[249.49541284  65.50458716] ; [9.50458716 2.49541284],0
d2,1,0.83986,0.040834,[175 141] ; [7 5],[175.34146341 140.65853659] ; [6.65853659 5.34146341],0
r1,1,0.850267,0.035637,[267  46] ; [10  2],[266.77230769  46.22769231] ; [10.22769231  1.77230769],0
u2,1,0.925123,0.008833,[45 20] ; [2 1],[44.92647059 20.07352941] ; [2.07352941 0.92647059],0
n4,1,0.944991,0.004761,[264  50] ; [10  2],[263.91411043  50.08588957] ; [10.08588957  1.91411043],0
s7,1,0.957926,0.002783,[227  73] ; [9 3],[226.92307692  73.07692308] ; [9.07692308 2.92307692],0
b5,1,0.970931,0.001328,[186 130] ; [7 5],[185.93902439 130.06097561] ; [7.06097561 4.93902439],0
a6,1,0.981774,0.000522,[209 106] ; [8 4],[209.03669725 105.96330275] ; [7.96330275 4.03669725],0
