Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000381,12.623315,[7 2] ; [ 5 26],[2.7 6.3] ; [ 9.3 21.7],1
p3,1,0.00458,8.038232,[7 2] ; [ 8 23],[3.375 5.625] ; [11.625 19.375],0
s3,1,0.004737,7.977291,[8 1] ; [11 20],[4.275 4.725] ; [14.725 16.275],0
s6,1,0.005586,7.679183,[6 1] ; [ 9 22],[2.76315789 4.23684211] ; [12.23684211 18.76315789],0
a2,1,0.008038,7.02509,[3 6] ; [ 1 30],[0.9 8.1] ; [ 3.1 27.9],0
p4,1,0.012923,6.179579,[6 3] ; [ 7 24],[2.925 6.075] ; [10.075 20.925],0
p2,1,0.024753,5.041092,[7 2] ; [11 20],[4.05 4.95] ; [13.95 17.05],0
v2,1,0.024753,5.041092,[7 2] ; [11 20],[4.05 4.95] ; [13.95 17.05],0
s2,1,0.032259,4.584668,[5 4] ; [ 6 25],[2.475 6.525] ; [ 8.525 22.475],0
s5,1,0.048792,3.882503,[4 4] ; [ 5 25],[1.89473684 6.10526316] ; [ 7.10526316 22.89473684],0
p9,1,0.05833,3.584229,[7 2] ; [13 18],[4.5 4.5] ; [15.5 15.5],0
u3,1,0.064458,3.418803,[2 1] ; [ 2 11],[0.75 2.25] ; [3.25 9.75],0
s8,1,0.080175,3.061354,[3 6] ; [ 3 28],[1.35 7.65] ; [ 4.65 26.35],0
a5,1,0.084532,2.975539,[7 2] ; [14 17],[4.725 4.275] ; [16.275 14.725],0
a6,1,0.084532,2.975539,[7 2] ; [14 17],[4.725 4.275] ; [16.275 14.725],0
v1,1,0.093452,2.813875,[5 4] ; [ 8 23],[2.925 6.075] ; [10.075 20.925],0
b5,1,0.095726,2.775349,[6 3] ; [11 20],[3.825 5.175] ; [13.175 17.825],0
p10,1,0.095726,2.775349,[6 3] ; [11 20],[3.825 5.175] ; [13.175 17.825],0
d2,1,0.100582,2.696296,[7 2] ; [14 16],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
s7,1,0.156526,2.007475,[4 4] ; [ 7 22],[2.37837838 5.62162162] ; [ 8.62162162 20.37837838],0
b1,1,0.162156,1.954001,[7 2] ; [16 15],[5.175 3.825] ; [17.825 13.175],0
r4,1,0.190891,1.710728,[6 3] ; [13 18],[4.275 4.725] ; [14.725 16.275],0
n6,1,0.292425,1.108421,[6 3] ; [14 16],[4.61538462 4.38461538] ; [15.38461538 14.61538462],0
p5,1,0.33931,0.913035,[1 8] ; [ 1 30],[0.45 8.55] ; [ 1.55 29.45],0
n4,1,0.361282,0.833432,[7 2] ; [19 12],[5.85 3.15] ; [20.15 10.85],0
b4,1,0.368126,0.809981,[4 5] ; [19 12],[5.175 3.825] ; [17.825 13.175],0
a4,1,0.420113,0.65,[4 5] ; [ 9 21],[3. 6.] ; [10. 20.],0
n3,1,0.437558,0.602679,[2 1] ; [5 7],[1.4 1.6] ; [5.6 6.4],0
d3,1,0.469654,0.522791,[4 5] ; [18 13],[4.95 4.05] ; [17.05 13.95],0
n1,1,0.521839,0.410256,[1 2] ; [7 6],[1.5 1.5] ; [6.5 6.5],0
p11,1,0.527447,0.399307,[3 6] ; [14 17],[3.825 5.175] ; [13.175 17.825],0
p8,1,0.546788,0.363103,[3 6] ; [ 7 23],[2.30769231 6.69230769] ; [ 7.69230769 22.30769231],0
d4,1,0.563005,0.334528,[7 2] ; [21 10],[6.3 2.7] ; [21.7  9.3],0
d1,1,0.582513,0.302189,[5 4] ; [14 17],[4.275 4.725] ; [14.725 16.275],0
a3,1,0.642835,0.215054,[6 3] ; [18 13],[5.4 3.6] ; [18.6 12.4],0
d5,1,0.656178,0.1982,[6 3] ; [23  8],[6.525 2.475] ; [22.475  8.525],0
a8,1,0.660768,0.192593,[1 8] ; [ 2 28],[0.69230769 8.30769231] ; [ 2.30769231 27.69230769],0
s4,1,0.671918,0.179367,[2 7] ; [ 5 26],[1.575 7.425] ; [ 5.425 25.575],0
u2,1,0.711531,0.136752,[1 2] ; [ 3 10],[0.75 2.25] ; [3.25 9.75],0
n5,1,0.769297,0.086022,[6 3] ; [19 12],[5.625 3.375] ; [19.375 11.625],0
a7,1,0.834828,0.043478,[5 4] ; [16 15],[4.725 4.275] ; [16.275 14.725],0
r1,1,0.834828,0.043478,[5 4] ; [16 15],[4.725 4.275] ; [16.275 14.725],0
p1,1,0.886201,0.020481,[1 8] ; [ 4 27],[1.125 7.875] ; [ 3.875 27.125],0
s1,1,0.899563,0.01593,[1 8] ; [ 3 28],[0.9 8.1] ; [ 3.1 27.9],0
v3,1,0.962853,0.002169,[2 6] ; [ 8 23],[2.05128205 5.94871795] ; [ 7.94871795 23.05128205],0
b2,1,0.972542,0.001185,[3 4] ; [ 8 11],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
b3,1,0.972542,0.001185,[3 4] ; [ 8 11],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
