Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,4e-06,21.127154,[4 4] ; [64  2],[7.35135135 0.64864865] ; [60.64864865  5.35135135],1
r3,1,0.001609,9.949927,[6 2] ; [64  1],[7.67123288 0.32876712] ; [62.32876712  2.67123288],0
a5,1,0.004483,8.076933,[2 6] ; [49 17],[5.51351351 2.48648649] ; [45.48648649 20.51351351],0
p9,1,0.004911,7.912088,[5 3] ; [60  4],[7.22222222 0.77777778] ; [57.77777778  6.22222222],0
v4,1,0.009452,6.735281,[6 2] ; [64  2],[7.56756757 0.43243243] ; [62.43243243  3.56756757],0
s3,1,0.025506,4.989182,[3 5] ; [49 16],[5.69863014 2.30136986] ; [46.30136986 18.69863014],0
a6,1,0.035549,4.418595,[2 6] ; [42 24],[4.75675676 3.24324324] ; [39.24324324 26.75675676],0
s5,1,0.046533,3.962179,[1 5] ; [36 25],[3.31343284 2.68656716] ; [33.68656716 27.31343284],0
v3,1,0.049354,3.863284,[1 7] ; [31 32],[3.6056338 4.3943662] ; [28.3943662 34.6056338],0
d5,1,0.056699,3.631401,[5 3] ; [58  8],[6.81081081 1.18918919] ; [56.18918919  9.81081081],0
v1,1,0.059751,3.544284,[2 6] ; [39 26],[4.49315068 3.50684932] ; [36.50684932 28.49315068],0
n6,1,0.060178,3.532464,[5 3] ; [57  8],[6.79452055 1.20547945] ; [55.20547945  9.79452055],0
s6,1,0.067818,3.335062,[5 3] ; [55  8],[6.76056338 1.23943662] ; [53.23943662  9.76056338],0
s1,1,0.073098,3.21204,[1 7] ; [ 1 64],[0.21917808 7.78082192] ; [ 1.78082192 63.21917808],0
b1,1,0.086025,2.947225,[5 3] ; [21 45],[2.81081081 5.18918919] ; [23.18918919 42.81081081],0
s8,1,0.13427,2.242424,[2 6] ; [35 31],[4. 4.] ; [33. 33.],0
b3,1,0.144321,2.13127,[2 2] ; [ 6 27],[0.86486486 3.13513514] ; [ 7.13513514 25.86486486],0
b2,1,0.144321,2.13127,[2 2] ; [ 6 27],[0.86486486 3.13513514] ; [ 7.13513514 25.86486486],0
a3,1,0.150902,2.063111,[4 4] ; [49 17],[5.72972973 2.27027027] ; [47.27027027 18.72972973],0
p2,1,0.150902,2.063111,[4 4] ; [49 17],[5.72972973 2.27027027] ; [47.27027027 18.72972973],0
s2,1,0.194445,1.683614,[4 4] ; [47 18],[5.5890411 2.4109589] ; [45.4109589 19.5890411],0
a1,1,0.199645,1.644971,[1 7] ; [ 2 64],[0.32432432 7.67567568] ; [ 2.67567568 63.32432432],0
s7,1,0.204894,1.607143,[3 5] ; [39 25],[4.66666667 3.33333333] ; [37.33333333 26.66666667],0
p4,1,0.210949,1.564903,[3 5] ; [40 26],[4.64864865 3.35135135] ; [38.35135135 27.64864865],0
d3,1,0.248013,1.33446,[5 3] ; [53 13],[6.27027027 1.72972973] ; [51.72972973 14.27027027],0
p10,1,0.335115,0.929032,[6 2] ; [56  8],[6.88888889 1.11111111] ; [55.11111111  8.88888889],0
d1,1,0.400498,0.706832,[4 4] ; [43 23],[5.08108108 2.91891892] ; [41.91891892 24.08108108],0
b4,1,0.400498,0.706832,[4 4] ; [43 23],[5.08108108 2.91891892] ; [41.91891892 24.08108108],0
a7,1,0.409142,0.681292,[7 1] ; [49 17],[6.05405405 1.94594595] ; [49.94594595 16.05405405],0
a4,1,0.454016,0.560606,[3 5] ; [34 32],[4. 4.] ; [33. 33.],0
u2,1,0.548893,0.359304,[1 3] ; [ 7 10],[1.52380952 2.47619048] ; [ 6.47619048 10.52380952],0
d2,1,0.611752,0.257631,[5 3] ; [35 31],[4.32432432 3.67567568] ; [35.67567568 30.32432432],0
p11,1,0.677872,0.172531,[5 3] ; [46 20],[5.51351351 2.48648649] ; [45.48648649 20.51351351],0
p7,1,0.720752,0.127773,[5 3] ; [44 20],[5.44444444 2.55555556] ; [43.55555556 20.44444444],0
p6,1,0.736422,0.113297,[3 5] ; [28 36],[3.44444444 4.55555556] ; [27.55555556 36.44444444],0
n5,1,0.745777,0.105114,[5 3] ; [45 21],[5.40540541 2.59459459] ; [44.59459459 21.40540541],0
n4,1,0.745777,0.105114,[5 3] ; [45 21],[5.40540541 2.59459459] ; [44.59459459 21.40540541],0
u3,1,0.748328,0.102941,[2 2] ; [10  7],[2.28571429 1.71428571] ; [9.71428571 7.28571429],0
n3,1,0.770335,0.085227,[3 1] ; [9 2],[3.2 0.8] ; [8.8 2.2],0
n1,1,0.770335,0.085227,[1 3] ; [2 9],[0.8 3.2] ; [2.2 8.8],0
p8,1,0.810767,0.05733,[3 4] ; [30 33],[3.3 3.7] ; [29.7 33.3],0
d4,1,0.870579,0.026544,[7 1] ; [59  7],[7.13513514 0.86486486] ; [58.86486486  7.13513514],0
n2,1,0.929859,0.007748,[3 1] ; [8 3],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
b5,1,0.983355,0.000435,[5 3] ; [41 25],[4.97297297 3.02702703] ; [41.02702703 24.97297297],0
p3,1,1.0,0.0,[4 4] ; [33 33],[4. 4.] ; [33. 33.],0
