Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.501944,[34 16] ; [36 88],[20.11494253 29.88505747] ; [49.88505747 74.11494253],1
p7,1,0.00093,10.961137,[36 14] ; [53 67],[26.17647059 23.82352941] ; [62.82352941 57.17647059],1
s7,1,0.002586,9.078613,[19 28] ; [22 99],[11.4702381 35.5297619] ; [29.5297619 91.4702381],0
v1,1,0.008726,6.878061,[25 22] ; [39 85],[17.59064327 29.40935673] ; [46.40935673 77.59064327],0
p1,1,0.008923,6.838164,[ 4 45] ; [  1 124],[ 1.40804598 47.59195402] ; [  3.59195402 121.40804598],0
p8,1,0.010763,6.504007,[28 22] ; [43 80],[20.52023121 29.47976879] ; [50.47976879 72.52023121],0
s8,1,0.01852,5.546286,[17 33] ; [ 22 103],[11.14285714 38.85714286] ; [27.85714286 97.14285714],0
a5,1,0.027839,4.837993,[32 18] ; [57 68],[25.42857143 24.57142857] ; [63.57142857 61.42857143],0
a7,1,0.037406,4.331841,[41  9] ; [82 42],[35.34482759 14.65517241] ; [87.65517241 36.34482759],0
p2,1,0.058458,3.580602,[40  9] ; [84 41],[34.91954023 14.08045977] ; [89.08045977 35.91954023],0
r4,1,0.062942,3.45812,[42  8] ; [88 37],[37.14285714 12.85714286] ; [92.85714286 32.14285714],0
s6,1,0.065321,3.396861,[27 23] ; [48 76],[21.55172414 28.44827586] ; [53.44827586 70.55172414],0
p5,1,0.092432,2.831503,[ 4 46] ; [  3 120],[ 2.02312139 47.97687861] ; [  4.97687861 118.02312139],0
p9,1,0.151552,2.056561,[38 11] ; [81 41],[34.0994152 14.9005848] ; [84.9005848 37.0994152],0
d5,1,0.161741,1.957873,[37 13] ; [78 46],[33.04597701 16.95402299] ; [81.95402299 42.04597701],0
r2,1,0.170904,1.875,[45  5] ; [102  23],[42.  8.] ; [105.  20.],0
u3,1,0.185808,1.750548,[13  5] ; [30 25],[10.60273973  7.39726027] ; [32.39726027 22.60273973],0
b5,1,0.196895,1.665259,[28 22] ; [83 42],[31.71428571 18.28571429] ; [79.28571429 45.71428571],0
p6,1,0.228286,1.451507,[12 36] ; [ 21 103],[ 9.20930233 38.79069767] ; [ 23.79069767 100.20930233],0
a3,1,0.24633,1.344,[32 18] ; [68 57],[28.57142857 21.42857143] ; [71.42857143 53.57142857],0
n6,1,0.28725,1.132465,[33 17] ; [71 53],[29.88505747 20.11494253] ; [74.11494253 49.88505747],0
u1,1,0.298124,1.082566,[ 5 45] ; [  7 118],[ 3.42857143 46.57142857] ; [  8.57142857 116.42857143],0
n2,1,0.314444,1.011916,[8 2] ; [35 20],[6.61538462 3.38461538] ; [36.38461538 18.61538462],0
n3,1,0.331544,0.942857,[8 2] ; [36 20],[6.66666667 3.33333333] ; [37.33333333 18.66666667],0
n1,1,0.334589,0.931054,[1 9] ; [13 42],[2.15384615 7.84615385] ; [11.84615385 43.15384615],0
d3,1,0.384573,0.756032,[29 21] ; [80 43],[31.50289017 18.49710983] ; [77.49710983 45.50289017],0
r1,1,0.45,0.570652,[35 15] ; [80 45],[32.85714286 17.14285714] ; [82.14285714 42.85714286],0
n5,1,0.48343,0.491116,[21 28] ; [46 78],[18.97687861 30.02312139] ; [48.02312139 75.97687861],0
s4,1,0.485366,0.486782,[ 7 43] ; [ 23 102],[ 8.57142857 41.42857143] ; [ 21.42857143 103.57142857],0
v2,1,0.487657,0.481691,[21 23] ; [50 70],[19.04878049 24.95121951] ; [51.95121951 68.04878049],0
a2,1,0.498908,0.457258,[ 7 43] ; [ 13 112],[ 5.71428571 44.28571429] ; [ 14.28571429 110.71428571],0
b2,1,0.500045,0.454841,[ 8 19] ; [13 44],[ 6.75 20.25] ; [14.25 42.75],0
b3,1,0.500045,0.454841,[ 8 19] ; [13 44],[ 6.75 20.25] ; [14.25 42.75],0
r3,1,0.571778,0.319717,[44  6] ; [105  19],[42.81609195  7.18390805] ; [106.18390805  17.81609195],0
u2,1,0.578818,0.308149,[11  6] ; [32 24],[10.01369863  6.98630137] ; [32.98630137 23.01369863],0
v3,1,0.588667,0.292431,[ 9 36] ; [29 92],[10.30120482 34.69879518] ; [27.69879518 93.30120482],0
p10,1,0.597017,0.279519,[32 17] ; [75 48],[30.48255814 18.51744186] ; [76.51744186 46.48255814],0
d1,1,0.623833,0.240517,[18 32] ; [50 75],[19.42857143 30.57142857] ; [48.57142857 76.42857143],0
b1,1,0.627127,0.235976,[22 28] ; [50 75],[20.57142857 29.42857143] ; [51.42857143 73.57142857],0
a6,1,0.694007,0.154782,[32 18] ; [76 49],[30.85714286 19.14285714] ; [77.14285714 47.85714286],0
b4,1,0.736042,0.113636,[27 23] ; [71 54],[28. 22.] ; [70. 55.],0
p11,1,0.767286,0.087573,[32 18] ; [77 48],[31.14285714 18.85714286] ; [77.85714286 47.14285714],0
a8,1,0.825072,0.048853,[ 3 41] ; [  7 112],[ 2.6993865 41.3006135] ; [  7.3006135 111.6993865],0
d2,1,0.836003,0.042853,[16 34] ; [38 87],[15.42857143 34.57142857] ; [38.57142857 86.42857143],0
a1,1,0.853888,0.033915,[ 1 49] ; [  2 123],[ 0.85714286 49.14285714] ; [  2.14285714 122.85714286],0
