Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.894257,[54 40] ; [13 50],[40.11464968 53.88535032] ; [26.88535032 36.11464968],1
r3,1,0.000613,11.736296,[91  1] ; [56 10],[85.59493671  6.40506329] ; [61.40506329  4.59493671],1
r1,1,0.001611,9.947421,[84  8] ; [47 18],[76.76433121 15.23566879] ; [54.23566879 10.76433121],0
a5,1,0.00168,9.869911,[80 14] ; [42 24],[71.675 22.325] ; [50.325 15.675],0
d5,1,0.003349,8.607077,[84 10] ; [47 19],[76.9625 17.0375] ; [54.0375 11.9625],0
v1,1,0.00733,7.190193,[56 36] ; [25 39],[47.76923077 44.23076923] ; [33.23076923 30.76923077],0
d1,1,0.007425,7.167271,[64 30] ; [31 35],[55.8125 38.1875] ; [39.1875 26.8125],0
p11,1,0.009129,6.79741,[77 17] ; [42 24],[69.9125 24.0875] ; [49.0875 16.9125],0
p7,1,0.017659,5.629618,[60 32] ; [29 34],[52.82580645 39.17419355] ; [36.17419355 26.82580645],0
p8,1,0.052243,3.767979,[45 46] ; [22 43],[39.08333333 51.91666667] ; [27.91666667 37.08333333],0
r2,1,0.052533,3.758709,[89  2] ; [60  6],[86.36305732  4.63694268] ; [62.63694268  3.36305732],0
s7,1,0.088425,2.902824,[56 35] ; [29 32],[50.88815789 40.11184211] ; [34.11184211 26.88815789],0
a3,1,0.118014,2.443486,[74 20] ; [44 21],[69.76100629 24.23899371] ; [48.23899371 16.76100629],0
s4,1,0.127076,2.327868,[16 77] ; [18 48],[19.88679245 73.11320755] ; [14.11320755 51.88679245],0
p10,1,0.13316,2.255276,[78 16] ; [46 17],[74.24203822 19.75796178] ; [49.75796178 13.24203822],0
p3,1,0.144989,2.124199,[48 46] ; [26 40],[43.475 50.525] ; [30.525 35.475],0
n5,1,0.154882,2.023496,[70 21] ; [44 22],[66.07643312 24.92356688] ; [47.92356688 18.07643312],0
u1,1,0.164946,1.928284,[21 73] ; [ 9 57],[17.625 76.375] ; [12.375 53.625],0
a2,1,0.165487,1.923355,[26 68] ; [12 54],[22.325 71.675] ; [15.675 50.325],0
d4,1,0.181276,1.787132,[83 10] ; [54 12],[80.13207547 12.86792453] ; [56.86792453  9.13207547],0
p9,1,0.19648,1.668346,[81 12] ; [50 13],[78.09615385 14.90384615] ; [52.90384615 10.09615385],0
n4,1,0.211587,1.560533,[70 23] ; [43 22],[66.51265823 26.48734177] ; [46.48734177 18.51265823],0
v4,1,0.219782,1.505792,[88  3] ; [60  5],[86.33333333  4.66666667] ; [61.66666667  3.33333333],0
p4,1,0.226938,1.459948,[52 41] ; [30 35],[48.26582278 44.73417722] ; [33.73417722 31.26582278],0
s8,1,0.234292,1.414612,[49 44] ; [28 37],[45.32278481 47.67721519] ; [31.67721519 33.32278481],0
b4,1,0.265046,1.242209,[53 41] ; [43 23],[56.4 37.6] ; [39.6 26.4],0
u2,1,0.288776,1.12532,[ 6 12] ; [11 11],[ 7.65 10.35] ; [ 9.35 12.65],0
p1,1,0.306426,1.046018,[ 6 88] ; [ 7 57],[ 7.73417722 86.26582278] ; [ 5.26582278 58.73417722],0
a4,1,0.315603,1.007082,[46 48] ; [27 39],[42.8875 51.1125] ; [30.1125 35.8875],0
r4,1,0.395451,0.722115,[84 10] ; [56 10],[82.25 11.75] ; [57.75  8.25],0
n6,1,0.414585,0.665615,[80 11] ; [55 11],[78.24840764 12.75159236] ; [56.75159236  9.24840764],0
b1,1,0.455447,0.55706,[33 61] ; [27 39],[35.25 58.75] ; [24.75 41.25],0
s2,1,0.473054,0.514833,[61 32] ; [39 26],[58.86075949 34.13924051] ; [41.13924051 23.86075949],0
a6,1,0.488195,0.480503,[62 32] ; [40 26],[59.925 34.075] ; [42.075 23.925],0
p2,1,0.510602,0.432833,[79 15] ; [52 13],[77.44654088 16.55345912] ; [53.55345912 11.44654088],0
d3,1,0.617905,0.248823,[62 32] ; [41 25],[60.5125 33.4875] ; [42.4875 23.5125],0
a7,1,0.627334,0.235694,[64 29] ; [43 23],[62.58490566 30.41509434] ; [44.41509434 21.58490566],0
a1,1,0.657202,0.19694,[ 3 91] ; [ 3 63],[ 3.525 90.475] ; [ 2.475 63.525],0
b5,1,0.664186,0.188479,[48 46] ; [36 30],[49.35 44.65] ; [34.65 31.35],0
n1,1,0.6658,0.186555,[ 8 12] ; [8 9],[ 8.64864865 11.35135135] ; [7.35135135 9.64864865],0
