Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,110.85304,[143  21] ; [23 78],[102.73207547  61.26792453] ; [63.26792453 37.73207547],1
s6,1,0.0,49.923273,[150  14] ; [52 45],[126.92720307  37.07279693] ; [75.07279693 21.92720307],1
s7,1,0.0,41.936557,[126  34] ; [37 59],[101.875  58.125] ; [61.125 34.875],1
s5,1,1e-06,24.182309,[90 68] ; [25 73],[70.9765625 87.0234375] ; [44.0234375 53.9765625],1
s8,1,1e-06,23.444816,[113  51] ; [39 62],[94.06792453 69.93207547] ; [57.93207547 43.06792453],1
p12,1,0.020151,5.398808,[ 28 137] ; [ 7 93],[ 21.79245283 143.20754717] ; [13.20754717 86.79245283],0
d2,1,0.020297,5.386145,[101  63] ; [48 54],[91.86466165 72.13533835] ; [57.13533835 44.86466165],0
n5,1,0.021061,5.321715,[142  22] ; [77 25],[135.02255639  28.97744361] ; [83.97744361 18.02255639],0
a3,1,0.037846,4.31192,[132  32] ; [70 31],[125.01132075  38.98867925] ; [76.98867925 24.01132075],0
a4,1,0.04495,4.020527,[96 69] ; [46 55],[88.08270677 76.91729323] ; [53.91729323 47.08270677],0
d4,1,0.052906,3.74687,[145  18] ; [82 20],[139.62641509  23.37358491] ; [87.37358491 14.62641509],0
d1,1,0.061438,3.498128,[117  48] ; [61 41],[110.  55.] ; [68. 34.],0
n1,1,0.062789,3.462138,[14 12] ; [ 6 16],[10.83333333 15.16666667] ; [ 9.16666667 12.83333333],0
s1,1,0.065098,3.402487,[  9 156] ; [ 1 99],[  6.22641509 158.77358491] ; [ 3.77358491 96.22641509],0
s4,1,0.081761,3.029547,[ 38 122] ; [15 86],[ 32.49042146 127.50957854] ; [20.50957854 80.49042146],0
u1,1,0.083973,2.986283,[ 48 117] ; [20 82],[ 42.02247191 122.97752809] ; [25.97752809 76.02247191],0
n2,1,0.094429,2.797203,[22  4] ; [14  8],[19.5  6.5] ; [16.5  5.5],0
a2,1,0.126206,2.33856,[ 55 110] ; [25 77],[ 49.43820225 115.56179775] ; [30.56179775 71.43820225],0
p5,1,0.146614,2.107127,[ 38 127] ; [16 86],[ 33.37078652 131.62921348] ; [20.62921348 81.37078652],0
d3,1,0.154548,2.026778,[127  37] ; [71 31],[122.07518797  41.92481203] ; [75.92481203 26.07518797],0
p10,1,0.15574,2.015107,[147  18] ; [83 17],[143.20754717  21.79245283] ; [86.79245283 13.20754717],0
b4,1,0.15754,1.997686,[89 76] ; [64 38],[94.5505618 70.4494382] ; [58.4494382 43.5505618],0
b2,1,0.181135,1.788289,[52 50] ; [28 41],[47.71929825 54.28070175] ; [32.28070175 36.71929825],0
b3,1,0.181135,1.788289,[52 50] ; [28 41],[47.71929825 54.28070175] ; [32.28070175 36.71929825],0
a8,1,0.224497,1.475393,[ 27 127] ; [10 76],[ 23.74166667 130.25833333] ; [13.25833333 72.74166667],0
r2,1,0.293421,1.103856,[161   3] ; [97  4],[159.66792453   4.33207547] ; [98.33207547  2.66792453],0
r4,1,0.295951,1.092351,[162   3] ; [98  4],[160.6741573   4.3258427] ; [99.3258427  2.6741573],0
v4,1,0.295951,1.092351,[162   3] ; [98  4],[160.6741573   4.3258427] ; [99.3258427  2.6741573],0
