Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.405639,[10 54] ; [22  4],[22.75555556 41.24444444] ; [ 9.24444444 16.75555556],1
s6,1,0.0,27.802905,[ 9 57] ; [18  8],[19.36956522 46.63043478] ; [ 7.63043478 18.36956522],1
s7,1,1.7e-05,18.450749,[ 9 53] ; [15 10],[17.10344828 44.89655172] ; [ 6.89655172 18.10344828],1
p7,1,0.000576,11.853448,[15 49] ; [15  9],[21.81818182 42.18181818] ; [ 8.18181818 15.81818182],1
s8,1,0.001149,10.570216,[ 5 61] ; [ 9 17],[10.04347826 55.95652174] ; [ 3.95652174 22.04347826],0
r3,1,0.003396,8.581332,[27 38] ; [19  6],[33.22222222 31.77777778] ; [12.77777778 12.22222222],0
p2,1,0.005099,7.84387,[28 37] ; [19  6],[33.94444444 31.05555556] ; [13.05555556 11.94444444],0
s4,1,0.0052,7.808448,[10 56] ; [11 15],[15.06521739 50.93478261] ; [ 5.93478261 20.06521739],0
p6,1,0.007746,7.091366,[ 7 57] ; [ 9 17],[11.37777778 52.62222222] ; [ 4.62222222 21.37777778],0
p10,1,0.007796,7.079658,[26 38] ; [18  7],[31.64044944 32.35955056] ; [12.35955056 12.64044944],0
p9,1,0.01119,6.434881,[25 38] ; [18  8],[30.43820225 32.56179775] ; [12.56179775 13.43820225],0
a6,1,0.014409,5.987323,[27 39] ; [18  8],[32.2826087 33.7173913] ; [12.7173913 13.2826087],0
n2,1,0.014806,5.939394,[13 20] ; [9 2],[16.5 16.5] ; [5.5 5.5],0
b1,1,0.023597,5.123978,[35 31] ; [ 7 19],[30.13043478 35.86956522] ; [11.86956522 14.13043478],0
p3,1,0.024917,5.029631,[11 55] ; [10 16],[15.06521739 50.93478261] ; [ 5.93478261 20.06521739],0
p11,1,0.034336,4.477908,[27 39] ; [17  9],[31.56521739 34.43478261] ; [12.43478261 13.56521739],0
p8,1,0.049816,3.847633,[15 50] ; [11 14],[18.77777778 46.22222222] ; [ 7.22222222 17.77777778],0
s5,1,0.070251,3.277155,[ 7 59] ; [ 6 17],[ 9.64044944 56.35955056] ; [ 3.35955056 19.64044944],0
v2,1,0.083328,2.998758,[14 50] ; [10 15],[17.25842697 46.74157303] ; [ 6.74157303 18.25842697],0
d3,1,0.084277,2.980426,[27 38] ; [16 10],[30.71428571 34.28571429] ; [12.28571429 13.71428571],0
r2,1,0.092111,2.83709,[32 31] ; [17  7],[35.48275862 27.51724138] ; [13.51724138 10.48275862],0
p4,1,0.123849,2.367957,[19 46] ; [12 14],[22.14285714 42.85714286] ; [ 8.85714286 17.14285714],0
u3,1,0.170022,1.882748,[ 7 26] ; [5 7],[ 8.8 24.2] ; [3.2 8.8],0
a7,1,0.184817,1.758454,[30 35] ; [16 10],[32.85714286 32.14285714] ; [13.14285714 12.85714286],0
b5,1,0.208141,1.58431,[31 35] ; [16 10],[33.7173913 32.2826087] ; [13.2826087 12.7173913],0
v3,1,0.234288,1.414636,[ 9 57] ; [ 6 19],[10.87912088 55.12087912] ; [ 4.12087912 20.87912088],0
n1,1,0.262193,1.257143,[12 21] ; [2 9],[10.5 22.5] ; [3.5 7.5],0
b4,1,0.287697,1.130368,[41 25] ; [13 13],[38.73913043 27.26086957] ; [15.26086957 10.73913043],0
a1,1,0.300148,1.073538,[ 7 59] ; [ 1 25],[ 5.73913043 60.26086957] ; [ 2.26086957 23.73913043],0
u1,1,0.32349,0.974783,[ 2 64] ; [ 2 24],[ 2.86956522 63.13043478] ; [ 1.13043478 24.86956522],0
v4,1,0.365835,0.817765,[37 29] ; [16  8],[38.86666667 27.13333333] ; [14.13333333  9.86666667],0
n6,1,0.458579,0.549362,[36 29] ; [16  9],[37.55555556 27.44444444] ; [14.44444444 10.55555556],0
b3,1,0.487533,0.481967,[15 26] ; [ 4 11],[13.91071429 27.08928571] ; [5.08928571 9.91071429],0
b2,1,0.487533,0.481967,[15 26] ; [ 4 11],[13.91071429 27.08928571] ; [5.08928571 9.91071429],0
s1,1,0.548844,0.359392,[ 3 63] ; [ 2 24],[ 3.58695652 62.41304348] ; [ 1.41304348 24.58695652],0
d5,1,0.577564,0.31019,[39 27] ; [17  9],[40.17391304 25.82608696] ; [15.82608696 10.17391304],0
a4,1,0.615126,0.252778,[21 44] ; [ 7 19],[20. 45.] ; [ 8. 18.],0
d4,1,0.633384,0.2275,[39 26] ; [17  9],[40. 25.] ; [16. 10.],0
u2,1,0.67096,0.180481,[13 21] ; [5 6],[13.6 20.4] ; [4.4 6.6],0
a3,1,0.690763,0.158261,[32 33] ; [14 12],[32.85714286 32.14285714] ; [13.14285714 12.85714286],0
p1,1,0.710099,0.138178,[ 7 59] ; [ 2 23],[ 6.52747253 59.47252747] ; [ 2.47252747 22.52747253],0
n4,1,0.728155,0.120812,[38 28] ; [16 10],[38.73913043 27.26086957] ; [15.26086957 10.73913043],0
d1,1,0.74492,0.105849,[23 43] ; [10 16],[23.67391304 42.32608696] ; [ 9.32608696 16.67391304],0
a5,1,0.793326,0.068641,[31 35] ; [13 13],[31.56521739 34.43478261] ; [12.43478261 13.56521739],0
a8,1,0.826901,0.04782,[ 4 56] ; [ 2 23],[ 4.23529412 55.76470588] ; [ 1.76470588 23.23529412],0
a2,1,0.830259,0.045954,[ 6 60] ; [ 2 24],[ 5.73913043 60.26086957] ; [ 2.26086957 23.73913043],0
d2,1,0.849396,0.036058,[26 38] ; [10 16],[25.6 38.4] ; [10.4 15.6],0
r1,1,0.858043,0.031993,[19 47] ; [ 7 19],[18.65217391 47.34782609] ; [ 7.34782609 18.65217391],0
n3,1,0.92177,0.009644,[14 18] ; [5 6],[14.13953488 17.86046512] ; [4.86046512 6.13953488],0
n5,1,0.956436,0.002984,[42 23] ; [16  9],[41.88888889 23.11111111] ; [16.11111111  8.88888889],0
