Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.998425,[144  28] ; [11 21],[130.68627451  41.31372549] ; [24.31372549  7.68627451],1
n5,1,1e-06,23.918605,[140  32] ; [13 19],[129.  43.] ; [24.  8.],1
a4,1,0.006272,7.470559,[83 90] ; [ 7 25],[75.95121951 97.04878049] ; [14.04878049 17.95121951],0
r4,1,0.011902,6.325434,[160  13] ; [25  7],[156.12195122  16.87804878] ; [28.87804878  3.12195122],0
a5,1,0.012326,6.263322,[138  35] ; [19 13],[132.49268293  40.50731707] ; [24.50731707  7.49268293],0
b1,1,0.025168,5.012257,[ 66 107] ; [19 13],[ 71.73170732 101.26829268] ; [13.26829268 18.73170732],0
p6,1,0.041346,4.161797,[87 84] ; [10 22],[81.70935961 89.29064039] ; [15.29064039 16.70935961],0
r1,1,0.047703,3.920408,[143  28] ; [22 10],[138.99014778  32.00985222] ; [26.00985222  5.99014778],0
a3,1,0.060127,3.53389,[135  38] ; [20 12],[130.80487805  42.19512195] ; [24.19512195  7.80487805],0
u3,1,0.06028,3.529657,[24 14] ; [11  1],[26.6 11.4] ; [8.4 3.6],0
p9,1,0.071431,3.249834,[158  15] ; [25  6],[155.19117647  17.80882353] ; [27.80882353  3.19117647],0
p10,1,0.079342,3.078327,[152  19] ; [24  7],[148.99009901  22.00990099] ; [27.00990099  3.99009901],0
u2,1,0.080734,3.05007,[21 17] ; [10  2],[23.56 14.44] ; [7.44 4.56],0
s7,1,0.093173,2.818672,[125  42] ; [18 12],[121.22335025  45.77664975] ; [21.77664975  8.22335025],0
d2,1,0.141591,2.160582,[100  73] ; [14 18],[96.20487805 76.79512195] ; [17.79512195 14.20487805],0
u1,1,0.142359,2.152276,[ 42 131] ; [ 4 28],[ 38.8195122 134.1804878] ; [ 7.1804878 24.8195122],0
a6,1,0.172444,1.86157,[108  65] ; [24  8],[111.39512195  61.60487805] ; [20.60487805 11.39512195],0
a2,1,0.187497,1.737178,[ 46 127] ; [ 5 27],[ 43.03902439 129.96097561] ; [ 7.96097561 24.03902439],0
p4,1,0.196154,1.670779,[117  55] ; [18 14],[113.82352941  58.17647059] ; [21.17647059 10.82352941],0
d4,1,0.211003,1.564532,[141  32] ; [23  9],[138.4  34.6] ; [25.6  6.4],0
p3,1,0.297839,1.083846,[93 80] ; [14 18],[90.29756098 82.70243902] ; [16.70243902 15.29756098],0
n2,1,0.308358,1.037694,[27 14] ; [9 2],[28.38461538 12.61538462] ; [7.61538462 3.38461538],0
p5,1,0.323229,0.975837,[ 21 150] ; [ 2 30],[ 19.37438424 151.62561576] ; [ 3.62561576 28.37438424],0
p2,1,0.3404,0.908924,[146  26] ; [25  7],[144.17647059  27.82352941] ; [26.82352941  5.17647059],0
s3,1,0.364073,0.823796,[132  41] ; [22 10],[129.96097561  43.03902439] ; [24.03902439  7.96097561],0
d3,1,0.366734,0.814702,[110  63] ; [23  9],[112.23902439  60.76097561] ; [20.76097561 11.23902439],0
p8,1,0.408169,0.684127,[99 72] ; [16 16],[96.87192118 74.12807882] ; [18.12807882 13.87192118],0
b5,1,0.422281,0.643958,[106  67] ; [22 10],[108.0195122  64.9804878] ; [19.9804878 12.0195122],0
s4,1,0.426295,0.632895,[ 42 129] ; [10 22],[ 43.80295567 127.19704433] ; [ 8.19704433 23.80295567],0
v2,1,0.444279,0.585206,[72 96] ; [11 20],[70.07035176 97.92964824] ; [12.92964824 18.07035176],0
r2,1,0.534653,0.385541,[163   7] ; [28  2],[162.35   7.65] ; [28.65  1.35],0
n3,1,0.535405,0.384123,[30 11] ; [7 4],[29.17307692 11.82692308] ; [7.82692308 3.17307692],0
a8,1,0.547542,0.361738,[ 26 135] ; [ 6 23],[ 27.11578947 133.88421053] ; [ 4.88421053 24.11578947],0
b3,1,0.574069,0.315922,[48 66] ; [ 9 16],[46.74820144 67.25179856] ; [10.25179856 14.74820144],0
b2,1,0.574069,0.315922,[48 66] ; [ 9 16],[46.74820144 67.25179856] ; [10.25179856 14.74820144],0
r3,1,0.576181,0.312449,[166   7] ; [30  2],[165.40487805   7.59512195] ; [30.59512195  1.40487805],0
d1,1,0.593487,0.284932,[106  67] ; [18 14],[104.64390244  68.35609756] ; [19.35609756 12.64390244],0
a1,1,0.601276,0.273076,[  3 170] ; [ 1 31],[  3.37560976 169.62439024] ; [ 0.62439024 31.37560976],0
v1,1,0.647291,0.209333,[85 81] ; [14 16],[83.84693878 82.15306122] ; [15.15306122 14.84693878],0
p7,1,0.653381,0.201664,[116  54] ; [21  8],[117.03517588  52.96482412] ; [19.96482412  9.03517588],0
d5,1,0.654707,0.200018,[141  32] ; [25  7],[140.08780488  32.91219512] ; [25.91219512  6.08780488],0
b4,1,0.712244,0.136046,[98 75] ; [17 15],[97.04878049 75.95121951] ; [17.95121951 14.04878049],0
n1,1,0.728255,0.12072,[18 23] ; [5 5],[18.49019608 22.50980392] ; [4.50980392 5.49019608],0
p1,1,0.816392,0.053911,[ 14 158] ; [ 3 29],[ 14.33333333 157.66666667] ; [ 2.66666667 29.33333333],0
s2,1,0.892704,0.018194,[121  52] ; [22 10],[120.67804878  52.32195122] ; [22.32195122  9.67804878],0
s5,1,0.909995,0.012779,[67 96] ; [12 18],[66.72020725 96.27979275] ; [12.27979275 17.72020725],0
v4,1,0.918873,0.010374,[168   5] ; [30  1],[167.91176471   5.08823529] ; [30.08823529  0.91176471],0
s6,1,0.922854,0.009378,[150  21] ; [27  4],[149.83663366  21.16336634] ; [27.16336634  3.83663366],0
p11,1,0.950777,0.003811,[136  37] ; [25  7],[135.86829268  37.13170732] ; [25.13170732  6.86829268],0
a7,1,0.981711,0.000526,[124  49] ; [23  9],[124.05365854  48.94634146] ; [22.94634146  9.05365854],0
