Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,106.096275,[664  42] ; [19 21],[646.37801609  59.62198391] ; [36.62198391  3.37801609],1
r2,1,0.0,80.24786,[671  29] ; [23 15],[658.26558266  41.73441734] ; [35.73441734  2.26558266],1
r1,1,3.4e-05,17.154625,[574 128] ; [22 18],[563.87061995 138.12938005] ; [32.12938005  7.87061995],1
p2,1,5.8e-05,16.15572,[588 112] ; [23 16],[578.75507442 121.24492558] ; [32.24492558  6.75507442],1
p7,1,0.000233,13.54195,[439 247] ; [14 26],[428.04132231 257.95867769] ; [24.95867769 15.04132231],1
v1,1,0.000944,10.934892,[378 305] ; [11 28],[367.98753463 315.01246537] ; [21.01246537 17.98753463],1
p9,1,0.000975,10.873915,[583 112] ; [24 14],[575.53206003 119.46793997] ; [31.46793997  6.53206003],1
p10,1,0.001647,9.906682,[555 138] ; [23 16],[547.20491803 145.79508197] ; [30.79508197  8.20491803],0
u3,1,0.001666,9.885433,[122  84] ; [ 3 13],[115.99099099  90.00900901] ; [9.00900901 6.99099099],0
p3,1,0.002562,9.095774,[346 353] ; [10 30],[336.73071719 362.26928281] ; [19.26928281 20.73071719],0
n6,1,0.005288,7.778051,[589 113] ; [26 13],[582.63157895 119.36842105] ; [32.36842105  6.63157895],0
p4,1,0.006697,7.352484,[413 284] ; [15 25],[404.77069199 292.22930801] ; [23.22930801 16.77069199],0
p8,1,0.00675,7.338199,[360 332] ; [12 28],[351.67213115 340.32786885] ; [20.32786885 19.67213115],0
p11,1,0.006777,7.331075,[567 139] ; [25 15],[560.25737265 145.74262735] ; [31.74262735  8.25737265],0
a6,1,0.013307,6.127859,[483 219] ; [20 20],[475.88409704 226.11590296] ; [27.11590296 12.88409704],0
d3,1,0.019974,5.414147,[476 226] ; [20 20],[469.26145553 232.73854447] ; [26.73854447 13.26145553],0
s6,1,0.020203,5.3943,[443 255] ; [17 21],[436.25 261.75] ; [23.75 14.25],0
s7,1,0.024001,5.094557,[316 356] ; [10 26],[309.42372881 362.57627119] ; [16.57627119 19.42372881],0
v3,1,0.035314,4.429908,[282 392] ; [10 30],[275.64145658 398.35854342] ; [16.35854342 23.64145658],0
n5,1,0.051737,3.784263,[518 182] ; [24 16],[512.7027027 187.2972973] ; [29.2972973 10.7027027],0
a7,1,0.073621,3.200381,[514 190] ; [24 16],[509.07526882 194.92473118] ; [28.92473118 11.07526882],0
d1,1,0.092666,2.827432,[413 293] ; [18 22],[407.89008043 298.10991957] ; [23.10991957 16.89008043],0
s2,1,0.095499,2.779144,[330 372] ; [13 26],[324.94736842 377.05263158] ; [18.05263158 20.94736842],0
b4,1,0.11134,2.535092,[404 302] ; [28 12],[408.83646113 297.16353887] ; [23.16353887 16.83646113],0
a5,1,0.134397,2.240961,[517 188] ; [25 15],[512.89932886 192.10067114] ; [29.10067114 10.89932886],0
a4,1,0.136072,2.221827,[313 390] ; [13 27],[308.44952894 394.55047106] ; [17.55047106 22.44952894],0
s5,1,0.141565,2.160868,[202 482] ; [ 7 31],[198. 486.] ; [11. 27.],0
a3,1,0.146361,2.10977,[497 205] ; [24 16],[492.91374663 209.08625337] ; [28.08625337 11.91374663],0
a8,1,0.185602,1.752186,[100 542] ; [ 9 29],[102.90882353 539.09117647] ; [ 6.09117647 31.90882353],0
p1,1,0.18889,1.726254,[ 58 642] ; [ 1 39],[ 55.81081081 644.18918919] ; [ 3.18918919 36.81081081],0
a2,1,0.194375,1.684142,[169 537] ; [ 6 34],[165.61662198 540.38337802] ; [ 9.38337802 30.61662198],0
s8,1,0.196312,1.6696,[301 401] ; [13 27],[297.07277628 404.92722372] ; [16.92722372 23.07277628],0
b1,1,0.227668,1.455374,[268 438] ; [19 21],[271.61126005 434.38873995] ; [15.38873995 24.61126005],0
u2,1,0.233289,1.420695,[121  84] ; [7 9],[118.73303167  86.26696833] ; [9.26696833 6.73303167],0
n4,1,0.248612,1.331088,[548 156] ; [28 12],[545.03225806 158.96774194] ; [30.96774194  9.03225806],0
u1,1,0.255664,1.292087,[119 587] ; [ 4 36],[116.40482574 589.59517426] ; [ 6.59517426 33.40482574],0
n2,1,0.322326,0.979483,[115  40] ; [8 5],[113.48214286  41.51785714] ; [9.51785714 3.48214286],0
s3,1,0.414035,0.667184,[369 329] ; [18 21],[366.52103121 331.47896879] ; [20.47896879 18.52103121],0
a1,1,0.48048,0.497774,[ 35 671] ; [ 1 39],[ 34.06970509 671.93029491] ; [ 1.93029491 38.06970509],0
p12,1,0.529911,0.394562,[ 55 642] ; [ 2 37],[ 53.97961957 643.02038043] ; [ 3.02038043 35.97961957],0
s1,1,0.566229,0.329033,[ 23 672] ; [ 2 38],[ 23.63945578 671.36054422] ; [ 1.36054422 38.63945578],0
d2,1,0.568076,0.325912,[336 366] ; [21 19],[337.75471698 364.24528302] ; [19.24528302 20.75471698],0
p6,1,0.591263,0.288376,[241 448] ; [12 27],[239.44642857 449.55357143] ; [13.55357143 25.44642857],0
d4,1,0.68234,0.167503,[579 123] ; [34  6],[579.9541779 122.0458221] ; [33.0458221  6.9541779],0
b2,1,0.697872,0.150696,[172 259] ; [ 9 16],[171.07675439 259.92324561] ; [ 9.92324561 15.07675439],0
b3,1,0.697872,0.150696,[172 259] ; [ 9 16],[171.07675439 259.92324561] ; [ 9.92324561 15.07675439],0
b5,1,0.772224,0.083791,[425 281] ; [25 15],[425.87131367 280.12868633] ; [24.12868633 15.87131367],0
p5,1,0.795173,0.067391,[ 79 618] ; [ 4 36],[ 78.49525102 618.50474898] ; [ 4.50474898 35.49525102],0
n1,1,0.869866,0.02684,[55 97] ; [5 8],[55.27272727 96.72727273] ; [4.72727273 8.27272727],0
v2,1,0.890343,0.019008,[395 279] ; [23 17],[394.58263305 279.41736695] ; [23.41736695 16.58263305],0
n3,1,0.902328,0.01506,[113  41] ; [9 3],[113.18072289  40.81927711] ; [8.81927711 3.18072289],0
d5,1,0.918885,0.010371,[567 136] ; [32  8],[566.75235532 136.24764468] ; [32.24764468  7.75235532],0
u4,1,0.970552,0.001363,[ 17 689] ; [ 1 39],[ 17.03485255 688.96514745] ; [ 0.96514745 39.03485255],0
