Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.263721,[184  99] ; [22 43],[167.52298851 115.47701149] ; [38.47701149 26.52298851],1
p7,1,9.5e-05,15.226839,[210  71] ; [32 32],[197.10724638  83.89275362] ; [44.89275362 19.10724638],1
p10,1,0.000125,14.712209,[262  24] ; [47 16],[253.22063037  32.77936963] ; [55.77936963  7.22063037],1
p9,1,0.001244,10.424331,[269  18] ; [52 12],[262.47008547  24.52991453] ; [58.52991453  5.47008547],0
r3,1,0.003977,8.294367,[283   6] ; [59  6],[279.20338983   9.79661017] ; [62.79661017  2.20338983],0
b1,1,0.005526,7.698699,[102 187] ; [35 30],[111.84463277 177.15536723] ; [25.15536723 39.84463277],0
n4,1,0.015535,5.854785,[258  31] ; [50 14],[252.15864023  36.84135977] ; [55.84135977  8.15864023],0
p2,1,0.020859,5.338501,[250  38] ; [49 16],[243.94334278  44.05665722] ; [55.05665722  9.94334278],0
v1,1,0.032775,4.557509,[179  99] ; [32 32],[171.51461988 106.48538012] ; [39.48538012 24.51461988],0
d4,1,0.035559,4.418111,[251  37] ; [50 15],[245.57507082  42.42492918] ; [55.42492918  9.57507082],0
p3,1,0.039499,4.239274,[178 111] ; [31 34],[170.62429379 118.37570621] ; [38.37570621 26.62429379],0
b3,1,0.044415,4.040715,[ 95 109] ; [11 27],[ 89.3553719 114.6446281] ; [16.6446281 21.3553719],0
b2,1,0.044415,4.040715,[ 95 109] ; [11 27],[ 89.3553719 114.6446281] ; [16.6446281 21.3553719],0
p1,1,0.102355,2.668463,[ 25 263] ; [10 55],[ 28.55524079 259.44475921] ; [ 6.44475921 58.55524079],0
p12,1,0.109735,2.558038,[ 38 248] ; [ 4 61],[ 34.22222222 251.77777778] ; [ 7.77777778 57.22222222],0
v3,1,0.119382,2.425416,[143 136] ; [25 37],[137.45454545 141.54545455] ; [30.54545455 31.45454545],0
s3,1,0.172679,1.85953,[217  69] ; [44 21],[212.66666667  73.33333333] ; [48.33333333 16.66666667],0
n5,1,0.184504,1.760969,[249  39] ; [52 13],[245.57507082  42.42492918] ; [55.42492918  9.57507082],0
v2,1,0.188885,1.726294,[176 101] ; [35 29],[171.39882698 105.60117302] ; [39.60117302 24.39882698],0
