Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.8e-05,16.973523,[31  5] ; [48 55],[20.46043165 15.53956835] ; [58.53956835 44.46043165],1
s2,1,0.000599,11.778078,[25 12] ; [36 67],[16.12142857 20.87857143] ; [44.87857143 58.12142857],1
p5,1,0.007623,7.119892,[ 9 28] ; [ 8 96],[ 4.46099291 32.53900709] ; [12.53900709 91.46099291],0
s7,1,0.012563,6.229602,[22 12] ; [40 60],[15.73134328 18.26865672] ; [46.26865672 53.73134328],0
r4,1,0.01763,5.632573,[34  3] ; [76 28],[28.86524823  8.13475177] ; [81.13475177 22.86524823],0
p7,1,0.062059,3.481482,[29  8] ; [62 39],[24.39855072 12.60144928] ; [66.60144928 34.39855072],0
a5,1,0.063503,3.443449,[24 13] ; [49 55],[19.15602837 17.84397163] ; [53.84397163 50.15602837],0
p3,1,0.073061,3.212881,[19 18] ; [36 68],[14.43262411 22.56737589] ; [40.56737589 63.43262411],0
p8,1,0.07551,3.158989,[24 12] ; [51 52],[19.42446043 16.57553957] ; [55.57553957 47.42446043],0
p9,1,0.079824,3.068488,[33  3] ; [81 22],[29.52517986  6.47482014] ; [84.47482014 18.52517986],0
a1,1,0.080622,3.052313,[ 3 34] ; [  2 102],[ 1.31205674 35.68794326] ; [  3.68794326 100.31205674],0
p12,1,0.082461,3.015712,[ 5 32] ; [ 5 97],[ 2.6618705 34.3381295] ; [ 7.3381295 94.6618705],0
n5,1,0.089813,2.877726,[29  8] ; [65 38],[24.84285714 12.15714286] ; [69.15714286 33.84285714],0
r2,1,0.090858,2.85911,[35  2] ; [86 17],[31.97857143  5.02142857] ; [89.02142857 13.97857143],0
s4,1,0.093396,2.814843,[ 9 28] ; [13 90],[ 5.81428571 31.18571429] ; [16.18571429 86.81428571],0
d2,1,0.130984,2.280805,[12 25] ; [21 83],[ 8.65957447 28.34042553] ; [24.34042553 79.65957447],0
s3,1,0.150261,2.069595,[25 12] ; [55 47],[21.29496403 15.70503597] ; [58.70503597 43.29496403],0
p6,1,0.166276,1.916199,[15 21] ; [30 73],[11.65467626 24.34532374] ; [33.34532374 69.65467626],0
u1,1,0.176406,1.827642,[ 3 34] ; [  3 101],[ 1.57446809 35.42553191] ; [ 4.42553191 99.57446809],0
b4,1,0.176611,1.825918,[25 12] ; [57 47],[21.5177305 15.4822695] ; [60.4822695 43.5177305],0
n6,1,0.207646,1.587763,[32  5] ; [79 24],[29.33571429  7.66428571] ; [81.66428571 21.33571429],0
r1,1,0.209903,1.572094,[28  9] ; [67 37],[24.92907801 12.07092199] ; [70.07092199 33.92907801],0
v4,1,0.217088,1.523516,[36  1] ; [93  9],[34.3381295  2.6618705] ; [94.6618705  7.3381295],0
b1,1,0.287947,1.129197,[13 24] ; [47 57],[15.74468085 21.25531915] ; [44.25531915 59.74468085],0
d1,1,0.30488,1.052728,[ 4 33] ; [ 6 98],[ 2.62411348 34.37588652] ; [ 7.37588652 96.62411348],0
p10,1,0.305711,1.049115,[30  7] ; [74 28],[27.68345324  9.31654676] ; [76.31654676 25.68345324],0
u3,1,0.325258,0.967685,[11  8] ; [20 25],[9.203125 9.796875] ; [21.796875 23.203125],0
s8,1,0.330549,0.946746,[15 21] ; [34 70],[12.6 23.4] ; [36.4 67.6],0
a7,1,0.339742,0.911404,[25 12] ; [61 43],[22.56737589 14.43262411] ; [63.43262411 40.56737589],0
p11,1,0.389755,0.739707,[30  7] ; [77 27],[28.07801418  8.92198582] ; [78.92198582 25.07801418],0
v1,1,0.428046,0.62812,[14 22] ; [47 54],[16.02919708 19.97080292] ; [44.97080292 56.02919708],0
d4,1,0.449638,0.571565,[21 16] ; [51 52],[19.02857143 17.97142857] ; [52.97142857 50.02857143],0
b3,1,0.458794,0.548835,[ 9 12] ; [21 41],[ 7.59036145 13.40963855] ; [22.40963855 39.59036145],0
b2,1,0.458794,0.548835,[ 9 12] ; [21 41],[ 7.59036145 13.40963855] ; [22.40963855 39.59036145],0
p4,1,0.512466,0.42903,[21 16] ; [52 51],[19.29285714 17.70714286] ; [53.70714286 49.29285714],0
a3,1,0.549241,0.358679,[18 18] ; [58 46],[19.54285714 16.45714286] ; [56.45714286 47.54285714],0
d3,1,0.555303,0.347902,[15 22] ; [48 56],[16.53191489 20.46808511] ; [46.46808511 57.53191489],0
a2,1,0.559333,0.34086,[ 4 33] ; [ 8 96],[ 3.14893617 33.85106383] ; [ 8.85106383 95.14893617],0
u2,1,0.564731,0.331579,[11  8] ; [22 22],[9.95238095 9.04761905] ; [23.04761905 20.95238095],0
a8,1,0.567073,0.327605,[ 3 33] ; [11 82],[ 3.90697674 32.09302326] ; [10.09302326 82.90697674],0
p1,1,0.628615,0.233943,[ 5 32] ; [11 93],[ 4.19858156 32.80141844] ; [11.80141844 92.19858156],0
v3,1,0.647548,0.209005,[12 25] ; [29 73],[10.91366906 26.08633094] ; [30.08633094 71.91366906],0
b5,1,0.684257,0.165373,[21 16] ; [63 41],[22.04255319 14.95744681] ; [61.95744681 42.04255319],0
n4,1,0.768247,0.08683,[24 13] ; [64 39],[23.25714286 13.74285714] ; [64.74285714 38.25714286],0
r3,1,0.772419,0.083644,[33  4] ; [90 13],[32.50714286  4.49285714] ; [90.49285714 12.50714286],0
n1,1,0.804277,0.061413,[3 7] ; [ 7 20],[2.7027027 7.2972973] ; [ 7.2972973 19.7027027],0
a6,1,0.840776,0.040361,[21 16] ; [61 43],[21.5177305 15.4822695] ; [60.4822695 43.5177305],0
v2,1,0.882671,0.021781,[16 21] ; [41 57],[15.62222222 21.37777778] ; [41.37777778 56.62222222],0
a4,1,0.973384,0.001113,[ 8 29] ; [22 81],[ 7.92857143 29.07142857] ; [22.07142857 80.92857143],0
n3,1,0.982536,0.000479,[7 3] ; [19  8],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
n2,1,0.982536,0.000479,[7 3] ; [19  8],[7.02702703 2.97297297] ; [18.97297297  8.02702703],0
