Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,36.065574,[ 4 57] ; [18  9],[15.25 45.75] ; [ 6.75 20.25],1
s2,1,3.8e-05,16.988379,[15 47] ; [19  8],[23.68539326 38.31460674] ; [10.31460674 16.68539326],1
s6,1,0.000151,14.354188,[23 38] ; [22  5],[31.19318182 29.80681818] ; [13.80681818 13.19318182],1
s5,1,0.0008,11.240195,[ 8 53] ; [12 14],[14.02298851 46.97701149] ; [ 5.97701149 20.02298851],1
p4,1,0.00088,11.064086,[24 37] ; [21  6],[31.19318182 29.80681818] ; [13.80681818 13.19318182],1
a8,1,0.001816,9.726373,[ 4 55] ; [ 8 16],[ 8.53012048 50.46987952] ; [ 3.46987952 20.53012048],0
s3,1,0.001887,9.656744,[28 33] ; [22  5],[34.65909091 26.34090909] ; [15.34090909 11.65909091],0
p9,1,0.002194,9.379403,[17 43] ; [17 10],[23.44827586 36.55172414] ; [10.55172414 16.44827586],0
s4,1,0.003631,8.459826,[ 4 57] ; [ 8 19],[ 8.31818182 52.68181818] ; [ 3.68181818 23.31818182],0
p6,1,0.015293,5.882359,[18 42] ; [15 11],[23.02325581 36.97674419] ; [ 9.97674419 16.02325581],0
d4,1,0.016504,5.748401,[39 23] ; [23  3],[43.68181818 18.31818182] ; [18.31818182  7.68181818],0
b4,1,0.024751,5.041234,[30 32] ; [20  7],[34.83146067 27.16853933] ; [15.16853933 11.83146067],0
a4,1,0.025269,5.005361,[15 47] ; [13 14],[19.50561798 42.49438202] ; [ 8.49438202 18.50561798],0
b2,1,0.029428,4.742402,[ 4 28] ; [ 8 13],[ 7.24528302 24.75471698] ; [ 4.75471698 16.24528302],0
b3,1,0.029428,4.742402,[ 4 28] ; [ 8 13],[ 7.24528302 24.75471698] ; [ 4.75471698 16.24528302],0
u1,1,0.030331,4.690459,[ 4 58] ; [ 6 21],[ 6.96629213 55.03370787] ; [ 3.03370787 23.96629213],0
n5,1,0.033402,4.525047,[30 32] ; [19  7],[34.52272727 27.47727273] ; [14.47727273 11.52272727],0
