Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000168,14.157261,[42 10] ; [24 29],[32.68571429 19.31428571] ; [33.31428571 19.68571429],1
r3,1,0.001602,9.958014,[29 22] ; [45  8],[36.28846154 14.71153846] ; [37.71153846 15.28846154],0
a6,1,0.011652,6.363005,[38 14] ; [26 27],[31.6952381 20.3047619] ; [32.3047619 20.6952381],0
d2,1,0.039577,4.235943,[29 21] ; [20 33],[23.78640777 26.21359223] ; [25.21359223 27.78640777],0
n6,1,0.046635,3.958523,[33 18] ; [24 29],[27.95192308 23.04807692] ; [29.04807692 23.95192308],0
d1,1,0.061837,3.487417,[26 26] ; [17 36],[21.2952381 30.7047619] ; [21.7047619 31.2952381],0
a5,1,0.093237,2.817584,[33 19] ; [25 28],[28.72380952 23.27619048] ; [29.27619048 23.72380952],0
n3,1,0.095499,2.77915,[10 13] ; [15  7],[12.77777778 10.22222222] ; [12.22222222  9.77777778],0
p2,1,0.097654,2.743452,[23 29] ; [32 21],[27.23809524 24.76190476] ; [27.76190476 25.23809524],0
r2,1,0.130662,2.284624,[45  6] ; [40 12],[42.08737864  8.91262136] ; [42.91262136  9.08737864],0
b4,1,0.141418,2.162465,[27 25] ; [35 18],[30.7047619 21.2952381] ; [31.2952381 21.7047619],0
u3,1,0.188352,1.730465,[ 7 17] ; [11 12],[ 9.19148936 14.80851064] ; [ 8.80851064 14.19148936],0
u2,1,0.234165,1.415385,[ 8 15] ; [12 11],[10. 13.] ; [10. 13.],0
a2,1,0.235358,1.408186,[ 9 43] ; [ 5 48],[ 6.93333333 45.06666667] ; [ 7.06666667 45.93333333],0
n1,1,0.252939,1.306995,[10 12] ; [ 7 17],[ 8.13043478 13.86956522] ; [ 8.86956522 15.13043478],0
p6,1,0.276128,1.186047,[ 6 45] ; [10 41],[ 8. 43.] ; [ 8. 43.],0
u1,1,0.282037,1.157248,[ 6 46] ; [ 3 50],[ 4.45714286 47.54285714] ; [ 4.54285714 48.45714286],0
