Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.579492,[32 11] ; [ 8 32],[20.72289157 22.27710843] ; [19.27710843 20.72289157],1
a6,1,0.476256,0.507425,[28 15] ; [23 17],[26.42168675 16.57831325] ; [24.57831325 15.42168675],0
a8,1,0.480715,0.497241,[ 1 40] ; [ 2 34],[ 1.5974026 39.4025974] ; [ 1.4025974 34.5974026],0
p9,1,0.481125,0.496311,[32 10] ; [33  7],[33.29268293  8.70731707] ; [31.70731707  8.29268293],0
d3,1,0.487605,0.481806,[27 16] ; [28 12],[28.4939759 14.5060241] ; [26.5060241 13.4939759],0
a3,1,0.505031,0.444348,[26 17] ; [27 13],[27.45783133 15.54216867] ; [25.54216867 14.45783133],0
a1,1,0.585717,0.297083,[ 2 41] ; [ 3 37],[ 2.59036145 40.40963855] ; [ 2.40963855 37.59036145],0
b3,1,0.586467,0.295896,[ 8 15] ; [ 6 16],[ 7.15555556 15.84444444] ; [ 6.84444444 15.15555556],0
b2,1,0.586467,0.295896,[ 8 15] ; [ 6 16],[ 7.15555556 15.84444444] ; [ 6.84444444 15.15555556],0
b1,1,0.61441,0.253803,[17 26] ; [18 22],[18.13253012 24.86746988] ; [16.86746988 23.13253012],0
a5,1,0.615744,0.251895,[29 14] ; [29 11],[30.04819277 12.95180723] ; [27.95180723 12.04819277],0
v2,1,0.650506,0.205263,[21 19] ; [18 20],[20. 20.] ; [19. 19.],0
p4,1,0.653131,0.201975,[32 11] ; [28 12],[31.08433735 11.91566265] ; [28.91566265 11.08433735],0
s7,1,0.692791,0.156081,[18 22] ; [15 22],[17.14285714 22.85714286] ; [15.85714286 21.14285714],0
p7,1,0.697287,0.15131,[31 11] ; [31  9],[31.75609756 10.24390244] ; [30.24390244  9.75609756],0
a7,1,0.76431,0.089895,[31 12] ; [30 10],[31.60240964 11.39759036] ; [29.39759036 10.60240964],0
v4,1,0.767808,0.087169,[39  4] ; [37  3],[39.37349398  3.62650602] ; [36.62650602  3.37349398],0
a4,1,0.823891,0.049526,[13 30] ; [13 27],[13.46987952 29.53012048] ; [12.53012048 27.46987952],0
p11,1,0.823891,0.049526,[30 13] ; [27 13],[29.53012048 13.46987952] ; [27.46987952 12.53012048],0
d5,1,0.852714,0.034468,[33 10] ; [30 10],[32.63855422 10.36144578] ; [30.36144578  9.63855422],0
a2,1,0.872719,0.025666,[ 7 36] ; [ 6 34],[ 6.73493976 36.26506024] ; [ 6.26506024 33.73493976],0
n2,1,0.88242,0.021875,[7 2] ; [9 3],[6.85714286 2.14285714] ; [9.14285714 2.85714286],0
p10,1,0.886988,0.020197,[30 12] ; [28 12],[29.70731707 12.29268293] ; [28.29268293 11.70731707],0
p12,1,0.926713,0.00846,[ 3 40] ; [ 3 37],[ 3.10843373 39.89156627] ; [ 2.89156627 37.10843373],0
r1,1,0.936028,0.006442,[28 14] ; [27 13],[28.17073171 13.82926829] ; [26.82926829 13.17073171],0
b5,1,0.952989,0.003476,[25 18] ; [23 17],[24.86746988 18.13253012] ; [23.13253012 16.86746988],0
u2,1,0.957675,0.002817,[10  6] ; [8 5],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
s1,1,0.958706,0.002681,[ 1 42] ; [ 1 39],[ 1.03614458 41.96385542] ; [ 0.96385542 39.03614458],0
p8,1,0.965491,0.001872,[26 17] ; [24 16],[25.90361446 17.09638554] ; [24.09638554 15.90361446],0
n3,1,1.0,0.0,[6 3] ; [8 4],[6. 3.] ; [8. 4.],0
v1,1,1.0,0.0,[20 20] ; [20 20],[20. 20.] ; [20. 20.],0
