Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.003293,8.637686,[3 4] ; [370  69],[5.85426009 1.14573991] ; [367.14573991  71.85426009],0
p2,1,0.022076,5.239752,[4 3] ; [380  57],[6.05405405 0.94594595] ; [377.94594595  59.05405405],0
d4,1,0.046447,3.965319,[4 3] ; [372  67],[5.90134529 1.09865471] ; [370.09865471  68.90134529],0
d2,1,0.052273,3.767019,[1 6] ; [225 214],[3.5470852 3.4529148] ; [222.4529148 216.5470852],0
s1,1,0.058404,3.582133,[1 6] ; [ 11 422],[0.19090909 6.80909091] ; [ 11.80909091 421.19090909],0
d1,1,0.061641,3.492668,[2 5] ; [278 163],[4.375 2.625] ; [275.625 165.375],0
s5,1,0.091873,2.841246,[5 2] ; [168 253],[2.82943925 4.17056075] ; [170.17056075 250.82943925],0
d3,1,0.09599,2.770936,[3 4] ; [315 125],[4.97986577 2.02013423] ; [313.02013423 126.97986577],0
p1,1,0.102517,2.665944,[2 5] ; [ 43 395],[0.70786517 6.29213483] ; [ 44.29213483 393.70786517],0
s2,1,0.110479,2.547363,[6 1] ; [241 193],[3.92063492 3.07936508] ; [243.07936508 190.92063492],0
p7,1,0.126501,2.334922,[3 4] ; [297 129],[4.84988453 2.15011547] ; [295.15011547 130.84988453],0
v2,1,0.137821,2.202119,[3 4] ; [295 132],[4.80645161 2.19354839] ; [293.19354839 133.80645161],0
p8,1,0.151104,2.061068,[6 1] ; [253 177],[4.14874142 2.85125858] ; [254.85125858 175.14874142],0
b4,1,0.162252,1.953115,[6 1] ; [263 178],[4.203125 2.796875] ; [264.796875 176.203125],0
r1,1,0.169046,1.891382,[5 2] ; [388  51],[6.16816143 0.83183857] ; [386.83183857  52.16816143],0
b1,1,0.238588,1.388919,[4 3] ; [157 284],[2.515625 4.484375] ; [158.484375 282.515625],0
a1,1,0.247307,1.338455,[1 6] ; [ 21 420],[0.34375 6.65625] ; [ 21.65625 419.34375],0
p10,1,0.276242,1.185484,[5 2] ; [373  61],[6. 1.] ; [372.  62.],0
p5,1,0.285524,1.140607,[2 5] ; [ 62 373],[1.01357466 5.98642534] ; [ 62.98642534 372.01357466],0
s3,1,0.306035,1.047711,[4 1] ; [249 186],[2.875 2.125] ; [250.125 184.875],0
s6,1,0.427342,0.630036,[6 1] ; [309 119],[5.06896552 1.93103448] ; [309.93103448 118.06896552],0
a4,1,0.453055,0.562998,[2 4] ; [214 225],[2.91235955 3.08764045] ; [213.08764045 225.91235955],0
p11,1,0.455665,0.556522,[5 2] ; [363  78],[5.75 1.25] ; [362.25  78.75],0
a2,1,0.458547,0.54944,[1 6] ; [118 323],[1.859375 5.140625] ; [117.140625 323.859375],0
p3,1,0.46194,0.541191,[3 4] ; [248 189],[3.95720721 3.04279279] ; [247.04279279 189.95720721],0
s7,1,0.55516,0.348153,[3 4] ; [226 192],[3.77176471 3.22823529] ; [225.22823529 192.77176471],0
p4,1,0.583739,0.300229,[4 3] ; [292 144],[4.6772009 2.3227991] ; [291.3227991 144.6772009],0
s8,1,0.632758,0.228339,[3 4] ; [226 209],[3.62669683 3.37330317] ; [225.37330317 209.62669683],0
a5,1,0.633421,0.22745,[6 1] ; [345  96],[5.484375 1.515625] ; [345.515625  95.484375],0
v3,1,0.648868,0.207331,[3 4] ; [219 206],[3.59722222 3.40277778] ; [218.40277778 206.59722222],0
u1,1,0.670393,0.181143,[1 6] ; [ 92 349],[1.453125 5.546875] ; [ 91.546875 349.453125],0
p12,1,0.683468,0.166248,[1 6] ; [ 42 392],[0.68253968 6.31746032] ; [ 42.31746032 391.68253968],0
b5,1,0.690982,0.158025,[5 2] ; [283 158],[4.5 2.5] ; [283.5 157.5],0
b2,1,0.71153,0.136753,[3 3] ; [121 164],[2.55670103 3.44329897] ; [121.44329897 163.55670103],0
b3,1,0.71153,0.136753,[3 3] ; [121 164],[2.55670103 3.44329897] ; [121.44329897 163.55670103],0
n3,1,0.745055,0.105733,[2 1] ; [54 18],[2.24 0.76] ; [53.76 18.24],0
p9,1,0.80416,0.061488,[6 1] ; [385  49],[6.20634921 0.79365079] ; [384.79365079  49.20634921],0
a6,1,0.851639,0.034979,[5 2] ; [299 140],[4.77130045 2.22869955] ; [299.22869955 139.77130045],0
a7,1,0.884388,0.021144,[5 2] ; [325 115],[5.16778523 1.83221477] ; [324.83221477 115.16778523],0
p6,1,0.954958,0.00319,[3 4] ; [188 240],[3.07356322 3.92643678] ; [187.92643678 240.07356322],0
