Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000453,12.299131,[192  97] ; [82 83],[174.4185022 114.5814978] ; [99.5814978 65.4185022],1
p9,1,0.005315,7.769031,[258  32] ; [131  34],[247.93406593  42.06593407] ; [141.06593407  23.93406593],0
p7,1,0.010427,6.5604,[216  72] ; [105  60],[204.0794702  83.9205298] ; [116.9205298  48.0794702],0
p10,1,0.013072,6.159313,[250  39] ; [127  37],[240.51434879  48.48565121] ; [136.48565121  27.51434879],0
n6,1,0.01662,5.736055,[256  34] ; [132  33],[247.2967033  42.7032967] ; [140.7032967  24.2967033],0
p6,1,0.027783,4.841465,[143 146] ; [ 64 101],[131.76872247 157.23127753] ; [75.23127753 89.76872247],0
n4,1,0.037058,4.347732,[238  53] ; [122  44],[229.23413567  61.76586433] ; [130.76586433  35.23413567],0
u1,1,0.038388,4.287743,[ 67 224] ; [ 25 142],[ 58.45414847 232.54585153] ; [ 33.54585153 133.45414847],0
p12,1,0.04496,4.020121,[ 22 268] ; [  5 162],[ 17.13347921 272.86652079] ; [  9.86652079 157.13347921],0
r4,1,0.049738,3.850275,[269  22] ; [145  22],[263.04366812  27.95633188] ; [150.95633188  16.04366812],0
b1,1,0.053868,3.716787,[126 165] ; [ 57 110],[116.27292576 174.72707424] ; [ 66.72707424 100.27292576],0
v3,1,0.054051,3.711123,[117 163] ; [ 52 108],[107.54545455 172.45454545] ; [61.45454545 98.54545455],0
s7,1,0.111568,2.531868,[148 122] ; [76 86],[140. 130.] ; [84. 78.],0
v1,1,0.135617,2.226996,[168 115] ; [86 79],[160.45089286 122.54910714] ; [93.54910714 71.45089286],0
v2,1,0.155124,2.021126,[170 112] ; [87 76],[162.86292135 119.13707865] ; [94.13707865 68.86292135],0
p11,1,0.156863,2.004209,[239  52] ; [128  39],[233.18122271  57.81877729] ; [133.81877729  33.18122271],0
d1,1,0.158766,1.985938,[190 101] ; [98 69],[182.98689956 108.01310044] ; [105.01310044  61.98689956],0
s4,1,0.159772,1.976387,[ 59 229] ; [ 25 140],[ 53.40397351 234.59602649] ; [ 30.59602649 134.40397351],0
s5,1,0.188237,1.731363,[ 99 183] ; [ 47 115],[ 92.72972973 189.27027027] ; [ 53.27027027 108.72972973],0
n3,1,0.192501,1.698375,[39  8] ; [30 12],[36.43820225 10.56179775] ; [32.56179775  9.43820225],0
a2,1,0.200114,1.64154,[ 84 207] ; [ 39 128],[ 78.15065502 212.84934498] ; [ 44.84934498 122.15065502],0
r3,1,0.201229,1.63343,[280  10] ; [157  10],[277.30853392  12.69146608] ; [159.69146608   7.30853392],0
p2,1,0.203134,1.619697,[262  27] ; [145  22],[257.94517544  31.05482456] ; [149.05482456  17.94517544],0
n5,1,0.21969,1.506397,[227  62] ; [122  44],[221.67252747  67.32747253] ; [127.32747253  38.67252747],0
r2,1,0.248992,1.328949,[273  15] ; [151  13],[270.15929204  17.84070796] ; [153.84070796  10.15929204],0
s1,1,0.269896,1.217273,[  7 282] ; [  7 156],[  8.95132743 280.04867257] ; [  5.04867257 157.95132743],0
a5,1,0.286341,1.136748,[232  59] ; [126  41],[227.4628821  63.5371179] ; [130.5371179  36.4628821],0
s3,1,0.295206,1.095727,[167 120] ; [86 76],[161.71714922 125.28285078] ; [91.28285078 70.71714922],0
d2,1,0.296805,1.088495,[155 136] ; [80 86],[149.63894967 141.36105033] ; [85.36105033 80.63894967],0
s2,1,0.336614,0.923285,[161 127] ; [84 80],[156.10619469 131.89380531] ; [88.89380531 75.10619469],0
r1,1,0.342248,0.901994,[239  51] ; [130  35],[235.18681319  54.81318681] ; [133.81318681  31.18681319],0
d5,1,0.35628,0.850963,[249  41] ; [138  29],[245.57986871  44.42013129] ; [141.42013129  25.57986871],0
b5,1,0.3571,0.848066,[172 119] ; [106  61],[176.63318777 114.36681223] ; [101.36681223  65.63318777],0
s8,1,0.357972,0.844996,[140 149] ; [73 93],[135.29010989 153.70989011] ; [77.70989011 88.29010989],0
a3,1,0.38949,0.740534,[209  81] ; [114  53],[204.96717724  85.03282276] ; [118.03282276  48.96717724],0
a6,1,0.450583,0.569184,[205  86] ; [112  55],[201.41266376  89.58733624] ; [115.58733624  51.41266376],0
s6,1,0.503162,0.448261,[208  79] ; [114  50],[204.90909091  82.09090909] ; [117.09090909  46.90909091],0
p1,1,0.512752,0.428448,[ 20 268] ; [  9 158],[ 18.35604396 269.64395604] ; [ 10.64395604 156.35604396],0
d4,1,0.519158,0.415565,[243  47] ; [136  31],[240.50328228  49.49671772] ; [138.49671772  28.50328228],0
n2,1,0.525841,0.402423,[33 14] ; [32 10],[34.3258427 12.6741573] ; [30.6741573 11.3258427],0
a1,1,0.537597,0.380011,[  9 282] ; [  7 160],[ 10.16593886 280.83406114] ; [  5.83406114 161.16593886],0
a8,1,0.680478,0.169588,[ 32 226] ; [ 21 131],[ 33.35121951 224.64878049] ; [ 19.64878049 132.35121951],0
a4,1,0.723661,0.125012,[143 147] ; [79 87],[141.18421053 148.81578947] ; [80.81578947 85.18421053],0
b2,1,0.743242,0.107298,[ 65 116] ; [35 68],[ 63.73239437 117.26760563] ; [36.26760563 66.73239437],0
b3,1,0.743242,0.107298,[ 65 116] ; [35 68],[ 63.73239437 117.26760563] ; [36.26760563 66.73239437],0
d3,1,0.758167,0.094796,[214  77] ; [125  42],[215.39082969  75.60917031] ; [123.60917031  43.39082969],0
u4,1,0.843825,0.03881,[  6 285] ; [  3 164],[  5.71834061 285.28165939] ; [  3.28165939 163.71834061],0
u3,1,0.861834,0.03029,[48 33] ; [31 20],[48.47727273 32.52272727] ; [30.52272727 20.47727273],0
v4,1,0.910261,0.012703,[278  13] ; [158   7],[278.23684211  12.76315789] ; [157.76315789   7.23684211],0
a7,1,0.956498,0.002976,[216  74] ; [124  43],[215.75492341  74.24507659] ; [124.24507659  42.75492341],0
u2,1,0.958943,0.00265,[47 35] ; [29 22],[46.85714286 35.14285714] ; [29.14285714 21.85714286],0
n1,1,0.98433,0.000386,[18 29] ; [16 26],[17.95505618 29.04494382] ; [16.04494382 25.95505618],0
b4,1,0.986603,0.000282,[171 120] ; [98 69],[170.91484716 120.08515284] ; [98.08515284 68.91484716],0
