Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000176,14.072237,[ 2 15] ; [11  3],[7.12903226 9.87096774] ; [5.87096774 8.12903226],1
p2,1,0.014273,6.004002,[16  1] ; [8 6],[13.16129032  3.83870968] ; [10.83870968  3.16129032],0
a4,1,0.022183,5.231398,[ 3 14] ; [8 6],[ 6.03225806 10.96774194] ; [4.96774194 9.03225806],0
n5,1,0.025185,5.011154,[9 8] ; [ 2 12],[ 6.03225806 10.96774194] ; [4.96774194 9.03225806],0
b3,1,0.032924,4.549715,[1 9] ; [5 4],[3.15789474 6.84210526] ; [2.84210526 6.15789474],0
b2,1,0.032924,4.549715,[1 9] ; [5 4],[3.15789474 6.84210526] ; [2.84210526 6.15789474],0
a3,1,0.035748,4.409089,[ 7 10] ; [11  3],[9.87096774 7.12903226] ; [8.12903226 5.87096774],0
d3,1,0.052068,3.773589,[9 8] ; [12  2],[11.51612903  5.48387097] ; [9.48387097 4.51612903],0
a5,1,0.055861,3.656199,[ 4 13] ; [8 6],[ 6.58064516 10.41935484] ; [5.41935484 8.58064516],0
s6,1,0.068201,3.325792,[9 8] ; [11  2],[11.33333333  5.66666667] ; [8.66666667 4.33333333],0
p10,1,0.071254,3.253889,[7 9] ; [10  3],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
v4,1,0.101707,2.678571,[15  1] ; [10  4],[13.33333333  2.66666667] ; [11.66666667  2.33333333],0
p3,1,0.107957,2.583876,[ 6 11] ; [9 5],[8.22580645 8.77419355] ; [6.77419355 7.22580645],0
n1,1,0.118991,2.430556,[2 6] ; [4 2],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
s8,1,0.119437,2.424693,[ 5 12] ; [8 6],[7.12903226 9.87096774] ; [5.87096774 8.12903226],0
a6,1,0.119437,2.424693,[12  5] ; [6 8],[9.87096774 7.12903226] ; [8.12903226 5.87096774],0
n2,1,0.124283,2.3625,[7 1] ; [3 3],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
r2,1,0.140548,2.171946,[12  5] ; [12  1],[13.6  3.4] ; [10.4  2.6],0
s3,1,0.183416,1.76973,[11  6] ; [12  2],[12.61290323  4.38709677] ; [10.38709677  3.61290323],0
v3,1,0.197213,1.662896,[ 2 15] ; [4 9],[ 3.4 13.6] ; [ 2.6 10.4],0
b1,1,0.20009,1.641719,[ 7 10] ; [9 5],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
p11,1,0.20009,1.641719,[10  7] ; [5 9],[8.22580645 8.77419355] ; [6.77419355 7.22580645],0
p4,1,0.241529,1.371646,[ 5 12] ; [7 7],[ 6.58064516 10.41935484] ; [5.41935484 8.58064516],0
v2,1,0.345702,0.889173,[ 5 12] ; [6 7],[ 6.23333333 10.76666667] ; [4.76666667 8.23333333],0
b4,1,0.376017,0.783683,[ 7 10] ; [8 6],[8.22580645 8.77419355] ; [6.77419355 7.22580645],0
b5,1,0.376017,0.783683,[10  7] ; [6 8],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
p1,1,0.430955,0.620248,[ 1 16] ; [ 2 12],[ 1.64516129 15.35483871] ; [ 1.35483871 12.64516129],0
u1,1,0.430955,0.620248,[ 1 16] ; [ 2 12],[ 1.64516129 15.35483871] ; [ 1.35483871 12.64516129],0
s2,1,0.465411,0.53285,[10  7] ; [10  4],[10.96774194  6.03225806] ; [9.03225806 4.96774194],0
s5,1,0.508332,0.4375,[ 6 10] ; [6 6],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
p8,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
p6,1,0.695627,0.153061,[8 8] ; [8 6],[8.53333333 7.46666667] ; [7.46666667 6.53333333],0
r3,1,0.743421,0.107143,[13  3] ; [12  2],[13.33333333  2.66666667] ; [11.66666667  2.33333333],0
s7,1,0.798977,0.064857,[10  7] ; [7 4],[10.32142857  6.67857143] ; [6.67857143 4.32142857],0
r1,1,0.815032,0.054728,[9 8] ; [8 6],[9.32258065 7.67741935] ; [7.67741935 6.32258065],0
n4,1,0.815032,0.054728,[8 9] ; [6 8],[7.67741935 9.32258065] ; [6.32258065 7.67741935],0
p7,1,0.836687,0.042491,[8 7] ; [8 6],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
a7,1,0.87046,0.026593,[9 8] ; [7 7],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
n3,1,0.872081,0.025926,[5 3] ; [4 2],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
p9,1,0.957675,0.002817,[10  6] ; [8 5],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
v1,1,0.980588,0.000592,[ 6 11] ; [5 9],[ 6.03225806 10.96774194] ; [4.96774194 9.03225806],0
r4,1,0.980588,0.000592,[11  6] ; [9 5],[10.96774194  6.03225806] ; [9.03225806 4.96774194],0
