Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.3e-05,16.7465,[ 86 187] ; [42 31],[100.99421965 172.00578035] ; [27.00578035 45.99421965],1
p5,1,0.373077,0.793389,[ 19 257] ; [ 3 71],[ 17.34857143 258.65142857] ; [ 4.65142857 69.34857143],0
s5,1,0.373996,0.790344,[ 46 224] ; [ 9 62],[ 43.5483871 226.4516129] ; [11.4516129 59.5483871],0
a1,1,0.398893,0.71166,[ 12 266] ; [ 5 70],[ 13.38810198 264.61189802] ; [ 3.61189802 71.38810198],0
a4,1,0.407165,0.687063,[112 165] ; [26 48],[108.90598291 168.09401709] ; [29.09401709 44.90598291],0
b5,1,0.439951,0.596411,[173 105] ; [43 32],[170.10764873 107.89235127] ; [45.89235127 29.10764873],0
d2,1,0.45199,0.565657,[115 160] ; [35 40],[117.85714286 157.14285714] ; [32.14285714 42.85714286],0
p11,1,0.464421,0.535219,[201  77] ; [51 24],[198.45892351  79.54107649] ; [53.54107649 21.45892351],0
p9,1,0.500373,0.454146,[200  73] ; [52 23],[197.68965517  75.31034483] ; [54.31034483 20.68965517],0
v1,1,0.503751,0.447025,[121 155] ; [28 43],[118.5129683 157.4870317] ; [30.4870317 40.5129683],0
u2,1,0.54281,0.370356,[50 57] ; [13 19],[48.49640288 58.50359712] ; [14.50359712 17.49640288],0
n5,1,0.544199,0.367813,[183  92] ; [52 22],[185.17191977  89.82808023] ; [49.82808023 24.17191977],0
v2,1,0.549513,0.35819,[131 136] ; [32 39],[128.76035503 138.23964497] ; [34.23964497 36.76035503],0
b2,1,0.554254,0.349751,[ 54 100] ; [13 30],[ 52.37563452 101.62436548] ; [14.62436548 28.37563452],0
b3,1,0.554254,0.349751,[ 54 100] ; [13 30],[ 52.37563452 101.62436548] ; [14.62436548 28.37563452],0
d4,1,0.561862,0.336491,[205  72] ; [53 22],[203.02840909  73.97159091] ; [54.97159091 20.02840909],0
r2,1,0.643201,0.214581,[242  31] ; [67  7],[243.1037464  29.8962536] ; [65.8962536  8.1037464],0
s4,1,0.649874,0.206059,[ 28 247] ; [ 9 66],[ 29.07142857 245.92857143] ; [ 7.92857143 67.07142857],0
a3,1,0.650142,0.205721,[169 108] ; [43 31],[167.3048433 109.6951567] ; [44.6951567 29.3048433],0
d3,1,0.670336,0.18121,[170 107] ; [44 31],[168.40340909 108.59659091] ; [45.59659091 29.40340909],0
v4,1,0.672965,0.178153,[245  32] ; [65 10],[243.94886364  33.05113636] ; [66.05113636  8.94886364],0
a8,1,0.679177,0.171054,[ 28 223] ; [ 7 67],[ 27.03076923 223.96923077] ; [ 7.96923077 66.03076923],0
a6,1,0.681171,0.16881,[182  96] ; [51 24],[183.49575071  94.50424929] ; [49.50424929 25.49575071],0
n4,1,0.686441,0.162965,[189  88] ; [53 22],[190.4375  86.5625] ; [51.5625 23.4375],0
p10,1,0.695836,0.15284,[183  89] ; [48 26],[181.59537572  90.40462428] ; [49.40462428 24.59537572],0
n1,1,0.698535,0.15,[26 54] ; [ 6 10],[26.66666667 53.33333333] ; [ 5.33333333 10.66666667],0
u3,1,0.712398,0.135893,[50 58] ; [16 16],[50.91428571 57.08571429] ; [15.08571429 16.91428571],0
n6,1,0.719221,0.12924,[208  68] ; [55 20],[206.8034188  69.1965812] ; [56.1965812 18.8034188],0
s1,1,0.72758,0.121345,[  9 266] ; [ 3 70],[  9.48275862 265.51724138] ; [ 2.51724138 70.48275862],0
p4,1,0.745436,0.105406,[121 154] ; [31 43],[119.77077364 155.22922636] ; [32.22922636 41.77077364],0
p3,1,0.754504,0.097785,[ 99 177] ; [28 46],[100.14857143 175.85142857] ; [26.85142857 47.14857143],0
v3,1,0.782909,0.075917,[ 74 193] ; [22 53],[ 74.94736842 192.05263158] ; [21.05263158 53.94736842],0
p12,1,0.806934,0.059723,[  9 267] ; [ 2 72],[  8.67428571 267.32571429] ; [ 2.32571429 71.67428571],0
p8,1,0.893104,0.018057,[120 152] ; [32 42],[119.49132948 152.50867052] ; [32.50867052 41.49132948],0
b1,1,0.900934,0.015496,[109 169] ; [30 45],[109.4674221 168.5325779] ; [29.5325779 45.4674221],0
