Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.971592,[96  2] ; [20 13],[86.77862595 11.22137405] ; [29.22137405  3.77862595],1
a3,1,4.9e-05,16.469232,[70 26] ; [11 22],[60.27906977 35.72093023] ; [20.72093023 12.27906977],1
a5,1,0.000241,13.483792,[73 25] ; [13 20],[64.33587786 33.66412214] ; [21.66412214 11.33587786],1
d1,1,0.001523,10.050766,[55 43] ; [ 8 25],[47.12977099 50.87022901] ; [15.87022901 17.12977099],0
s6,1,0.003831,8.362161,[63 34] ; [11 20],[56.078125 40.921875] ; [17.921875 13.078125],0
d2,1,0.008327,6.96183,[43 55] ; [ 6 27],[36.65648855 61.34351145] ; [12.34351145 20.65648855],0
v2,1,0.016086,5.793446,[52 41] ; [10 22],[46.128 46.872] ; [15.872 16.128],0
s5,1,0.017314,5.664307,[34 62] ; [ 4 27],[28.72440945 67.27559055] ; [ 9.27559055 21.72440945],0
r2,1,0.025519,4.988346,[94  4] ; [27  5],[91.21538462  6.78461538] ; [29.78461538  2.21538462],0
d4,1,0.0262,4.942768,[76 22] ; [19 14],[71.06870229 26.93129771] ; [23.93129771  9.06870229],0
b1,1,0.030275,4.693619,[38 60] ; [ 6 27],[32.91603053 65.08396947] ; [11.08396947 21.91603053],0
a8,1,0.030741,4.667345,[19 71] ; [ 1 27],[15.25423729 74.74576271] ; [ 4.74576271 23.25423729],0
a4,1,0.035256,4.432734,[37 60] ; [ 6 27],[32.08461538 64.91538462] ; [10.91538462 22.08461538],0
v1,1,0.035403,4.42561,[47 48] ; [ 9 23],[41.88976378 53.11023622] ; [14.11023622 17.88976378],0
s8,1,0.035939,4.400011,[44 54] ; [ 8 25],[38.90076336 59.09923664] ; [13.09923664 19.90076336],0
s3,1,0.048665,3.88688,[54 42] ; [12 21],[49.11627907 46.88372093] ; [16.88372093 16.11627907],0
a6,1,0.052527,3.758895,[68 29] ; [17 16],[63.42307692 33.57692308] ; [21.57692308 11.42307692],0
p7,1,0.05302,3.743277,[69 25] ; [17 14],[64.672 29.328] ; [21.328  9.672],0
s7,1,0.071101,3.257413,[44 51] ; [ 9 23],[39.64566929 55.35433071] ; [13.35433071 18.64566929],0
d5,1,0.076329,3.141374,[75 23] ; [20 13],[71.06870229 26.93129771] ; [23.93129771  9.06870229],0
n1,1,0.081823,3.028309,[10 10] ; [2 9],[ 7.74193548 12.25806452] ; [4.25806452 6.74193548],0
s4,1,0.108563,2.575023,[10 87] ; [ 7 26],[12.68461538 84.31538462] ; [ 4.31538462 28.68461538],0
p2,1,0.117334,2.452546,[85 13] ; [24  8],[82.16923077 15.83076923] ; [26.83076923  5.16923077],0
a2,1,0.139411,2.184449,[20 78] ; [ 3 30],[17.20610687 80.79389313] ; [ 5.79389313 27.20610687],0
p5,1,0.152319,2.048875,[ 5 93] ; [ 4 28],[ 6.78461538 91.21538462] ; [ 2.21538462 29.78461538],0
a7,1,0.186318,1.746496,[74 24] ; [21 12],[71.06870229 26.93129771] ; [23.93129771  9.06870229],0
u3,1,0.196005,1.671891,[14 14] ; [ 7 15],[11.76 16.24] ; [ 9.24 12.76],0
u1,1,0.212006,1.557675,[14 84] ; [ 2 31],[11.96946565 86.03053435] ; [ 4.03053435 28.96946565],0
