Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,59.73325,[270   9] ; [52 25],[252.35393258  26.64606742] ; [69.64606742  7.35393258],1
p9,1,0.0,50.403381,[238  39] ; [35 39],[215.44444444  61.55555556] ; [57.55555556 16.44444444],1
v4,1,0.0,48.135854,[268  12] ; [53 24],[251.76470588  28.23529412] ; [69.23529412  7.76470588],1
r4,1,0.0,42.012185,[256  25] ; [47 30],[237.82960894  43.17039106] ; [65.17039106 11.82960894],1
p4,1,0.0,41.45997,[173 107] ; [15 60],[148.28169014 131.71830986] ; [39.71830986 35.28169014],1
p10,1,0.0,41.025578,[226  50] ; [34 41],[204.44444444  71.55555556] ; [55.55555556 19.44444444],1
p7,1,0.0,40.641242,[187  90] ; [20 55],[162.89488636 114.10511364] ; [44.10511364 30.89488636],1
p11,1,0.0,36.227079,[237  44] ; [40 37],[217.42178771  63.57821229] ; [59.57821229 17.42178771],1
p8,1,0.0,35.782815,[158 114] ; [15 62],[134.83094556 137.16905444] ; [38.16905444 38.83094556],1
v1,1,0.0,28.350763,[154 121] ; [16 59],[133.57142857 141.42857143] ; [36.42857143 38.57142857],1
p6,1,9e-06,19.813108,[103 173] ; [ 8 68],[ 87.03409091 188.96590909] ; [23.96590909 52.03409091],1
a1,1,2.7e-05,17.607427,[  7 274] ; [11 66],[ 14.12849162 266.87150838] ; [ 3.87150838 73.12849162],1
d5,1,6.9e-05,15.842353,[234  47] ; [48 29],[221.34636872  59.65363128] ; [60.65363128 16.34636872],1
r1,1,0.000263,13.318717,[223  56] ; [46 31],[210.81741573  68.18258427] ; [58.18258427 18.81741573],1
p3,1,0.001763,9.781439,[144 137] ; [24 53],[131.86592179 149.13407821] ; [36.13407821 40.86592179],0
v2,1,0.002075,9.481731,[153 117] ; [27 47],[141.27906977 128.72093023] ; [38.72093023 35.27906977],0
s6,1,0.00309,8.753831,[138 137] ; [24 53],[126.5625 148.4375] ; [35.4375 41.5625],0
b1,1,0.006391,7.436661,[ 98 183] ; [40 37],[108.31843575 172.68156425] ; [29.68156425 47.31843575],0
n6,1,0.007756,7.089,[240  41] ; [55 21],[232.19887955  48.80112045] ; [62.80112045 13.19887955],0
b5,1,0.009401,6.745048,[174 107] ; [35 42],[164.04748603 116.95251397] ; [44.95251397 32.04748603],0
d3,1,0.021717,5.26828,[186  95] ; [40 37],[177.39106145 103.60893855] ; [48.60893855 28.39106145],0
r2,1,0.025816,4.968329,[258  19] ; [62 11],[253.25714286  23.74285714] ; [66.74285714  6.25714286],0
n3,1,0.034325,4.47844,[43 12] ; [15 12],[38.90243902 16.09756098] ; [19.09756098  7.90243902],0
a5,1,0.053766,3.719935,[210  71] ; [49 28],[203.29329609  77.70670391] ; [55.70670391 21.29329609],0
u4,1,0.05592,3.654432,[  1 280] ; [ 2 75],[  2.3547486 278.6452514] ; [ 0.6452514 76.3547486],0
n1,1,0.059272,3.557625,[20 34] ; [17 12],[24.07228916 29.92771084] ; [12.92771084 16.07228916],0
a7,1,0.066722,3.361868,[198  82] ; [46 31],[191.37254902  88.62745098] ; [52.62745098 24.37254902],0
u2,1,0.086315,2.94179,[47 42] ; [10 19],[42.99152542 46.00847458] ; [14.00847458 14.99152542],0
u3,1,0.125458,2.347824,[44 45] ; [10 20],[40.38655462 48.61344538] ; [13.61344538 16.38655462],0
d4,1,0.153024,2.041846,[215  65] ; [53 24],[210.19607843  69.80392157] ; [57.80392157 19.19607843],0
s1,1,0.17159,1.868997,[  4 273] ; [ 3 74],[  5.47740113 271.52259887] ; [ 1.52259887 75.47740113],0
a6,1,0.247105,1.339599,[205  76] ; [51 26],[200.93854749  80.06145251] ; [55.06145251 21.93854749],0
s7,1,0.252358,1.310204,[ 77 185] ; [17 58],[ 73.08011869 188.91988131] ; [20.91988131 54.08011869],0
v3,1,0.293798,1.102136,[102 172] ; [23 52],[ 98.13753582 175.86246418] ; [26.86246418 48.13753582],0
s5,1,0.304491,1.05442,[ 55 218] ; [11 63],[ 51.92507205 221.07492795] ; [14.07492795 59.92507205],0
s3,1,0.321309,0.98361,[ 71 207] ; [15 60],[ 67.72804533 210.27195467] ; [18.27195467 56.72804533],0
b3,1,0.321968,0.980934,[ 64 108] ; [25 31],[ 67.14035088 104.85964912] ; [21.85964912 34.14035088],0
b2,1,0.321968,0.980934,[ 64 108] ; [25 31],[ 67.14035088 104.85964912] ; [21.85964912 34.14035088],0
a3,1,0.364029,0.823945,[191  89] ; [47 28],[187.71830986  92.28169014] ; [50.28169014 24.71830986],0
d1,1,0.376155,0.78323,[151 130] ; [37 40],[147.56424581 133.43575419] ; [40.43575419 36.56424581],0
b4,1,0.376438,0.782302,[169 112] ; [42 35],[165.61731844 115.38268156] ; [45.38268156 31.61731844],0
p5,1,0.560322,0.339148,[ 32 248] ; [ 7 70],[ 30.58823529 249.41176471] ; [ 8.41176471 68.58823529],0
n2,1,0.598186,0.277741,[38 18] ; [22  8],[39.06976744 16.93023256] ; [20.93023256  9.06976744],0
s8,1,0.608861,0.261836,[ 77 202] ; [19 58],[ 75.23595506 203.76404494] ; [20.76404494 56.23595506],0
s4,1,0.75699,0.09575,[ 23 257] ; [ 7 68],[ 23.66197183 256.33802817] ; [ 6.33802817 68.66197183],0
a8,1,0.760833,0.092651,[ 35 214] ; [11 60],[ 35.79375 213.20625] ; [10.20625 60.79375],0
d2,1,0.766161,0.088447,[129 151] ; [36 39],[130.14084507 149.85915493] ; [34.85915493 40.14084507],0
p1,1,0.812209,0.056443,[ 28 252] ; [ 7 70],[ 27.45098039 252.54901961] ; [ 7.54901961 69.45098039],0
a4,1,0.922068,0.009571,[121 158] ; [33 42],[121.37288136 157.62711864] ; [32.62711864 42.37288136],0
a2,1,0.923981,0.009105,[ 57 224] ; [16 61],[ 57.29888268 223.70111732] ; [15.70111732 61.29888268],0
u1,1,0.927322,0.00832,[ 39 242] ; [11 66],[ 39.24581006 241.75418994] ; [10.75418994 66.24581006],0
n5,1,0.927344,0.008315,[227  52] ; [63 14],[227.2752809  51.7247191] ; [62.7247191 14.2752809],0
p12,1,0.934241,0.006808,[ 15 261] ; [ 4 73],[ 14.85552408 261.14447592] ; [ 4.14447592 72.85552408],0
