Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.86985,[ 7 60] ; [251  89],[42.47174447 24.52825553] ; [215.52825553 124.47174447],1
d4,1,0.0,67.611142,[35 32] ; [311  29],[56.95823096 10.04176904] ; [289.04176904  50.95823096],1
d3,1,1.7e-05,18.467587,[34 33] ; [260  80],[48.3980344 18.6019656] ; [245.6019656  94.3980344],1
a4,1,4.1e-05,16.824991,[18 47] ; [188 151],[33.14356436 31.85643564] ; [172.85643564 166.14356436],1
d2,1,7.3e-05,15.72876,[20 47] ; [191 148],[34.82019704 32.17980296] ; [176.17980296 162.82019704],1
a5,1,9.4e-05,15.253148,[42 25] ; [284  56],[53.66584767 13.33415233] ; [272.33415233  67.66584767],1
u1,1,0.000104,15.063418,[ 3 64] ; [ 89 251],[15.14496314 51.85503686] ; [ 76.85503686 263.14496314],1
p4,1,0.00053,12.005562,[31 35] ; [233 104],[43.23573201 22.76426799] ; [220.76426799 116.23573201],1
p1,1,0.000769,11.314153,[14 52] ; [ 26 312],[ 6.53465347 59.46534653] ; [ 33.46534653 304.53465347],1
a2,1,0.002443,9.182857,[ 9 58] ; [108 232],[19.26044226 47.73955774] ; [ 97.73955774 242.26044226],0
p2,1,0.003678,8.436489,[50 16] ; [299  37],[57.29850746  8.70149254] ; [291.70149254  44.29850746],0
s5,1,0.006042,7.537604,[15 48] ; [139 190],[24.75 38.25] ; [129.25 199.75],0
p9,1,0.006169,7.500287,[51 15] ; [298  35],[57.72932331  8.27067669] ; [291.27067669  41.72932331],0
p3,1,0.006696,7.352754,[26 40] ; [194 143],[36.02977667 29.97022333] ; [183.97022333 153.02977667],0
a3,1,0.025301,5.003151,[44 22] ; [268  70],[50.97029703 15.02970297] ; [261.02970297  76.97029703],0
p10,1,0.027261,4.874212,[49 16] ; [288  46],[54.89974937 10.10025063] ; [282.10025063  51.89974937],0
s1,1,0.027747,4.84371,[ 5 60] ; [  8 326],[ 2.11779449 62.88220551] ; [ 10.88220551 323.11779449],0
n4,1,0.045015,4.01807,[49 18] ; [283  56],[54.78817734 12.21182266] ; [277.21182266  61.78817734],0
s6,1,0.060741,3.517037,[40 25] ; [244  90],[46.26566416 18.73433584] ; [237.73433584  96.26566416],0
r3,1,0.072003,3.236749,[63  4] ; [332   7],[65.18472906  1.81527094] ; [329.81527094   9.18472906],0
s8,1,0.088864,2.894826,[28 38] ; [181 155],[34.31343284 31.68656716] ; [174.68656716 161.31343284],0
v4,1,0.112051,2.52505,[63  4] ; [330   8],[65.01481481  1.98518519] ; [327.98518519  10.01481481],0
a7,1,0.130492,2.286638,[44 23] ; [253  86],[49.01231527 17.98768473] ; [247.98768473  91.01231527],0
n5,1,0.132412,2.263993,[50 17] ; [278  59],[54.3960396 12.6039604] ; [273.6039604  63.3960396],0
v2,1,0.138938,2.189679,[39 25] ; [232  98],[44.02030457 19.97969543] ; [226.97969543 103.02030457],0
p7,1,0.141032,2.166667,[40 25] ; [230  95],[45. 20.] ; [225. 100.],0
a6,1,0.171312,1.871422,[42 25] ; [241  98],[46.70197044 20.29802956] ; [236.29802956 102.70197044],0
r2,1,0.171855,1.866688,[64  3] ; [331   6],[65.50742574  1.49257426] ; [329.49257426   7.50742574],0
s2,1,0.173462,1.852765,[30 34] ; [188 147],[34.96741855 29.03258145] ; [183.03258145 151.96741855],0
p6,1,0.188058,1.732769,[23 41] ; [148 182],[27.77664975 36.22335025] ; [143.22335025 186.77664975],0
v3,1,0.201998,1.627867,[29 38] ; [169 157],[33.75572519 33.24427481] ; [164.24427481 161.75572519],0
s4,1,0.273944,1.196893,[ 7 59] ; [ 53 281],[ 9.9 56.1] ; [ 50.1 283.9],0
s3,1,0.284398,1.145953,[40 24] ; [184 149],[36.11083123 27.88916877] ; [187.88916877 145.11083123],0
b1,1,0.292651,1.107386,[29 38] ; [124 216],[25.18673219 41.81326781] ; [127.81326781 212.18673219],0
n3,1,0.313137,1.017396,[7 4] ; [49 14],[8.32432432 2.67567568] ; [47.67567568 15.32432432],0
n2,1,0.317512,0.999167,[10  1] ; [49 14],[8.77027027 2.22972973] ; [50.22972973 12.77027027],0
b3,1,0.42964,0.623797,[24 26] ; [ 90 125],[21.50943396 28.49056604] ; [ 92.49056604 122.50943396],0
b2,1,0.42964,0.623797,[24 26] ; [ 90 125],[21.50943396 28.49056604] ; [ 92.49056604 122.50943396],0
p12,1,0.472493,0.516139,[ 5 61] ; [ 35 299],[ 6.6 59.4] ; [ 33.4 300.6],0
n6,1,0.520126,0.413643,[55 11] ; [291  46],[56.66501241  9.33498759] ; [289.33498759  47.66501241],0
b5,1,0.522657,0.408646,[40 27] ; [217 123],[42.30712531 24.69287469] ; [214.69287469 125.30712531],0
p8,1,0.56657,0.328455,[36 29] ; [196 135],[38.08080808 26.91919192] ; [193.91919192 137.08080808],0
p11,1,0.604254,0.268627,[56 11] ; [275  65],[54.48894349 12.51105651] ; [276.51105651  63.48894349],0
u3,1,0.611218,0.258405,[14  9] ; [48 24],[15.01052632  7.98947368] ; [46.98947368 25.01052632],0
a8,1,0.631386,0.230185,[ 9 52] ; [ 52 249],[10.27900552 50.72099448] ; [ 50.72099448 250.27900552],0
r4,1,0.706532,0.141766,[64  3] ; [328  12],[64.53071253  2.46928747] ; [327.46928747  12.53071253],0
a1,1,0.713283,0.13502,[ 3 64] ; [ 19 321],[ 3.62162162 63.37837838] ; [ 18.37837838 321.62162162],0
s7,1,0.725487,0.123296,[34 31] ; [175 145],[35.28571429 29.71428571] ; [173.71428571 146.28571429],0
u2,1,0.917768,0.01066,[13 10] ; [41 30],[13.21276596  9.78723404] ; [40.78723404 30.21276596],0
p5,1,0.968842,0.001526,[ 9 56] ; [ 47 288],[ 9.1 55.9] ; [ 46.9 288.1],0
n1,1,0.971726,0.001256,[5 6] ; [29 34],[5.05405405 5.94594595] ; [28.94594595 34.05405405],0
u4,1,0.98451,0.000377,[ 2 65] ; [ 10 330],[ 1.97542998 65.02457002] ; [ 10.02457002 329.97542998],0
b4,1,0.999466,0.0,[40 27] ; [203 137],[40.002457 26.997543] ; [202.997543 137.002457],0
