Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,84.339544,[270  48] ; [44 66],[233.29906542  84.70093458] ; [80.70093458 29.29906542],1
n6,1,0.0,35.948027,[287  31] ; [74 38],[266.97209302  51.02790698] ; [94.02790698 17.97209302],1
a5,1,0.000133,14.602757,[246  74] ; [65 47],[230.37037037  89.62962963] ; [80.62962963 31.37037037],1
r4,1,0.000415,12.463486,[288  32] ; [86 26],[277.03703704  42.96296296] ; [96.96296296 15.03703704],1
r1,1,0.00103,10.773454,[256  63] ; [72 39],[243.33023256  75.66976744] ; [84.66976744 26.33023256],0
p11,1,0.001545,10.024649,[274  46] ; [81 31],[262.96296296  57.03703704] ; [92.03703704 19.96296296],0
p4,1,0.002046,9.507884,[200 119] ; [51 60],[186.20697674 132.79302326] ; [64.79302326 46.20697674],0
a2,1,0.004345,8.133772,[ 78 242] ; [13 99],[ 67.40740741 252.59259259] ; [23.59259259 88.40740741],0
r2,1,0.004746,7.973927,[300  15] ; [97 14],[293.55633803  21.44366197] ; [103.44366197   7.55633803],0
a8,1,0.00632,7.456715,[ 48 251] ; [  6 101],[ 39.76847291 259.23152709] ; [14.23152709 92.76847291],0
a4,1,0.006741,7.340677,[147 173] ; [35 77],[134.81481481 185.18518519] ; [47.18518519 64.81481481],0
p3,1,0.007183,7.226565,[158 161] ; [39 73],[145.80742459 173.19257541] ; [51.19257541 60.80742459],0
d1,1,0.007477,7.154601,[184 136] ; [48 64],[171.85185185 148.14814815] ; [60.14814815 51.85185185],0
a3,1,0.007533,7.141375,[232  88] ; [66 46],[220.74074074  99.25925926] ; [77.25925926 34.74074074],0
d2,1,0.008656,6.892492,[151 168] ; [37 75],[139.14617169 179.85382831] ; [48.85382831 63.14617169],0
d5,1,0.013488,6.103907,[263  57] ; [79 32],[253.92111369  66.07888631] ; [88.07888631 22.92111369],0
s7,1,0.018467,5.55129,[150 157] ; [39 70],[139.47836538 167.52163462] ; [49.52163462 59.47836538],0
p2,1,0.023641,5.120763,[278  40] ; [88 24],[270.66976744  47.33023256] ; [95.33023256 16.66976744],0
u1,1,0.035372,4.427104,[ 55 265] ; [ 10 102],[ 48.14814815 271.85185185] ; [16.85185185 95.14814815],0
s6,1,0.040326,4.204111,[221  93] ; [67 45],[212.28169014 101.71830986] ; [75.71830986 36.28169014],0
s4,1,0.046121,3.977187,[ 59 256] ; [31 81],[ 66.39344262 248.60655738] ; [23.60655738 88.39344262],0
p9,1,0.050328,3.830493,[302  17] ; [100  12],[297.53596288  21.46403712] ; [104.46403712   7.53596288],0
