Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,266.23982,[451  17] ; [17 49],[410.15730337  57.84269663] ; [57.84269663  8.15730337],1
r3,1,0.0,72.411275,[452  15] ; [47 21],[435.57570093  31.42429907] ; [63.42429907  4.57570093],1
p2,1,0.0,65.60632,[405  63] ; [31 37],[380.68656716  87.31343284] ; [55.31343284 12.68656716],1
v4,1,0.0,58.948844,[451  14] ; [49 18],[437.03007519  27.96992481] ; [62.96992481  4.03007519],1
r4,1,0.0,58.727625,[430  39] ; [40 28],[410.48417132  58.51582868] ; [59.51582868  8.48417132],1
n6,1,0.0,50.585984,[414  51] ; [38 30],[394.33395872  70.66604128] ; [57.66604128 10.33395872],1
p8,1,0.0,35.195012,[255 207] ; [11 56],[232.3100189 229.6899811] ; [33.6899811 33.3100189],1
r2,1,0.0,29.843539,[445  18] ; [53 14],[435.04528302  27.95471698] ; [62.95471698  4.04528302],1
v2,1,3e-06,22.005961,[272 179] ; [20 47],[254.23166023 196.76833977] ; [37.76833977 29.23166023],1
p7,1,5e-06,20.985816,[293 162] ; [24 44],[275.78393881 179.21606119] ; [41.21606119 26.78393881],1
r1,1,6e-06,20.576803,[376  91] ; [38 30],[361.37943925 105.62056075] ; [52.62056075 15.37943925],1
s8,1,5.7e-05,16.188619,[206 260] ; [12 54],[190.95488722 275.04511278] ; [27.04511278 38.95488722],1
v1,1,6e-05,16.095932,[254 204] ; [20 48],[238.57794677 219.42205323] ; [35.42205323 32.57794677],1
a6,1,0.000196,13.865791,[330 138] ; [32 35],[316.66542056 151.33457944] ; [45.33457944 21.66542056],1
p4,1,0.0003,13.070023,[279 186] ; [25 43],[265.21575985 199.78424015] ; [38.78424015 29.21575985],1
d3,1,0.000302,13.06035,[339 129] ; [34 33],[326.28785047 141.71214953] ; [46.71214953 20.28785047],1
a7,1,0.000342,12.827435,[358 111] ; [38 30],[345.8547486 123.1452514] ; [50.1452514 17.8547486],1
s6,1,0.000634,11.673576,[321 140] ; [32 34],[308.79127135 152.20872865] ; [44.20872865 21.79127135],1
s5,1,0.000824,11.186147,[162 289] ; [10 56],[150.04255319 300.95744681] ; [21.95744681 44.04255319],1
s2,1,0.000864,11.099439,[240 225] ; [20 47],[227.2556391 237.7443609] ; [32.7443609 34.2556391],1
a1,1,0.001252,10.412319,[ 12 457] ; [ 7 61],[ 16.59404097 452.40595903] ; [ 2.40595903 65.59404097],0
p6,1,0.002292,9.299399,[165 299] ; [11 55],[154.08301887 309.91698113] ; [21.91698113 44.08301887],0
n2,1,0.005291,7.777261,[79 23] ; [16 15],[72.85714286 29.14285714] ; [22.14285714  8.85714286],0
d1,1,0.005715,7.637927,[283 186] ; [29 39],[272.49162011 196.50837989] ; [39.50837989 28.49162011],0
n5,1,0.007015,7.269106,[352 113] ; [41 27],[342.86116323 122.13883677] ; [50.13883677 17.86116323],0
s7,1,0.007801,7.078588,[220 230] ; [18 41],[210.41257367 239.58742633] ; [27.58742633 31.41257367],0
a5,1,0.008226,6.983634,[342 127] ; [39 29],[332.75418994 136.24581006] ; [48.24581006 19.75418994],0
s1,1,0.012637,6.219293,[ 13 450] ; [ 6 62],[ 16.56685499 446.43314501] ; [ 2.43314501 65.56685499],0
v3,1,0.016429,5.756401,[186 266] ; [16 47],[177.28932039 274.71067961] ; [24.71067961 38.28932039],0
d4,1,0.019307,5.473465,[389  79] ; [47 19],[382.11235955  85.88764045] ; [53.88764045 12.11235955],0
p12,1,0.025052,5.020259,[ 45 423] ; [ 1 67],[ 40.1641791 427.8358209] ; [ 5.8358209 62.1641791],0
s3,1,0.029042,4.765098,[252 210] ; [27 40],[243.66351607 218.33648393] ; [35.33648393 31.66351607],0
n4,1,0.052715,3.752919,[361 108] ; [45 23],[354.58845438 114.41154562] ; [51.41154562 16.58845438],0
d5,1,0.053116,3.740272,[388  80] ; [49 18],[382.2728972  85.7271028] ; [54.7271028 12.2728972],0
a3,1,0.07091,3.261831,[320 148] ; [39 29],[313.45522388 154.54477612] ; [45.54477612 22.45522388],0
p5,1,0.079006,3.085231,[ 54 413] ; [ 3 64],[ 49.84831461 417.15168539] ; [ 7.15168539 59.84831461],0
p3,1,0.086402,2.940155,[224 244] ; [25 43],[217.41044776 250.58955224] ; [31.58955224 36.41044776],0
n3,1,0.098426,2.730862,[74 28] ; [17 13],[70.31818182 31.68181818] ; [20.68181818  9.31818182],0
n1,1,0.102654,2.663826,[30 72] ; [14 17],[33.7443609 68.2556391] ; [10.2556391 20.7443609],0
u2,1,0.197945,1.657469,[83 65] ; [12 16],[79.88636364 68.11363636] ; [15.11363636 12.88636364],0
u1,1,0.253814,1.302188,[ 81 388] ; [ 8 60],[ 77.72998138 391.27001862] ; [11.27001862 56.72998138],0
b2,1,0.34623,0.887227,[106 164] ; [14 30],[103.18471338 166.81528662] ; [16.81528662 27.18471338],0
b3,1,0.34623,0.887227,[106 164] ; [14 30],[103.18471338 166.81528662] ; [16.81528662 27.18471338],0
b5,1,0.532444,0.389724,[292 177] ; [45 23],[294.32588454 174.67411546] ; [42.67411546 25.32588454],0
d2,1,0.624936,0.23899,[204 262] ; [31 35],[205.84586466 260.15413534] ; [29.15413534 36.84586466],0
a4,1,0.700572,0.147878,[191 277] ; [29 38],[192.44859813 275.55140187] ; [27.55140187 39.44859813],0
a8,1,0.725097,0.123661,[ 55 372] ; [ 7 55],[ 54.1390593 372.8609407] ; [ 7.8609407 54.1390593],0
b4,1,0.788999,0.071615,[277 192] ; [39 29],[275.98510242 193.01489758] ; [40.01489758 27.98510242],0
a2,1,0.85881,0.031644,[101 368] ; [14 54],[100.43761639 368.56238361] ; [14.56238361 53.43761639],0
p1,1,0.922366,0.009497,[ 43 425] ; [ 6 62],[ 42.78358209 425.21641791] ; [ 6.21641791 61.78358209],0
s4,1,0.932031,0.007274,[ 88 376] ; [13 54],[ 88.25612053 375.74387947] ; [12.74387947 54.25612053],0
u3,1,0.981587,0.000533,[82 66] ; [16 13],[81.94350282 66.05649718] ; [16.05649718 12.94350282],0
