Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.000149,14.390592,[2 1] ; [ 4 67],[0.24324324 2.75675676] ; [ 5.75675676 65.24324324],1
a4,1,0.02252,5.205134,[2 1] ; [11 60],[0.52702703 2.47297297] ; [12.47297297 58.52702703],0
v4,1,0.063659,3.439384,[2 1] ; [66  4],[2.79452055 0.20547945] ; [65.20547945  4.79452055],0
a8,1,0.117351,2.452322,[1 2] ; [ 5 62],[0.25714286 2.74285714] ; [ 5.74285714 61.25714286],0
p6,1,0.330146,0.948324,[2 1] ; [27 43],[1.19178082 1.80821918] ; [27.80821918 42.19178082],0
s2,1,0.341113,0.906245,[2 1] ; [27 42],[1.20833333 1.79166667] ; [27.79166667 41.20833333],0
b4,1,0.462208,0.540541,[1 2] ; [39 32],[1.62162162 1.37837838] ; [38.37837838 32.62162162],0
s5,1,0.476713,0.506374,[1 1] ; [19 51],[0.55555556 1.44444444] ; [19.44444444 50.55555556],0
p8,1,0.507432,0.439359,[1 2] ; [37 33],[1.56164384 1.43835616] ; [36.43835616 33.56164384],0
s3,1,0.522718,0.408528,[2 1] ; [33 36],[1.45833333 1.54166667] ; [33.54166667 35.45833333],0
v3,1,0.587937,0.293578,[2 1] ; [36 35],[1.54054054 1.45945946] ; [36.45945946 34.54054054],0
p3,1,0.604919,0.267641,[2 1] ; [36 34],[1.56164384 1.43835616] ; [36.43835616 33.56164384],0
p11,1,0.614918,0.253076,[2 1] ; [56 15],[2.35135135 0.64864865] ; [55.64864865 15.35135135],0
r1,1,0.663197,0.189664,[2 1] ; [55 16],[2.31081081 0.68918919] ; [54.68918919 16.31081081],0
n5,1,0.674198,0.176731,[2 1] ; [54 16],[2.30136986 0.69863014] ; [53.69863014 16.30136986],0
b1,1,0.759044,0.094087,[1 2] ; [30 41],[1.25675676 1.74324324] ; [29.74324324 41.25675676],0
v1,1,0.780195,0.077877,[2 1] ; [41 29],[1.76712329 1.23287671] ; [41.23287671 28.76712329],0
s6,1,0.789328,0.071387,[1 1] ; [41 28],[1.18309859 0.81690141] ; [40.81690141 28.18309859],0
b2,1,0.860449,0.030907,[1 2] ; [12 30],[0.86666667 2.13333333] ; [12.13333333 29.86666667],0
b3,1,0.860449,0.030907,[1 2] ; [12 30],[0.86666667 2.13333333] ; [12.13333333 29.86666667],0
p7,1,0.986283,0.000296,[2 1] ; [47 23],[2.01369863 0.98630137] ; [46.98630137 23.01369863],0
