Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,135.758045,[27 56] ; [222  14],[64.78683386 18.21316614] ; [184.21316614  51.78683386],1
r3,1,0.0,39.969142,[58 25] ; [226  11],[73.6625  9.3375] ; [210.3375  26.6625],1
p11,1,0.0,37.107251,[37 47] ; [189  49],[58.95652174 25.04347826] ; [167.04347826  70.95652174],1
n6,1,0.0,25.910637,[56 28] ; [214  23],[70.65420561 13.34579439] ; [199.34579439  37.65420561],1
r4,1,1e-06,23.875051,[53 31] ; [208  30],[68.08695652 15.91304348] ; [192.91304348  45.08695652],1
p2,1,1e-06,23.502682,[41 43] ; [182  54],[58.5375 25.4625] ; [164.4625  71.5375],1
s2,1,3.6e-05,17.05343,[24 58] ; [131 104],[40.09463722 41.90536278] ; [114.90536278 120.09463722],1
s8,1,5.9e-05,16.136465,[16 68] ; [104 134],[31.30434783 52.69565217] ; [ 88.69565217 149.30434783],1
v4,1,0.000166,14.178871,[64 19] ; [220  18],[73.43302181  9.56697819] ; [210.56697819  27.43302181],1
v2,1,0.000297,13.086279,[26 55] ; [126 101],[39.97402597 41.02597403] ; [112.02597403 114.97402597],1
s7,1,0.000487,12.162961,[23 57] ; [117 111],[36.36363636 43.63636364] ; [103.63636364 124.36363636],1
s6,1,0.000604,11.764697,[40 44] ; [162  74],[53.025 30.975] ; [148.975  87.025],1
p3,1,0.000662,11.592732,[17 67] ; [ 97 140],[29.8317757 54.1682243] ; [ 84.1682243 152.8317757],1
p4,1,0.000856,11.115714,[24 60] ; [118 120],[37.04347826 46.95652174] ; [104.95652174 133.04347826],1
v1,1,0.001054,10.730678,[27 56] ; [122 106],[39.76527331 43.23472669] ; [109.23472669 118.76527331],0
d3,1,0.001364,10.254519,[40 43] ; [161  76],[52.134375 30.865625] ; [148.865625  88.134375],0
a1,1,0.002361,9.245322,[11 73] ; [  9 229],[ 5.2173913 78.7826087] ; [ 14.7826087 223.2173913],0
r2,1,0.00246,9.170405,[69 14] ; [222  14],[75.71473354  7.28526646] ; [215.28526646  20.71473354],0
s3,1,0.003002,8.806249,[34 49] ; [140  94],[45.55835962 37.44164038] ; [128.44164038 105.55835962],0
d4,1,0.004508,8.066945,[52 29] ; [190  48],[61.44827586 19.55172414] ; [180.55172414  57.44827586],0
r1,1,0.004531,8.057683,[51 33] ; [182  55],[60.97196262 23.02803738] ; [172.02803738  64.97196262],0
p7,1,0.007092,7.249591,[24 59] ; [106 125],[34.36305732 48.63694268] ; [ 95.63694268 135.36305732],0
d5,1,0.00935,6.754733,[58 25] ; [198  40],[66.19314642 16.80685358] ; [189.80685358  48.19314642],0
d1,1,0.009923,6.648676,[35 49] ; [138 100],[45.13043478 38.86956522] ; [127.86956522 110.13043478],0
a5,1,0.011631,6.366204,[49 35] ; [174  64],[58.17391304 25.82608696] ; [164.82608696  73.17391304],0
n2,1,0.02036,5.380746,[23 16] ; [49 12],[28.08 10.92] ; [43.92 17.08],0
a7,1,0.02613,4.94739,[46 37] ; [164  74],[54.29906542 28.70093458] ; [155.70093458  82.29906542],0
n3,1,0.030443,4.684121,[21 16] ; [48 14],[25.78787879 11.21212121] ; [43.21212121 18.78787879],0
a3,1,0.031124,4.646117,[51 32] ; [176  62],[58.69470405 24.30529595] ; [168.30529595  69.69470405],0
b1,1,0.043192,4.08786,[42 42] ; [ 89 149],[34.17391304 49.82608696] ; [ 96.82608696 141.17391304],0
v3,1,0.067338,3.346753,[24 59] ; [ 91 135],[30.88996764 52.11003236] ; [ 84.11003236 141.88996764],0
s5,1,0.078047,3.105099,[16 66] ; [ 68 162],[22.07692308 59.92307692] ; [ 61.92307692 168.07692308],0
p6,1,0.089884,2.876455,[13 70] ; [ 58 177],[18.53144654 64.46855346] ; [ 52.46855346 182.53144654],0
a6,1,0.10622,2.609575,[51 32] ; [169  69],[56.8847352 26.1152648] ; [163.1152648  74.8847352],0
s4,1,0.119077,2.429414,[16 67] ; [ 29 206],[11.74528302 71.25471698] ; [ 33.25471698 201.74528302],0
n4,1,0.146859,2.104575,[68 16] ; [208  30],[72. 12.] ; [204.  34.],0
s1,1,0.149031,2.082141,[ 6 77] ; [  8 225],[ 3.67721519 79.32278481] ; [ 10.32278481 222.67721519],0
p12,1,0.243635,1.359437,[ 3 81] ; [ 17 221],[ 5.2173913 78.7826087] ; [ 14.7826087 223.2173913],0
b2,1,0.270154,1.215967,[19 39] ; [60 86],[22.46078431 35.53921569] ; [56.53921569 89.46078431],0
b3,1,0.270154,1.215967,[19 39] ; [60 86],[22.46078431 35.53921569] ; [56.53921569 89.46078431],0
u1,1,0.271838,1.207451,[13 71] ; [ 50 188],[16.43478261 67.56521739] ; [ 46.56521739 191.43478261],0
d2,1,0.319943,0.989178,[45 36] ; [116 120],[41.13880126 39.86119874] ; [119.86119874 116.13880126],0
p5,1,0.330453,0.947122,[ 3 81] ; [ 15 218],[ 4.76971609 79.23028391] ; [ 13.23028391 219.76971609],0
a2,1,0.399829,0.708841,[19 65] ; [ 65 173],[21.91304348 62.08695652] ; [ 62.08695652 175.91304348],0
a4,1,0.664675,0.187894,[41 42] ; [111 127],[39.30218069 43.69781931] ; [112.69781931 125.30218069],0
u4,1,0.68324,0.166501,[ 2 82] ; [  4 234],[ 1.56521739 82.43478261] ; [  4.43478261 233.56521739],0
a8,1,0.738476,0.111471,[11 67] ; [ 27 187],[10.15068493 67.84931507] ; [ 27.84931507 186.15068493],0
u3,1,0.77155,0.084302,[16 17] ; [32 30],[16.67368421 16.32631579] ; [31.32631579 30.67368421],0
b4,1,0.86587,0.028529,[51 33] ; [142  96],[50.34782609 33.65217391] ; [142.65217391  95.34782609],0
u2,1,0.883404,0.021508,[16 15] ; [31 31],[15.66666667 15.33333333] ; [31.33333333 30.66666667],0
b5,1,0.899576,0.015926,[53 31] ; [152  86],[53.47826087 30.52173913] ; [151.52173913  86.47826087],0
n1,1,0.965792,0.001839,[16 22] ; [25 35],[15.89795918 22.10204082] ; [25.10204082 34.89795918],0
