Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,144.041439,[254   7] ; [17 31],[228.90291262  32.09708738] ; [42.09708738  5.90291262],1
v4,1,0.0,107.762951,[256   5] ; [25 24],[236.58387097  24.41612903] ; [44.41612903  4.58387097],1
r1,1,0.0,73.724979,[220  41] ; [13 36],[196.17096774  64.82903226] ; [36.82903226 12.17096774],1
r2,1,0.0,71.891455,[255   5] ; [29 17],[241.30718954  18.69281046] ; [42.69281046  3.30718954],1
p2,1,0.0,29.118527,[220  42] ; [23 24],[206.03883495  55.96116505] ; [36.96116505 10.03883495],1
p11,1,0.0,28.376535,[208  54] ; [21 28],[192.91961415  69.08038585] ; [36.08038585 12.91961415],1
s6,1,0.0,28.33499,[179  75] ; [15 34],[162.62706271  91.37293729] ; [31.37293729 17.62706271],1
n6,1,2e-06,23.015959,[230  32] ; [28 19],[218.75728155  43.24271845] ; [39.24271845  7.75728155],1
a7,1,5e-06,20.898833,[185  77] ; [18 31],[171.01607717  90.98392283] ; [31.98392283 17.01607717],1
p7,1,1e-05,19.49473,[159 101] ; [12 34],[145.29411765 114.70588235] ; [25.70588235 20.29411765],1
p4,1,4.5e-05,16.664806,[162  99] ; [15 34],[149.02258065 111.97741935] ; [27.97741935 21.02258065],1
p10,1,6.7e-05,15.906012,[202  58] ; [24 24],[190.77922078  69.22077922] ; [35.22077922 12.77922078],1
u3,1,7e-05,15.815719,[49 31] ; [ 2 17],[41.21212121 38.78787879] ; [9.78787879 9.21212121],1
a1,1,0.000113,14.902537,[  8 254] ; [ 8 41],[ 13.47909968 248.52090032] ; [ 2.52090032 46.47909968],1
p6,1,0.000147,14.412355,[103 159] ; [ 5 42],[ 91.57281553 170.42718447] ; [16.42718447 30.57281553],1
p9,1,0.000166,14.184834,[210  49] ; [27 21],[199.94462541  59.05537459] ; [37.05537459 10.94462541],1
s2,1,0.000265,13.300807,[132 128] ; [11 38],[120.3236246 139.6763754] ; [22.6763754 26.3236246],1
p8,1,0.000349,12.784651,[136 124] ; [12 37],[124.53074434 135.46925566] ; [23.46925566 25.53074434],1
