Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.466394,[22  9] ; [18 59],[11.48148148 19.51851852] ; [28.51851852 48.48148148],1
s8,1,9e-06,19.803367,[16 15] ; [ 9 68],[ 7.17592593 23.82407407] ; [17.82407407 59.17592593],1
s6,1,2.5e-05,17.757963,[23  8] ; [23 54],[13.2037037 17.7962963] ; [32.7962963 44.2037037],1
s5,1,0.000481,12.186171,[11 17] ; [ 7 66],[ 4.99009901 23.00990099] ; [13.00990099 59.99009901],1
v2,1,0.001031,10.771035,[18 10] ; [21 52],[10.81188119 17.18811881] ; [28.18811881 44.81188119],0
s3,1,0.001682,9.867531,[22  8] ; [30 46],[14.71698113 15.28301887] ; [37.28301887 38.71698113],0
p7,1,0.010118,6.613993,[16 15] ; [19 55],[10.33333333 20.66666667] ; [24.66666667 49.33333333],0
v1,1,0.010462,6.554491,[18 12] ; [25 51],[12.16981132 17.83018868] ; [30.83018868 45.16981132],0
r3,1,0.026389,4.930355,[28  3] ; [54 23],[23.53703704  7.46296296] ; [58.46296296 18.53703704],0
a5,1,0.033896,4.499946,[23  8] ; [40 37],[18.08333333 12.91666667] ; [44.91666667 32.08333333],0
d3,1,0.047029,3.94434,[21  9] ; [37 39],[16.41509434 13.58490566] ; [41.58490566 34.41509434],0
r4,1,0.048382,3.896666,[24  7] ; [44 33],[19.51851852 11.48148148] ; [48.48148148 28.51851852],0
v4,1,0.05435,3.70193,[27  3] ; [56 21],[23.27102804  6.72897196] ; [59.72897196 17.27102804],0
u3,1,0.05629,3.643466,[7 1] ; [15 15],[4.63157895 3.36842105] ; [17.36842105 12.63157895],0
p3,1,0.059434,3.553121,[12 19] ; [16 60],[ 8.11214953 22.88785047] ; [19.88785047 56.11214953],0
s4,1,0.068377,3.32155,[ 8 23] ; [ 9 68],[ 4.87962963 26.12037037] ; [12.12037037 64.87962963],0
p9,1,0.068895,3.309143,[23  8] ; [42 34],[18.8317757 12.1682243] ; [46.1682243 29.8317757],0
p10,1,0.093414,2.814535,[19 12] ; [33 43],[15.06542056 15.93457944] ; [36.93457944 39.06542056],0
a8,1,0.100061,2.704578,[ 6 22] ; [ 7 68],[ 3.53398058 24.46601942] ; [ 9.46601942 65.53398058],0
d5,1,0.102476,2.666574,[24  6] ; [49 28],[20.46728972  9.53271028] ; [52.53271028 24.46728972],0
p6,1,0.115915,2.471665,[ 7 24] ; [ 8 66],[ 4.42857143 26.57142857] ; [10.57142857 63.42857143],0
n2,1,0.116808,2.459608,[12  2] ; [22 13],[9.71428571 4.28571429] ; [24.28571429 10.71428571],0
r2,1,0.127812,2.318879,[28  2] ; [62 14],[25.47169811  4.52830189] ; [64.52830189 11.47169811],0
a6,1,0.152678,2.045285,[22  8] ; [45 32],[18.78504673 11.21495327] ; [48.21495327 28.78504673],0
u2,1,0.153609,2.03604,[6 1] ; [17 13],[4.35135135 2.64864865] ; [18.64864865 11.35135135],0
a1,1,0.169896,1.883857,[ 1 30] ; [ 9 68],[ 2.87037037 28.12962963] ; [ 7.12962963 69.87037037],0
v3,1,0.209552,1.574517,[ 8 18] ; [14 60],[ 5.72 20.28] ; [16.28 57.72],0
a3,1,0.223011,1.484891,[23  8] ; [47 29],[20.28037383 10.71962617] ; [49.71962617 26.28037383],0
d1,1,0.229028,1.446891,[16 15] ; [30 47],[13.2037037 17.7962963] ; [32.7962963 44.2037037],0
d4,1,0.250553,1.320218,[25  5] ; [56 21],[22.71028037  7.28971963] ; [58.28971963 18.71028037],0
u1,1,0.27559,1.188712,[ 4 27] ; [ 5 72],[ 2.58333333 28.41666667] ; [ 6.41666667 70.58333333],0
p5,1,0.318909,0.993414,[ 2 28] ; [ 2 75],[ 1.12149533 28.87850467] ; [ 2.87850467 74.12149533],0
n1,1,0.37842,0.775827,[6 7] ; [11 23],[4.70212766 8.29787234] ; [12.29787234 21.70212766],0
n3,1,0.412262,0.672269,[10  4] ; [20 14],[8.75 5.25] ; [21.25 12.75],0
a4,1,0.438247,0.600868,[10 21] ; [31 46],[11.76851852 19.23148148] ; [29.23148148 47.76851852],0
p12,1,0.501577,0.451597,[ 1 30] ; [ 1 76],[ 0.57407407 30.42592593] ; [ 1.42592593 75.57407407],0
b4,1,0.55302,0.351935,[17 14] ; [47 30],[18.37037037 12.62962963] ; [45.62962963 31.37037037],0
a2,1,0.634337,0.226225,[ 6 25] ; [12 65],[ 5.16666667 25.83333333] ; [12.83333333 64.16666667],0
a7,1,0.645108,0.212123,[20 11] ; [46 31],[18.94444444 12.05555556] ; [47.05555556 29.94444444],0
b5,1,0.649148,0.206975,[18 13] ; [41 36],[16.93518519 14.06481481] ; [42.06481481 34.93518519],0
p4,1,0.734378,0.115129,[10 21] ; [22 54],[ 9.27102804 21.72897196] ; [22.72897196 53.27102804],0
p1,1,0.74846,0.10283,[ 3 28] ; [ 6 71],[ 2.58333333 28.41666667] ; [ 6.41666667 70.58333333],0
b1,1,0.785457,0.074101,[17 14] ; [40 37],[16.36111111 14.63888889] ; [40.63888889 36.36111111],0
p2,1,0.791114,0.070153,[18 13] ; [42 34],[17.38317757 13.61682243] ; [42.61682243 33.38317757],0
b2,1,0.801595,0.063143,[ 7 13] ; [14 30],[ 6.5625 13.4375] ; [14.4375 29.5625],0
b3,1,0.801595,0.063143,[ 7 13] ; [14 30],[ 6.5625 13.4375] ; [14.4375 29.5625],0
s1,1,0.820703,0.051366,[ 2 29] ; [ 4 71],[ 1.75471698 29.24528302] ; [ 4.24528302 70.75471698],0
n4,1,0.833241,0.04433,[18 13] ; [43 34],[17.50925926 13.49074074] ; [43.49074074 33.50925926],0
d2,1,0.867324,0.027908,[13 17] ; [32 45],[12.61682243 17.38317757] ; [32.38317757 44.61682243],0
p11,1,0.87772,0.023673,[15 16] ; [36 41],[14.63888889 16.36111111] ; [36.36111111 40.63888889],0
r1,1,0.941474,0.00539,[19 12] ; [46 30],[18.8317757 12.1682243] ; [46.1682243 29.8317757],0
n5,1,0.948017,0.004251,[14 16] ; [36 40],[14.1509434 15.8490566] ; [35.8490566 40.1509434],0
