Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.541928,[394 214] ; [104  15],[416.48418157 191.51581843] ; [81.51581843 37.48418157],1
s2,1,2e-06,22.53534,[291 322] ; [86 35],[314.85149864 298.14850136] ; [62.14850136 58.85149864],1
s5,1,5e-06,20.976817,[187 412] ; [61 53],[208.34782609 390.65217391] ; [39.65217391 74.34782609],1
s3,1,0.000233,13.543031,[324 285] ; [87 35],[342.40629275 266.59370725] ; [68.59370725 53.40629275],1
n4,1,0.000393,12.562823,[508 108] ; [85 39],[493.63243243 122.36756757] ; [99.36756757 24.63243243],1
b3,1,0.001046,10.743926,[160 222] ; [13 51],[148.17488789 233.82511211] ; [24.82511211 39.17488789],0
b2,1,0.001046,10.743926,[160 222] ; [13 51],[148.17488789 233.82511211] ; [24.82511211 39.17488789],0
a8,1,0.001316,10.319533,[ 94 465] ; [  6 110],[ 82.81481481 476.18518519] ; [17.18518519 98.81481481],0
v3,1,0.022594,5.199432,[257 339] ; [39 83],[245.70473538 350.29526462] ; [50.29526462 71.70473538],0
p2,1,0.028706,4.785133,[523  90] ; [96 28],[514.85345997  98.14654003] ; [104.14654003  19.85345997],0
v2,1,0.036643,4.366916,[354 241] ; [59 61],[343.68531469 251.31468531] ; [69.31468531 50.68531469],0
u2,1,0.051605,3.788535,[96 81] ; [14 24],[90.55813953 86.44186047] ; [19.44186047 18.55813953],0
s7,1,0.053283,3.735012,[290 297] ; [72 50],[299.70944993 287.29055007] ; [62.29055007 59.70944993],0
d3,1,0.169523,1.88716,[417 199] ; [91 32],[423.44790257 192.55209743] ; [84.55209743 38.44790257],0
s8,1,0.174631,1.842735,[276 338] ; [64 60],[282.87262873 331.12737127] ; [57.12737127 66.87262873],0
d4,1,0.179917,1.79831,[512 103] ; [97 27],[506.81326116 108.18673884] ; [102.18673884  21.81326116],0
s1,1,0.182349,1.778373,[ 16 593] ; [  6 117],[ 18.30327869 590.69672131] ; [  3.69672131 119.30327869],0
p11,1,0.182675,1.775724,[509 108] ; [96 28],[503.75843455 113.24156545] ; [101.24156545  22.75843455],0
n5,1,0.187565,1.736642,[489 126] ; [92 32],[483.51150203 131.48849797] ; [97.48849797 26.51150203],0
u4,1,0.198353,1.654458,[ 17 600] ; [  1 123],[ 14.98785425 602.01214575] ; [  3.01214575 120.98785425],0
p10,1,0.243712,1.358994,[502 104] ; [108  16],[506.38356164  99.61643836] ; [103.61643836  20.38356164],0
p9,1,0.287763,1.130056,[521  86] ; [110  13],[524.68082192  82.31917808] ; [106.31917808  16.68082192],0
a6,1,0.306486,1.045757,[416 199] ; [78 46],[411.10960758 203.89039242] ; [82.89039242 41.10960758],0
n1,1,0.334634,0.930883,[46 78] ; [ 8 21],[43.76470588 80.23529412] ; [10.23529412 18.76470588],0
v1,1,0.345226,0.890929,[331 266] ; [63 61],[326.23855756 270.76144244] ; [67.76144244 56.23855756],0
p5,1,0.36268,0.828593,[ 77 534] ; [ 12 112],[ 73.98503401 537.01496599] ; [ 15.01496599 108.98503401],0
b1,1,0.409416,0.680496,[223 394] ; [40 84],[218.98920378 398.01079622] ; [44.01079622 79.98920378],0
r2,1,0.411887,0.673347,[579  30] ; [120   4],[580.75170532  28.24829468] ; [118.24829468   5.75170532],0
a4,1,0.434358,0.611142,[281 333] ; [52 72],[277.04878049 336.95121951] ; [55.95121951 68.04878049],0
a1,1,0.46768,0.527451,[ 29 588] ; [  4 120],[ 27.47773279 589.52226721] ; [  5.52226721 118.47773279],0
a2,1,0.545457,0.365519,[150 467] ; [27 97],[147.3805668 469.6194332] ; [29.6194332 94.3805668],0
a7,1,0.579108,0.307679,[450 165] ; [87 36],[447.5 167.5] ; [89.5 33.5],0
v4,1,0.606075,0.26593,[589  26] ; [120   4],[590.0338295  24.9661705] ; [118.9661705   5.0338295],0
d5,1,0.606739,0.264952,[503 113] ; [98 25],[500.96887686 115.03112314] ; [100.03112314  22.96887686],0
u1,1,0.629764,0.23238,[113 504] ; [25 99],[114.90688259 502.09311741] ; [ 23.09311741 100.90688259],0
a5,1,0.654297,0.200525,[450 166] ; [93 31],[452.01081081 163.98918919] ; [90.98918919 33.01081081],0
u3,1,0.656064,0.198341,[96 82] ; [22 16],[97.24074074 80.75925926] ; [20.75925926 17.24074074],0
b5,1,0.658803,0.194981,[365 252] ; [76 48],[367.20242915 249.79757085] ; [73.79757085 50.20242915],0
