Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,53.74622,[54 67] ; [283  72],[85.66596639 35.33403361] ; [251.33403361 103.66596639],1
a4,1,0.0,38.174682,[24 97] ; [185 170],[53.12815126 67.87184874] ; [155.87184874 199.12815126],1
d2,1,0.0,36.598237,[29 92] ; [198 157],[57.70378151 63.29621849] ; [169.29621849 185.70378151],1
d1,1,8e-06,19.857835,[50 72] ; [228 128],[70.9539749 51.0460251] ; [207.0460251 148.9539749],1
n4,1,1.2e-05,19.21251,[70 51] ; [278  77],[88.46218487 32.53781513] ; [259.53781513  95.46218487],1
u1,1,1.2e-05,19.210474,[  5 117] ; [ 76 280],[ 20.67364017 101.32635983] ; [ 60.32635983 295.67364017],1
a6,1,4.9e-05,16.468887,[68 54] ; [267  88],[85.68134172 36.31865828] ; [249.31865828 105.68134172],1
d5,1,5.9e-05,16.147405,[84 38] ; [303  52],[98.98113208 23.01886792] ; [288.01886792  66.98113208],1
d4,1,0.000206,13.776418,[86 34] ; [307  48],[99.28421053 20.71578947] ; [293.71578947  61.28421053],1
b3,1,0.00072,11.437902,[ 8 51] ; [ 82 142],[18.76325088 40.23674912] ; [ 71.23674912 152.76325088],1
b2,1,0.00072,11.437902,[ 8 51] ; [ 82 142],[18.76325088 40.23674912] ; [ 71.23674912 152.76325088],1
v2,1,0.00181,9.732567,[49 61] ; [209 131],[63.06666667 46.93333333] ; [194.93333333 145.06666667],0
p4,1,0.00541,7.736939,[43 76] ; [180 174],[56.10359408 62.89640592] ; [166.89640592 187.10359408],0
p3,1,0.00545,7.723593,[35 87] ; [152 202],[47.92857143 74.07142857] ; [139.07142857 214.92857143],0
p11,1,0.005863,7.59194,[82 40] ; [283  73],[93.15899582 28.84100418] ; [271.84100418  84.15899582],0
p2,1,0.006271,7.470714,[84 38] ; [286  68],[94.83193277 27.16806723] ; [275.16806723  78.83193277],0
v1,1,0.006684,7.356098,[44 74] ; [179 167],[56.7112069 61.2887931] ; [166.2887931 179.7112069],0
s7,1,0.007725,7.09613,[37 77] ; [158 180],[49.18141593 64.81858407] ; [145.81858407 192.18141593],0
n5,1,0.00949,6.728226,[73 47] ; [259  94],[84.22832981 35.77167019] ; [247.77167019 105.22832981],0
r4,1,0.009871,6.65802,[107  15] ; [337  19],[113.32217573   8.67782427] ; [330.67782427  25.32217573],0
p8,1,0.010319,6.578897,[39 82] ; [160 191],[51.01483051 69.98516949] ; [147.98516949 203.01483051],0
p9,1,0.013258,6.134309,[82 36] ; [284  69],[91.69426752 26.30573248] ; [274.30573248  78.69426752],0
p10,1,0.023279,5.147529,[82 37] ; [280  74],[91.07399577 27.92600423] ; [270.92600423  83.07399577],0
s1,1,0.02405,5.091023,[  9 110] ; [ 10 341],[  4.8106383 114.1893617] ; [ 14.1893617 336.8106383],0
p7,1,0.024791,5.038441,[49 68] ; [188 161],[59.50429185 57.49570815] ; [177.49570815 171.50429185],0
d3,1,0.025109,5.016328,[74 48] ; [254 101],[83.89098532 38.10901468] ; [244.10901468 110.89098532],0
s5,1,0.038155,4.298118,[25 92] ; [109 238],[33.7887931 83.2112069] ; [100.2112069 246.7887931],0
s6,1,0.039385,4.244184,[66 54] ; [230 121],[75.41401274 44.58598726] ; [220.58598726 130.41401274],0
s8,1,0.052262,3.76736,[39 83] ; [148 205],[48.02947368 73.97052632] ; [138.97052632 214.02947368],0
r3,1,0.059767,3.543844,[110  11] ; [339  16],[114.13655462   6.86344538] ; [334.86344538  20.13655462],0
p12,1,0.081403,3.036655,[  3 117] ; [ 24 331],[  6.82105263 113.17894737] ; [ 20.17894737 334.82105263],0
a1,1,0.088763,2.896671,[  1 121] ; [ 14 342],[  3.82845188 118.17154812] ; [ 11.17154812 344.82845188],0
p5,1,0.098902,2.723163,[  4 116] ; [ 27 326],[  7.86469345 112.13530655] ; [ 23.13530655 329.86469345],0
r2,1,0.129324,2.300597,[113   8] ; [341  12],[115.89451477   5.10548523] ; [338.10548523  14.89451477],0
v3,1,0.135247,2.231215,[39 74] ; [144 195],[45.75 67.25] ; [137.25 201.75],0
v4,1,0.217232,1.522564,[112   9] ; [337  16],[114.61814346   6.38185654] ; [334.38185654  18.61814346],0
b4,1,0.218074,1.517,[78 44] ; [205 151],[72.23012552 49.76987448] ; [210.76987448 145.23012552],0
u3,1,0.222952,1.485269,[44 23] ; [40 32],[40.48920863 26.51079137] ; [43.51079137 28.48920863],0
a8,1,0.233554,1.419083,[ 12 101] ; [ 48 269],[15.76744186 97.23255814] ; [ 44.23255814 272.76744186],0
n2,1,0.312033,1.022052,[21 12] ; [65 24],[23.26229508  9.73770492] ; [62.73770492 26.26229508],0
u4,1,0.394209,0.72592,[  1 121] ; [  7 349],[  2.041841 119.958159] ; [  5.958159 350.041841],0
a7,1,0.40179,0.702962,[85 36] ; [264  92],[88.53039832 32.46960168] ; [260.46960168  95.53039832],0
n6,1,0.42137,0.646492,[94 28] ; [284  69],[97.08631579 24.91368421] ; [280.91368421  72.08631579],0
s2,1,0.424221,0.638592,[50 70] ; [161 190],[53.75796178 66.24203822] ; [157.24203822 193.75796178],0
s4,1,0.566305,0.328903,[ 19 102] ; [ 48 305],[ 17.10337553 103.89662447] ; [ 49.89662447 303.10337553],0
u2,1,0.623075,0.241569,[39 27] ; [39 32],[37.57664234 28.42335766] ; [40.42335766 30.57664234],0
n3,1,0.62921,0.233133,[23 11] ; [62 24],[24.08333333  9.91666667] ; [60.91666667 25.08333333],0
n1,1,0.787346,0.07277,[12 22] ; [33 54],[12.6446281 21.3553719] ; [32.3553719 54.6446281],0
b5,1,0.826922,0.047808,[73 49] ; [209 147],[71.9748954 50.0251046] ; [210.0251046 145.9748954],0
p1,1,0.955713,0.003084,[  7 114] ; [ 20 334],[  6.87789474 114.12210526] ; [ 20.12210526 333.87789474],0
s3,1,0.964323,0.002001,[64 54] ; [189 161],[63.79059829 54.20940171] ; [189.20940171 160.79059829],0
b1,1,0.986204,0.000299,[45 77] ; [131 225],[44.92050209 77.07949791] ; [131.07949791 224.92050209],0
