Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,23.006745,[70  1] ; [19 10],[63.19  7.81] ; [25.81  3.19],1
r1,1,5e-06,20.712605,[56 15] ; [ 9 20],[46.15 24.85] ; [18.85 10.15],1
v4,1,7.3e-05,15.735794,[64  7] ; [16 13],[56.8 14.2] ; [23.2  5.8],1
p11,1,0.021629,5.275369,[40 31] ; [ 9 20],[34.79 36.21] ; [14.21 14.79],0
s8,1,0.026974,4.892455,[15 55] ; [ 1 28],[11.31313131 58.68686869] ; [ 4.68686869 24.31313131],0
u3,1,0.033275,4.531576,[17 11] ; [ 4 11],[13.6744186 14.3255814] ; [7.3255814 7.6744186],0
b1,1,0.047321,3.933949,[31 40] ; [19 10],[35.5 35.5] ; [14.5 14.5],0
n2,1,0.055538,3.665861,[17  5] ; [7 8],[14.27027027  7.72972973] ; [9.72972973 5.27027027],0
n6,1,0.094759,2.791617,[40 31] ; [11 18],[36.21 34.79] ; [14.79 14.21],0
v3,1,0.203844,1.614614,[19 45] ; [ 5 24],[16.51612903 47.48387097] ; [ 7.48387097 21.51612903],0
u1,1,0.215045,1.537133,[ 8 63] ; [ 1 28],[ 6.39 64.61] ; [ 2.61 26.39],0
s1,1,0.242308,1.367117,[ 3 68] ; [ 3 26],[ 4.26 66.74] ; [ 1.74 27.26],0
n3,1,0.259071,1.273713,[17  5] ; [9 6],[15.45945946  6.54054054] ; [10.54054054  4.45945946],0
a3,1,0.338173,0.917346,[43 28] ; [14 14],[40.87878788 30.12121212] ; [16.12121212 11.87878788],0
s7,1,0.340641,0.908018,[17 50] ; [ 4 21],[15.29347826 51.70652174] ; [ 5.70652174 19.29347826],0
a7,1,0.344432,0.893867,[44 27] ; [15 14],[41.89 29.11] ; [17.11 11.89],0
p6,1,0.384933,0.75489,[15 53] ; [ 4 24],[13.45833333 54.54166667] ; [ 5.54166667 22.45833333],0
n4,1,0.397069,0.717185,[31 40] ; [10 19],[29.11 41.89] ; [11.89 17.11],0
b4,1,0.416418,0.660403,[43 28] ; [15 14],[41.18 29.82] ; [16.82 12.18],0
a4,1,0.461835,0.541445,[25 46] ; [ 8 21],[23.43 47.57] ; [ 9.57 19.43],0
p8,1,0.468201,0.526219,[22 48] ; [ 7 22],[20.50505051 49.49494949] ; [ 8.49494949 20.50505051],0
d3,1,0.471674,0.518051,[41 30] ; [19 10],[42.6 28.4] ; [17.4 11.6],0
d2,1,0.471674,0.518051,[30 41] ; [10 19],[28.4 42.6] ; [11.6 17.4],0
p7,1,0.471674,0.518051,[30 41] ; [10 19],[28.4 42.6] ; [11.6 17.4],0
n1,1,0.47522,0.509814,[ 7 16] ; [ 3 12],[ 6.05263158 16.94736842] ; [ 3.94736842 11.05263158],0
p1,1,0.483207,0.491618,[ 5 65] ; [ 1 28],[ 4.24242424 65.75757576] ; [ 1.75757576 27.24242424],0
p2,1,0.528833,0.396633,[44 27] ; [16 13],[42.6 28.4] ; [17.4 11.6],0
s3,1,0.550935,0.355645,[27 43] ; [ 9 19],[25.71428571 44.28571429] ; [10.28571429 17.71428571],0
s4,1,0.613853,0.254602,[10 61] ; [ 3 26],[ 9.23 61.77] ; [ 3.77 25.23],0
s5,1,0.619167,0.247041,[12 55] ; [ 4 25],[11.16666667 55.83333333] ; [ 4.83333333 24.16666667],0
a6,1,0.673878,0.177099,[40 31] ; [15 14],[39.05 31.95] ; [15.95 13.05],0
s6,1,0.701947,0.146454,[27 43] ; [10 19],[26.16161616 43.83838384] ; [10.83838384 18.16161616],0
v1,1,0.706933,0.14136,[26 45] ; [11 16],[26.80612245 44.19387755] ; [10.19387755 16.80612245],0
d1,1,0.714261,0.134058,[29 42] ; [13 16],[29.82 41.18] ; [12.18 16.82],0
a8,1,0.741847,0.10851,[ 6 59] ; [ 2 26],[ 5.59139785 59.40860215] ; [ 2.40860215 25.59139785],0
a5,1,0.770411,0.085169,[39 32] ; [15 14],[38.34 32.66] ; [15.66 13.34],0
u2,1,0.780332,0.077778,[12 15] ; [6 9],[11.57142857 15.42857143] ; [6.42857143 8.57142857],0
p9,1,0.781595,0.076863,[22 48] ; [ 8 20],[21.42857143 48.57142857] ; [ 8.57142857 19.42857143],0
b3,1,0.785628,0.07398,[12 30] ; [ 4 12],[11.5862069 30.4137931] ; [ 4.4137931 11.5862069],0
b2,1,0.785628,0.07398,[12 30] ; [ 4 12],[11.5862069 30.4137931] ; [ 4.4137931 11.5862069],0
v2,1,0.786011,0.073709,[33 36] ; [13 16],[32.3877551 36.6122449] ; [13.6122449 15.3877551],0
b5,1,0.78723,0.072851,[42 29] ; [18 11],[42.6 28.4] ; [17.4 11.6],0
p4,1,0.834706,0.043543,[25 45] ; [11 18],[25.45454545 44.54545455] ; [10.54545455 18.45454545],0
d4,1,0.839791,0.040869,[55 16] ; [23  6],[55.38 15.62] ; [22.62  6.38],0
a1,1,0.8572,0.032378,[ 3 68] ; [ 1 28],[ 2.84 68.16] ; [ 1.16 27.84],0
p3,1,0.874618,0.024899,[24 47] ; [ 9 19],[23.66666667 47.33333333] ; [ 9.33333333 18.66666667],0
a2,1,0.893542,0.017909,[ 8 63] ; [ 3 26],[ 7.81 63.19] ; [ 3.19 25.81],0
s2,1,0.932748,0.007121,[19 52] ; [ 8 21],[19.17 51.83] ; [ 7.83 21.17],0
d5,1,0.944746,0.004803,[46 25] ; [19 10],[46.15 24.85] ; [18.85 10.15],0
