Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,129.712402,[ 3 45] ; [217  36],[35.08305648 12.91694352] ; [184.91694352  68.08305648],1
v4,1,0.0,54.328168,[25 23] ; [232  19],[41.25752508  6.74247492] ; [215.74247492  35.25752508],1
p11,1,0.0,52.024748,[12 36] ; [196  57],[33.16943522 14.83056478] ; [174.83056478  78.16943522],1
p2,1,0.0,30.10555,[18 30] ; [193  58],[33.8729097 14.1270903] ; [177.1270903  73.8729097],1
r1,1,1e-06,25.111607,[17 31] ; [183  69],[32. 16.] ; [168.  84.],1
n6,1,1e-06,24.396053,[19 28] ; [192  60],[33.16722408 13.83277592] ; [177.83277592  74.16722408],1
p9,1,2e-06,22.989148,[17 28] ; [184  65],[30.76530612 14.23469388] ; [170.23469388  78.76530612],1
r2,1,4e-06,21.080991,[30 16] ; [226  24],[39.78378378  6.21621622] ; [216.21621622  33.78378378],1
a7,1,1.4e-05,18.861607,[19 29] ; [181  71],[32. 16.] ; [168.  84.],1
v2,1,6e-05,16.109221,[ 9 38] ; [123 118],[21.54166667 25.45833333] ; [110.45833333 130.54166667],1
p10,1,0.000195,13.877478,[19 28] ; [172  78],[30.22558923 16.77441077] ; [160.77441077  89.22558923],1
d4,1,0.000212,13.718821,[24 24] ; [192  60],[34.56 13.44] ; [181.44  70.56],1
b1,1,0.000721,11.434198,[30 18] ; [ 92 161],[19.4551495 28.5448505] ; [102.5448505 150.4551495],1
d5,1,0.003122,8.734883,[25 23] ; [185  67],[33.6 14.4] ; [176.4  75.6],0
a6,1,0.003288,8.6402,[22 26] ; [172  81],[30.93687708 17.06312292] ; [163.06312292  89.93687708],0
a1,1,0.004855,7.932698,[ 6 42] ; [  8 245],[ 2.23255814 45.76744186] ; [ 11.76744186 241.23255814],0
d1,1,0.005511,7.703771,[14 34] ; [129 124],[22.80398671 25.19601329] ; [120.19601329 132.80398671],0
n3,1,0.012907,6.181764,[12 15] ; [46 18],[17.20879121  9.79120879] ; [40.79120879 23.20879121],0
s1,1,0.013313,6.127025,[ 5 43] ; [  7 245],[ 1.92 46.08] ; [ 10.08 241.92],0
p7,1,0.013508,6.101315,[16 30] ; [137 114],[23.6969697 22.3030303] ; [129.3030303 121.6969697],0
v1,1,0.014092,6.026554,[11 37] ; [104 145],[18.58585859 29.41414141] ; [ 96.41414141 152.58585859],0
d3,1,0.019822,5.427525,[22 26] ; [160  91],[29.2173913 18.7826087] ; [152.7826087  98.2173913],0
b5,1,0.020814,5.3423,[21 27] ; [156  97],[28.22591362 19.77408638] ; [148.77408638 104.22591362],0
p5,1,0.031895,4.604136,[ 4 43] ; [  6 246],[ 1.57190635 45.42809365] ; [  8.42809365 243.57190635],0
s4,1,0.034687,4.460497,[ 7 41] ; [ 15 238],[ 3.50830565 44.49169435] ; [ 18.49169435 234.50830565],0
n2,1,0.037331,4.335226,[13 15] ; [45 20],[17.46236559 10.53763441] ; [40.53763441 24.46236559],0
a5,1,0.045533,3.998792,[24 24] ; [165  88],[30.13953488 17.86046512] ; [158.86046512  94.13953488],0
p8,1,0.059706,3.545541,[14 33] ; [111 138],[19.84797297 27.15202703] ; [105.15202703 143.84797297],0
p4,1,0.077765,3.111009,[14 33] ; [109 141],[19.46464646 27.53535354] ; [103.53535354 146.46464646],0
n4,1,0.091217,2.852772,[27 21] ; [174  79],[32.05315615 15.94684385] ; [168.94684385  84.05315615],0
v3,1,0.097751,2.741859,[10 38] ; [ 80 163],[14.84536082 33.15463918] ; [ 75.15463918 167.84536082],0
p3,1,0.105096,2.626459,[12 36] ; [ 93 157],[16.91275168 31.08724832] ; [ 88.08724832 161.91275168],0
d2,1,0.127153,2.326924,[15 32] ; [111 142],[19.74 27.26] ; [106.26 146.74],0
a8,1,0.147131,2.101743,[ 2 43] ; [ 27 204],[ 4.72826087 40.27173913] ; [ 24.27173913 206.72826087],0
u3,1,0.150657,2.065581,[ 6 15] ; [39 46],[ 8.91509434 12.08490566] ; [36.08490566 48.91509434],0
u1,1,0.161399,1.961065,[ 2 46] ; [ 27 226],[ 4.62458472 43.37541528] ; [ 24.37541528 228.62458472],0
n1,1,0.165446,1.923733,[12 16] ; [18 46],[ 9.13043478 18.86956522] ; [20.86956522 43.13043478],0
p6,1,0.171658,1.868402,[ 7 40] ; [ 59 187],[10.58703072 36.41296928] ; [ 55.41296928 190.58703072],0
a2,1,0.188578,1.728693,[ 5 43] ; [ 46 207],[ 8.13289037 39.86710963] ; [ 42.86710963 210.13289037],0
a3,1,0.223088,1.484397,[27 20] ; [168  84],[30.65217391 16.34782609] ; [164.34782609  87.65217391],0
u2,1,0.256891,1.285434,[ 7 14] ; [40 45],[ 9.31132075 11.68867925] ; [37.68867925 47.31132075],0
b3,1,0.282126,1.156822,[15 18] ; [51 93],[12.30508475 20.69491525] ; [53.69491525 90.30508475],0
b2,1,0.282126,1.156822,[15 18] ; [51 93],[12.30508475 20.69491525] ; [53.69491525 90.30508475],0
a4,1,0.300658,1.071275,[15 32] ; [101 152],[18.17333333 28.82666667] ; [ 97.82666667 155.17333333],0
s8,1,0.306828,1.044281,[ 5 43] ; [ 41 212],[ 7.33554817 40.66445183] ; [ 38.66445183 214.33554817],0
p1,1,0.311413,1.024675,[ 5 43] ; [ 16 236],[ 3.36 44.64] ; [ 17.64 234.36],0
p12,1,0.363978,0.82412,[ 2 46] ; [  5 245],[ 1.12751678 46.87248322] ; [  5.87248322 244.12751678],0
s2,1,0.392224,0.732035,[ 6 42] ; [ 44 207],[ 8.02675585 39.97324415] ; [ 41.97324415 209.02675585],0
n5,1,0.474293,0.511957,[33 15] ; [159  92],[30.82274247 17.17725753] ; [161.17725753  89.82274247],0
s7,1,0.666376,0.18587,[ 8 35] ; [ 51 186],[ 9.06071429 33.93928571] ; [ 49.93928571 187.06071429],0
s3,1,0.909131,0.013027,[11 35] ; [ 62 189],[11.30639731 34.69360269] ; [ 61.69360269 189.30639731],0
b4,1,0.961466,0.002334,[26 22] ; [138 115],[26.15282392 21.84717608] ; [137.84717608 115.15282392],0
