Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001878,9.664773,[21  3] ; [4 7],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
p4,1,0.002623,9.052486,[23  1] ; [6 5],[19.88571429  4.11428571] ; [9.11428571 1.88571429],0
r1,1,0.00824,6.980624,[21  3] ; [5 6],[17.82857143  6.17142857] ; [8.17142857 2.82857143],0
r4,1,0.01081,6.496212,[22  2] ; [6 5],[19.2  4.8] ; [8.8 2.2],0
s7,1,0.011512,6.384444,[20  4] ; [4 6],[16.94117647  7.05882353] ; [7.05882353 2.94117647],0
n6,1,0.013666,6.080796,[22  1] ; [7 4],[19.61764706  3.38235294] ; [9.38235294 1.61764706],0
b2,1,0.017329,5.662727,[13  8] ; [1 7],[10.13793103 10.86206897] ; [3.86206897 4.13793103],0
b3,1,0.017329,5.662727,[13  8] ; [1 7],[10.13793103 10.86206897] ; [3.86206897 4.13793103],0
d5,1,0.021288,5.30303,[20  4] ; [5 6],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
p2,1,0.027317,4.870635,[22  2] ; [6 4],[19.76470588  4.23529412] ; [8.23529412 1.76470588],0
p7,1,0.044708,4.02963,[20  4] ; [5 5],[17.64705882  6.35294118] ; [7.35294118 2.64705882],0
p8,1,0.046104,3.977775,[19  5] ; [5 6],[16.45714286  7.54285714] ; [7.54285714 3.45714286],0
b4,1,0.052896,3.747215,[ 9 15] ; [8 3],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
p6,1,0.08364,2.992708,[15  9] ; [3 7],[12.70588235 11.29411765] ; [5.29411765 4.70588235],0
p1,1,0.127667,2.320642,[ 8 16] ; [ 1 10],[ 6.17142857 17.82857143] ; [2.82857143 8.17142857],0
s6,1,0.134435,2.24053,[19  5] ; [6 5],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
r3,1,0.137155,2.209596,[22  2] ; [8 3],[20.57142857  3.42857143] ; [9.42857143 1.57142857],0
d1,1,0.149603,2.076293,[15  9] ; [4 7],[13.02857143 10.97142857] ; [5.97142857 5.02857143],0
v4,1,0.169136,1.890586,[23  1] ; [9 2],[21.94285714  2.05714286] ; [10.05714286  0.94285714],0
s2,1,0.174196,1.846454,[10 14] ; [2 9],[ 8.22857143 15.77142857] ; [3.77142857 7.22857143],0
n1,1,0.196706,1.666667,[2 4] ; [3 1],[3. 3.] ; [2. 2.],0
n2,1,0.196706,1.666667,[2 4] ; [3 1],[3. 3.] ; [2. 2.],0
s3,1,0.227334,1.457467,[14 10] ; [4 7],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
a6,1,0.23437,1.414141,[16  8] ; [5 6],[14.4  9.6] ; [6.6 4.4],0
v3,1,0.254616,1.297798,[11 12] ; [3 8],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
d4,1,0.281695,1.158895,[21  3] ; [8 3],[19.88571429  4.11428571] ; [9.11428571 1.88571429],0
b5,1,0.298094,1.082702,[13 11] ; [8 3],[14.4  9.6] ; [6.6 4.4],0
v1,1,0.340987,0.906718,[12 11] ; [7 3],[13.24242424  9.75757576] ; [5.75757576 4.24242424],0
s8,1,0.344157,0.894886,[15  9] ; [5 6],[13.71428571 10.28571429] ; [6.28571429 4.71428571],0
b1,1,0.344157,0.894886,[ 9 15] ; [6 5],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
a5,1,0.345976,0.888162,[17  7] ; [6 5],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
r2,1,0.395243,0.722752,[22  2] ; [9 2],[21.25714286  2.74285714] ; [9.74285714 1.25714286],0
n4,1,0.466479,0.530303,[20  4] ; [8 3],[19.2  4.8] ; [8.8 2.2],0
u3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
d3,1,0.490843,0.474677,[16  8] ; [6 5],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
a7,1,0.490843,0.474677,[16  8] ; [6 5],[15.08571429  8.91428571] ; [6.91428571 4.08571429],0
s1,1,0.552119,0.353535,[ 4 20] ; [ 1 10],[ 3.42857143 20.57142857] ; [1.57142857 9.42857143],0
n3,1,0.598161,0.277778,[2 4] ; [2 2],[2.4 3.6] ; [1.6 2.4],0
p11,1,0.673633,0.177381,[19  5] ; [8 3],[18.51428571  5.48571429] ; [8.48571429 2.51428571],0
n5,1,0.768542,0.086602,[21  3] ; [10  1],[21.25714286  2.74285714] ; [9.74285714 1.25714286],0
u2,1,0.77816,0.079365,[1 2] ; [3 4],[1.2 1.8] ; [2.8 4.2],0
d2,1,0.80276,0.062389,[12 12] ; [5 6],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
a2,1,0.912082,0.012191,[ 4 20] ; [2 9],[ 4.11428571 19.88571429] ; [1.88571429 9.11428571],0
v2,1,0.91354,0.011788,[10 13] ; [5 6],[10.14705882 12.85294118] ; [4.85294118 6.14705882],0
a4,1,0.9485,0.004172,[ 9 15] ; [4 7],[ 8.91428571 15.08571429] ; [4.08571429 6.91428571],0
