Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,27.850637,[138  97] ; [89 12],[158.76488095  76.23511905] ; [68.23511905 32.76488095],1
s2,1,3e-06,21.655207,[104 131] ; [72 28],[123.46268657 111.53731343] ; [52.53731343 47.46268657],1
s4,1,1.7e-05,18.475268,[ 26 209] ; [30 69],[ 39.4011976 195.5988024] ; [16.5988024 82.4011976],1
s7,1,7.6e-05,15.645648,[ 91 139] ; [61 35],[107.2392638 122.7607362] ; [44.7607362 51.2392638],1
s8,1,0.001332,10.297237,[ 82 154] ; [54 47],[ 95.24035608 140.75964392] ; [40.75964392 60.24035608],0
d4,1,0.003118,8.736983,[182  53] ; [92  9],[191.63690476  43.36309524] ; [82.36309524 18.63690476],0
s3,1,0.00583,7.601979,[123 112] ; [68 31],[134.38622754 100.61377246] ; [56.61377246 42.38622754],0
p1,1,0.006236,7.480848,[  8 228] ; [11 90],[ 13.30563798 222.69436202] ; [ 5.69436202 95.30563798],0
p12,1,0.006236,7.480848,[  8 228] ; [11 90],[ 13.30563798 222.69436202] ; [ 5.69436202 95.30563798],0
p11,1,0.006922,7.293149,[187  49] ; [66 35],[177.17507418  58.82492582] ; [75.82492582 25.17507418],0
p3,1,0.017016,5.694752,[ 75 160] ; [46 55],[ 84.62797619 150.37202381] ; [36.37202381 64.62797619],0
d5,1,0.038929,4.263942,[181  53] ; [88 13],[187.89850746  46.10149254] ; [81.10149254 19.89850746],0
p6,1,0.046153,3.975997,[ 50 183] ; [32 69],[ 57.20359281 175.79640719] ; [24.79640719 76.20359281],0
a2,1,0.048763,3.883491,[ 53 183] ; [33 68],[ 60.22551929 175.77448071] ; [25.77448071 75.22551929],0
p5,1,0.049629,3.853957,[ 10 221] ; [10 91],[ 13.91566265 217.08433735] ; [ 6.08433735 94.91566265],0
p4,1,0.053098,3.740823,[101 134] ; [55 46],[109.10714286 125.89285714] ; [46.89285714 54.10714286],0
a3,1,0.057185,3.61721,[165  71] ; [80 20],[172.08333333  63.91666667] ; [72.91666667 27.08333333],0
a5,1,0.07444,3.182288,[162  74] ; [79 22],[168.77151335  67.22848665] ; [72.22848665 28.77151335],0
v4,1,0.090525,2.865013,[217  19] ; [96  3],[220.50149254  15.49850746] ; [92.49850746  6.50149254],0
r4,1,0.095403,2.780758,[196  40] ; [91 10],[200.9851632  35.0148368] ; [86.0148368 14.9851632],0
n6,1,0.115109,2.482645,[187  48] ; [86 13],[192.08083832  42.91916168] ; [80.91916168 18.08083832],0
d2,1,0.115743,2.474006,[106 129] ; [55 46],[112.60416667 122.39583333] ; [48.39583333 52.60416667],0
u3,1,0.131475,2.275,[37 33] ; [15  6],[40. 30.] ; [12.  9.],0
