Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,35.529339,[20 30] ; [235  59],[37.06395349 12.93604651] ; [217.93604651  76.06395349],1
s2,1,0.0,34.003539,[19 31] ; [230  65],[36.08695652 13.91304348] ; [212.91304348  82.08695652],1
s7,1,0.000179,14.039641,[28 21] ; [230  53],[38.07831325 10.92168675] ; [219.92168675  63.07831325],1
s5,1,0.002708,8.994324,[13 36] ; [142 144],[22.67164179 26.32835821] ; [132.32835821 153.67164179],0
r4,1,0.019106,5.491775,[44  7] ; [281  15],[47.76657061  3.23342939] ; [277.23342939  18.76657061],0
s4,1,0.05405,3.711143,[ 5 46] ; [ 63 231],[10.05217391 40.94782609] ; [ 57.94782609 236.05217391],0
v3,1,0.057504,3.607961,[29 19] ; [130 155],[22.91891892 25.08108108] ; [136.08108108 148.91891892],0
b5,1,0.058747,3.572402,[24 27] ; [181 115],[30.129683 20.870317] ; [174.870317 121.129683],0
a6,1,0.065096,3.402554,[28 23] ; [201  94],[33.75433526 17.24566474] ; [195.24566474  99.75433526],0
d5,1,0.077841,3.109404,[39 12] ; [254  41],[43.18786127  7.81213873] ; [249.81213873  45.18786127],0
b3,1,0.13311,2.255856,[22 18] ; [ 82 113],[17.70212766 22.29787234] ; [ 86.29787234 108.70212766],0
b2,1,0.13311,2.255856,[22 18] ; [ 82 113],[17.70212766 22.29787234] ; [ 86.29787234 108.70212766],0
a2,1,0.150434,2.06784,[10 41] ; [ 87 209],[14.25648415 36.74351585] ; [ 82.74351585 213.25648415],0
v2,1,0.163346,1.942978,[35 15] ; [168 114],[30.57228916 19.42771084] ; [172.42771084 109.57228916],0
p4,1,0.217578,1.520274,[31 20] ; [205  90],[34.78612717 16.21387283] ; [201.21387283  93.78612717],0
p11,1,0.219363,1.508532,[46  5] ; [247  49],[43.06340058  7.93659942] ; [249.93659942  46.06340058],0
p12,1,0.257893,1.280033,[ 4 47] ; [ 40 255],[ 6.48554913 44.51445087] ; [ 37.51445087 257.48554913],0
p9,1,0.291606,1.112193,[47  4] ; [283  13],[48.50144092  2.49855908] ; [281.49855908  14.50144092],0
r3,1,0.304969,1.05234,[48  3] ; [287   9],[49.23631124  1.76368876] ; [285.76368876  10.23631124],0
u1,1,0.320826,0.985576,[ 9 42] ; [ 71 225],[11.75792507 39.24207493] ; [ 68.24207493 227.75792507],0
r1,1,0.321681,0.982101,[41 10] ; [253  42],[43.33526012  7.66473988] ; [250.66473988  44.33526012],0
r2,1,0.367673,0.811516,[47  4] ; [278  14],[48.32361516  2.67638484] ; [276.67638484  15.32361516],0
p6,1,0.382965,0.761164,[21 30] ; [140 153],[23.86918605 27.13081395] ; [137.13081395 155.86918605],0
u2,1,0.417616,0.657014,[6 5] ; [39 19],[7.17391304 3.82608696] ; [37.82608696 20.17391304],0
a5,1,0.480146,0.498532,[39 12] ; [239  57],[40.85878963 10.14121037] ; [237.14121037  58.85878963],0
n3,1,0.486215,0.484892,[8 2] ; [45 20],[7.06666667 2.93333333] ; [45.93333333 19.06666667],0
u3,1,0.487626,0.481761,[6 5] ; [38 20],[7.01449275 3.98550725] ; [36.98550725 21.01449275],0
p1,1,0.511939,0.430101,[ 4 47] ; [ 32 262],[ 5.32173913 45.67826087] ; [ 30.67826087 263.32173913],0
v4,1,0.521136,0.411645,[49  2] ; [288   7],[49.6734104  1.3265896] ; [287.3265896   7.6734104],0
u4,1,0.526293,0.401544,[ 1 50] ; [ 11 285],[ 1.76368876 49.23631124] ; [ 10.23631124 285.76368876],0
a4,1,0.577049,0.31103,[23 28] ; [146 150],[24.83861671 26.16138329] ; [144.16138329 151.83861671],0
p7,1,0.578008,0.309466,[35 15] ; [211  75],[36.60714286 13.39285714] ; [209.39285714  76.60714286],0
n1,1,0.596485,0.280329,[5 4] ; [30 35],[4.25675676 4.74324324] ; [30.74324324 34.25675676],0
a1,1,0.597399,0.278937,[ 2 49] ; [ 17 279],[ 2.7925072 48.2074928] ; [ 16.2074928 279.7925072],0
p8,1,0.625151,0.238694,[32 19] ; [172 119],[30.42105263 20.57894737] ; [173.57894737 117.42105263],0
n6,1,0.65352,0.201491,[44  7] ; [261  34],[44.9566474  6.0433526] ; [260.0433526  34.9566474],0
b1,1,0.658302,0.195593,[19 32] ; [120 176],[20.42939481 30.57060519] ; [118.57060519 177.42939481],0
n5,1,0.661801,0.191344,[42  8] ; [241  55],[40.89595376  9.10404624] ; [242.10404624  53.89595376],0
a3,1,0.709294,0.138984,[40 11] ; [238  57],[40.97687861 10.02312139] ; [237.02312139  57.97687861],0
p5,1,0.711558,0.136726,[ 7 42] ; [ 48 245],[ 7.88011696 41.11988304] ; [ 47.11988304 245.88011696],0
p2,1,0.735245,0.11435,[43  8] ; [254  41],[43.77745665  7.22254335] ; [253.22254335  41.77745665],0
n2,1,0.750377,0.101215,[8 2] ; [49 16],[7.6 2.4] ; [49.4 15.6],0
a7,1,0.786181,0.073589,[35 16] ; [208  87],[35.81791908 15.18208092] ; [207.18208092  87.81791908],0
v1,1,0.797344,0.065939,[31 20] ; [178 106],[31.81791045 19.18208955] ; [177.18208955 106.81791045],0
b4,1,0.817643,0.053166,[30 21] ; [169 127],[29.24783862 21.75216138] ; [169.75216138 126.24783862],0
d4,1,0.824852,0.048978,[44  7] ; [251  44],[43.48265896  7.51734104] ; [251.51734104  43.48265896],0
d2,1,0.840179,0.040669,[28 23] ; [167 129],[28.65994236 22.34005764] ; [166.34005764 129.65994236],0
