Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.780702,[108  20] ; [ 6 30],[88.97560976 39.02439024] ; [25.02439024 10.97560976],1
r3,1,0.0,30.402006,[112  16] ; [16 20],[99.90243902 28.09756098] ; [28.09756098  7.90243902],1
r2,1,0.0,26.859196,[117  10] ; [19 15],[107.27950311  19.72049689] ; [28.72049689  5.27950311],1
r1,1,1.4e-05,18.862813,[93 35] ; [12 24],[81.95121951 46.04878049] ; [23.04878049 12.95121951],1
u3,1,6.9e-05,15.833861,[30 17] ; [ 1 15],[23.12698413 23.87301587] ; [7.87301587 8.12698413],1
p10,1,0.000123,14.744656,[75 51] ; [ 8 27],[64.95652174 61.04347826] ; [18.04347826 16.95652174],1
n6,1,0.000163,14.217808,[91 36] ; [13 22],[81.5308642 45.4691358] ; [22.4691358 12.5308642],1
p9,1,0.000516,12.058613,[75 50] ; [ 9 25],[66.03773585 58.96226415] ; [17.96226415 16.03773585],1
s6,1,0.000713,11.456246,[65 62] ; [ 7 29],[56.09815951 70.90184049] ; [15.90184049 20.09815951],1
s8,1,0.001509,10.067904,[45 81] ; [ 3 33],[37.33333333 88.66666667] ; [10.66666667 25.33333333],0
p11,1,0.001652,9.900653,[77 51] ; [11 25],[68.68292683 59.31707317] ; [19.31707317 16.68292683],0
s2,1,0.002282,9.307564,[53 75] ; [ 5 31],[45.26829268 82.73170732] ; [12.73170732 23.26829268],0
p6,1,0.008356,6.955544,[28 98] ; [ 1 34],[ 22.69565217 103.30434783] ; [ 6.30434783 28.69565217],0
v1,1,0.012215,6.279435,[50 75] ; [ 6 29],[43.75 81.25] ; [12.25 22.75],0
p4,1,0.02049,5.36969,[42 82] ; [ 5 31],[36.425 87.575] ; [10.575 25.425],0
v2,1,0.02182,5.260059,[57 63] ; [ 9 26],[51.09677419 68.90322581] ; [14.90322581 20.09677419],0
p3,1,0.02862,4.790346,[41 85] ; [ 5 31],[35.77777778 90.22222222] ; [10.22222222 25.77777778],0
u2,1,0.040825,4.183261,[28 18] ; [ 5 11],[24.48387097 21.51612903] ; [8.51612903 7.48387097],0
p1,1,0.048149,3.904762,[  8 120] ; [ 6 30],[ 10.92682927 117.07317073] ; [ 3.07317073 32.92682927],0
s7,1,0.058379,3.582859,[46 75] ; [ 7 27],[41.37419355 79.62580645] ; [11.62580645 22.37419355],0
n3,1,0.060298,3.529167,[26 14] ; [ 6 10],[22.85714286 17.14285714] ; [9.14285714 6.85714286],0
p7,1,0.060887,3.513068,[44 78] ; [ 7 29],[39.37974684 82.62025316] ; [11.62025316 24.37974684],0
a4,1,0.069562,3.293318,[58 69] ; [10 25],[53.30864198 73.69135802] ; [14.69135802 20.30864198],0
a1,1,0.076431,3.139206,[  9 119] ; [ 6 30],[ 11.70731707 116.29268293] ; [ 3.29268293 32.70731707],0
s3,1,0.076791,3.13155,[57 69] ; [10 25],[52.43478261 73.56521739] ; [14.56521739 20.43478261],0
b5,1,0.07714,3.124156,[78 50] ; [16 20],[73.36585366 54.63414634] ; [20.63414634 15.36585366],0
p8,1,0.094495,2.796078,[36 92] ; [ 5 30],[32.19631902 95.80368098] ; [ 8.80368098 26.19631902],0
n2,1,0.107057,2.597142,[32 11] ; [9 8],[29.38333333 13.61666667] ; [11.61666667  5.38333333],0
d3,1,0.110495,2.547125,[68 58] ; [14 22],[63.77777778 62.22222222] ; [18.22222222 17.77777778],0
a6,1,0.12099,2.404453,[81 45] ; [18 18],[77. 49.] ; [22. 14.],0
a2,1,0.126896,2.330072,[29 99] ; [ 4 32],[ 25.75609756 102.24390244] ; [ 7.24390244 28.75609756],0
d5,1,0.131645,2.272994,[87 39] ; [20 16],[83.22222222 42.77777778] ; [23.77777778 12.22222222],0
v3,1,0.148236,2.090311,[45 73] ; [ 9 27],[41.37662338 76.62337662] ; [12.62337662 23.37662338],0
u1,1,0.168197,1.898939,[ 18 110] ; [ 2 34],[ 15.6097561 112.3902439] ; [ 4.3902439 31.6097561],0
a5,1,0.187169,1.739759,[83 45] ; [19 17],[79.6097561 48.3902439] ; [22.3902439 13.6097561],0
s5,1,0.201384,1.632306,[25 97] ; [ 4 32],[22.39240506 99.60759494] ; [ 6.60759494 29.39240506],0
n1,1,0.227632,1.455595,[17 24] ; [10  7],[19.0862069 21.9137931] ; [7.9137931 9.0862069],0
b4,1,0.22923,1.445633,[71 57] ; [24 12],[74.14634146 53.85365854] ; [20.85365854 15.14634146],0
p5,1,0.234264,1.414783,[ 11 113] ; [ 1 34],[  9.35849057 114.64150943] ; [ 2.64150943 32.35849057],0
a8,1,0.264482,1.245143,[ 12 109] ; [ 6 30],[ 13.87261146 107.12738854] ; [ 4.12738854 31.87261146],0
d2,1,0.320231,0.988002,[56 69] ; [19 16],[58.59375 66.40625] ; [16.40625 18.59375],0
a7,1,0.333821,0.934019,[79 49] ; [19 17],[76.48780488 51.51219512] ; [21.51219512 14.48780488],0
n5,1,0.355036,0.855374,[88 39] ; [22 14],[85.70552147 41.29447853] ; [24.29447853 11.70552147],0
d1,1,0.376672,0.781534,[64 64] ; [15 21],[61.65853659 66.34146341] ; [17.34146341 18.65853659],0
b1,1,0.45048,0.569444,[66 62] ; [16 20],[64. 64.] ; [18. 18.],0
a3,1,0.47307,0.514797,[81 46] ; [20 15],[79.17901235 47.82098765] ; [21.82098765 13.17901235],0
p12,1,0.507852,0.43849,[  7 121] ; [ 1 35],[  6.24390244 121.75609756] ; [ 1.75609756 34.24390244],0
s1,1,0.540637,0.374361,[ 10 117] ; [ 4 32],[ 10.90797546 116.09202454] ; [ 3.09202454 32.90797546],0
d4,1,0.673079,0.178022,[92 34] ; [25 11],[91. 35.] ; [26. 10.],0
n4,1,0.839201,0.041175,[83 45] ; [24 12],[83.51219512 44.48780488] ; [23.48780488 12.51219512],0
u4,1,0.914746,0.011461,[  4 124] ; [ 1 35],[  3.90243902 124.09756098] ; [ 1.09756098 34.90243902],0
b2,1,0.979068,0.000688,[31 49] ; [10 16],[30.94339623 49.05660377] ; [10.05660377 15.94339623],0
b3,1,0.979068,0.000688,[31 49] ; [10 16],[30.94339623 49.05660377] ; [10.05660377 15.94339623],0
