Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001347,10.276684,[ 8 74] ; [10 18],[13.41818182 68.58181818] ; [ 4.58181818 23.41818182],0
p11,1,0.005288,7.778301,[34 49] ; [20  8],[40.37837838 42.62162162] ; [13.62162162 14.37837838],0
s6,1,0.014056,6.031135,[23 60] ; [14 12],[28.17431193 54.82568807] ; [ 8.82568807 17.17431193],0
b3,1,0.019305,5.473701,[16 34] ; [13  8],[20.42253521 29.57746479] ; [ 8.57746479 12.42253521],0
b2,1,0.019305,5.473701,[16 34] ; [13  8],[20.42253521 29.57746479] ; [ 8.57746479 12.42253521],0
p4,1,0.023976,5.096345,[17 64] ; [12 16],[21.55045872 59.44954128] ; [ 7.44954128 20.55045872],0
p9,1,0.040412,4.200482,[33 46] ; [18 10],[37.65420561 41.34579439] ; [13.34579439 14.65420561],0
u3,1,0.054586,3.694682,[15 20] ; [9 3],[17.87234043 17.12765957] ; [6.12765957 5.87234043],0
v2,1,0.055582,3.66453,[27 51] ; [15 12],[31.2 46.8] ; [10.8 16.2],0
p8,1,0.066804,3.359863,[18 65] ; [11 17],[21.68468468 61.31531532] ; [ 7.31531532 20.68468468],0
s2,1,0.088341,2.904356,[ 8 75] ; [ 6 21],[10.56363636 72.43636364] ; [ 3.43636364 23.56363636],0
p7,1,0.088694,2.897915,[17 65] ; [10 17],[20.31192661 61.68807339] ; [ 6.68807339 20.31192661],0
b1,1,0.090097,2.872632,[42 41] ; [ 9 19],[38.13513514 44.86486486] ; [12.86486486 15.13513514],0
s8,1,0.108705,2.572943,[13 70] ; [ 8 19],[15.84545455 67.15454545] ; [ 5.15454545 21.84545455],0
v3,1,0.120774,2.40726,[24 57] ; [12 14],[27.25233645 53.74766355] ; [ 8.74766355 17.25233645],0
s7,1,0.124741,2.356758,[10 66] ; [ 7 20],[12.54368932 63.45631068] ; [ 4.45631068 22.54368932],0
p3,1,0.139436,2.184167,[18 65] ; [10 18],[20.93693694 62.06306306] ; [ 7.06306306 20.93693694],0
d5,1,0.185302,1.754582,[56 27] ; [15 13],[53.09009009 29.90990991] ; [17.90990991 10.09009009],0
n6,1,0.246048,1.345602,[54 28] ; [21  6],[56.42201835 25.57798165] ; [18.57798165  8.42201835],0
p10,1,0.311165,1.025725,[34 46] ; [15 13],[36.2962963 43.7037037] ; [12.7037037 15.2962963],0
a5,1,0.348319,0.879572,[48 35] ; [19  9],[50.0990991 32.9009009] ; [16.9009009 11.0990991],0
n3,1,0.369428,0.805586,[18 16] ; [5 2],[19.07317073 14.92682927] ; [3.92682927 3.07317073],0
b5,1,0.413465,0.668815,[43 40] ; [17 11],[44.86486486 38.13513514] ; [15.13513514 12.86486486],0
u4,1,0.415588,0.662759,[ 1 82] ; [ 1 27],[ 1.4954955 81.5045045] ; [ 0.5045045 27.4954955],0
d4,1,0.423004,0.641954,[60 23] ; [18 10],[58.32432432 24.67567568] ; [19.67567568  8.32432432],0
a1,1,0.46978,0.522493,[10 73] ; [ 2 26],[ 8.97297297 74.02702703] ; [ 3.02702703 24.97297297],0
d1,1,0.478729,0.501757,[39 44] ; [11 17],[37.38738739 45.61261261] ; [12.61261261 15.38738739],0
u1,1,0.493475,0.468941,[ 8 75] ; [ 4 24],[ 8.97297297 74.02702703] ; [ 3.02702703 24.97297297],0
a8,1,0.54917,0.358806,[ 4 75] ; [ 2 22],[ 4.60194175 74.39805825] ; [ 1.39805825 22.60194175],0
a4,1,0.555335,0.347846,[30 52] ; [12 16],[31.30909091 50.69090909] ; [10.69090909 17.30909091],0
n1,1,0.558185,0.342857,[11 24] ; [3 4],[11.66666667 23.33333333] ; [2.33333333 4.66666667],0
r3,1,0.573937,0.316139,[60 23] ; [21  6],[61.11818182 21.88181818] ; [19.88181818  7.11818182],0
u2,1,0.596049,0.280995,[14 20] ; [6 6],[14.7826087 19.2173913] ; [5.2173913 6.7826087],0
r4,1,0.619743,0.246229,[52 31] ; [19  9],[53.09009009 29.90990991] ; [17.90990991 10.09009009],0
p5,1,0.638224,0.221072,[ 4 79] ; [ 2 26],[ 4.48648649 78.51351351] ; [ 1.51351351 26.48648649],0
d3,1,0.702477,0.145908,[41 42] ; [15 13],[41.87387387 41.12612613] ; [14.12612613 13.87387387],0
n5,1,0.717507,0.130894,[49 34] ; [17 10],[49.8 33.2] ; [16.2 10.8],0
v4,1,0.746751,0.104281,[62 21] ; [21  6],[62.62727273 20.37272727] ; [20.37272727  6.62727273],0
s5,1,0.756938,0.095793,[14 67] ; [ 5 20],[14.51886792 66.48113208] ; [ 4.48113208 20.51886792],0
r2,1,0.765594,0.088889,[67 14] ; [23  4],[67.5 13.5] ; [22.5  4.5],0
p12,1,0.783087,0.075789,[ 4 79] ; [ 1 27],[ 3.73873874 79.26126126] ; [ 1.26126126 26.73873874],0
n4,1,0.801206,0.063397,[50 33] ; [17 10],[50.55454545 32.44545455] ; [16.44545455 10.55454545],0
p1,1,0.828681,0.046826,[ 7 76] ; [ 2 26],[ 6.72972973 76.27027027] ; [ 2.27027027 25.72972973],0
r1,1,0.835504,0.043117,[48 35] ; [15 12],[47.53636364 35.46363636] ; [15.46363636 11.53636364],0
b4,1,0.873982,0.025155,[46 37] ; [16 12],[46.36036036 36.63963964] ; [15.63963964 12.36036036],0
d2,1,0.884039,0.021272,[36 45] ; [12 16],[35.66972477 45.33027523] ; [12.33027523 15.66972477],0
a7,1,0.896041,0.017073,[48 35] ; [16 11],[48.29090909 34.70909091] ; [15.70909091 11.29090909],0
a3,1,0.897287,0.016664,[48 34] ; [16 12],[47.70909091 34.29090909] ; [16.29090909 11.70909091],0
s4,1,0.907237,0.013578,[12 71] ; [ 4 22],[12.18348624 70.81651376] ; [ 3.81651376 22.18348624],0
a6,1,0.949164,0.004065,[48 35] ; [16 12],[47.85585586 35.14414414] ; [16.14414414 11.85585586],0
s1,1,0.975251,0.000962,[ 6 77] ; [ 2 25],[ 6.03636364 76.96363636] ; [ 1.96363636 25.03636364],0
a2,1,0.979565,0.000656,[15 68] ; [ 5 23],[14.95495495 68.04504505] ; [ 5.04504505 22.95495495],0
