Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001303,10.338038,[22 11] ; [20 42],[14.58947368 18.41052632] ; [27.41052632 34.58947368],0
r1,1,0.006673,7.358879,[31  2] ; [44 19],[25.78125  7.21875] ; [49.21875 13.78125],0
r4,1,0.033307,4.52994,[32  1] ; [53 12],[28.62244898  4.37755102] ; [56.37755102  8.62244898],0
a4,1,0.04033,4.203964,[ 3 30] ; [17 46],[ 6.875 26.125] ; [13.125 49.875],0
p5,1,0.098425,2.730881,[ 7 26] ; [ 6 59],[ 4.37755102 28.62244898] ; [ 8.62244898 56.37755102],0
s4,1,0.115986,2.470703,[ 5 28] ; [19 45],[ 8.16494845 24.83505155] ; [15.83505155 48.16494845],0
n6,1,0.12406,2.365306,[30  3] ; [51 14],[27.2755102  5.7244898] ; [53.7244898 11.2755102],0
s3,1,0.157759,1.995574,[23  8] ; [38 26],[19.90526316 11.09473684] ; [41.09473684 22.90526316],0
p3,1,0.171268,1.871809,[18 15] ; [26 39],[14.81632653 18.18367347] ; [29.18367347 35.81632653],0
r2,1,0.179834,1.798998,[32  1] ; [57  7],[30.27835052  2.72164948] ; [58.72164948  5.27835052],0
a2,1,0.186057,1.748568,[ 1 32] ; [ 7 58],[ 2.69387755 30.30612245] ; [ 5.30612245 59.69387755],0
p9,1,0.198964,1.649964,[25  8] ; [56  9],[27.2755102  5.7244898] ; [53.7244898 11.2755102],0
p12,1,0.201009,1.635028,[ 3 30] ; [ 2 63],[ 1.68367347 31.31632653] ; [ 3.31632653 61.68367347],0
n4,1,0.219648,1.506669,[27  6] ; [45 19],[24.49484536  8.50515464] ; [47.50515464 16.49484536],0
u3,1,0.23765,1.394478,[10  4] ; [18 16],[8.16666667 5.83333333] ; [19.83333333 14.16666667],0
v1,1,0.242756,1.364516,[18 14] ; [27 35],[15.31914894 16.68085106] ; [29.68085106 32.31914894],0
b2,1,0.262038,1.257956,[ 6 16] ; [ 6 33],[ 4.32786885 17.67213115] ; [ 7.67213115 31.32786885],0
b3,1,0.262038,1.257956,[ 6 16] ; [ 6 33],[ 4.32786885 17.67213115] ; [ 7.67213115 31.32786885],0
s8,1,0.28519,1.142191,[14 19] ; [35 30],[16.5 16.5] ; [32.5 32.5],0
p2,1,0.34032,0.909225,[23 10] ; [51 14],[24.91836735  8.08163265] ; [49.08163265 15.91836735],0
b1,1,0.351701,0.867311,[11 22] ; [28 37],[13.13265306 19.86734694] ; [25.86734694 39.13265306],0
a3,1,0.393536,0.727989,[19 14] ; [31 33],[17.01030928 15.98969072] ; [32.98969072 31.01030928],0
d2,1,0.47068,0.52038,[ 6 27] ; [16 49],[ 7.40816327 25.59183673] ; [14.59183673 50.40816327],0
p6,1,0.563144,0.334289,[11 22] ; [18 47],[ 9.76530612 23.23469388] ; [19.23469388 45.76530612],0
n1,1,0.571608,0.32,[2 2] ; [ 7 13],[1.5 2.5] ; [ 7.5 12.5],0
s5,1,0.611808,0.25755,[12 21] ; [20 44],[10.88659794 22.11340206] ; [21.11340206 42.88659794],0
p4,1,0.620899,0.244606,[19 14] ; [34 31],[17.84693878 15.15306122] ; [35.15306122 29.84693878],0
a5,1,0.62157,0.243667,[20 13] ; [36 29],[18.85714286 14.14285714] ; [37.14285714 27.85714286],0
s1,1,0.62362,0.240812,[ 3 30] ; [ 4 59],[ 2.40625 30.59375] ; [ 4.59375 58.40625],0
n5,1,0.670134,0.181446,[27  6] ; [50 14],[26.19587629  6.80412371] ; [50.80412371 13.19587629],0
p11,1,0.707149,0.141142,[26  7] ; [49 16],[25.25510204  7.74489796] ; [49.74489796 15.25510204],0
s7,1,0.707246,0.141043,[18 13] ; [34 29],[17.14893617 13.85106383] ; [34.85106383 28.14893617],0
s2,1,0.714315,0.134005,[18 14] ; [34 31],[17.15463918 14.84536082] ; [34.84536082 30.15463918],0
b4,1,0.725734,0.123064,[19 14] ; [35 30],[18.18367347 14.81632653] ; [35.81632653 29.18367347],0
a6,1,0.726968,0.121914,[21 12] ; [39 26],[20.20408163 12.79591837] ; [39.79591837 25.20408163],0
a7,1,0.726968,0.121914,[21 12] ; [39 26],[20.20408163 12.79591837] ; [39.79591837 25.20408163],0
r3,1,0.766914,0.087861,[31  2] ; [60  5],[30.64285714  2.35714286] ; [60.35714286  4.64285714],0
d3,1,0.786875,0.0731,[10 23] ; [18 47],[ 9.42857143 23.57142857] ; [18.57142857 46.42857143],0
p10,1,0.800413,0.063914,[26  7] ; [51 12],[26.46875  6.53125] ; [50.53125 12.46875],0
n3,1,0.82215,0.050526,[3 1] ; [16  4],[3.16666667 0.83333333] ; [15.83333333  4.16666667],0
d5,1,0.827025,0.04775,[17 16] ; [35 30],[17.51020408 15.48979592] ; [34.48979592 30.51020408],0
a8,1,0.832087,0.044955,[ 4 26] ; [ 9 51],[ 4.33333333 25.66666667] ; [ 8.66666667 51.33333333],0
b5,1,0.93305,0.007057,[19 14] ; [38 27],[19.19387755 13.80612245] ; [37.80612245 27.19387755],0
p8,1,0.947655,0.00431,[15 18] ; [30 35],[15.15306122 17.84693878] ; [29.84693878 35.15306122],0
p7,1,0.952931,0.003484,[19 13] ; [39 26],[19.13402062 12.86597938] ; [38.86597938 26.13402062],0
p1,1,0.978767,0.000708,[ 4 29] ; [ 8 57],[ 4.04081633 28.95918367] ; [ 7.95918367 57.04081633],0
u2,1,1.0,0.0,[7 7] ; [17 17],[7. 7.] ; [17. 17.],0
