Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.717799,[121  18] ; [13 17],[110.21301775  28.78698225] ; [23.78698225  6.21301775],1
n4,1,0.001813,9.729544,[118  21] ; [18 12],[111.85798817  27.14201183] ; [24.14201183  5.85798817],0
p10,1,0.002114,9.447825,[116  21] ; [18 12],[109.92814371  27.07185629] ; [24.07185629  5.92814371],0
u2,1,0.010034,6.62887,[16 21] ; [11  2],[19.98 17.02] ; [7.02 5.98],0
d5,1,0.016275,5.772917,[111  27] ; [18 12],[105.96428571  32.03571429] ; [23.03571429  6.96428571],0
p9,1,0.02191,5.252914,[120  18] ; [21  9],[115.82142857  22.17857143] ; [25.17857143  4.82142857],0
s7,1,0.048154,3.904594,[92 44] ; [14 15],[87.36969697 48.63030303] ; [18.63030303 10.36969697],0
p5,1,0.065096,3.402542,[ 23 115] ; [ 1 28],[ 19.83233533 118.16766467] ; [ 4.16766467 24.83233533],0
a3,1,0.068901,3.309019,[102  37] ; [17 13],[97.87573964 41.12426036] ; [21.12426036  8.87573964],0
a4,1,0.087257,2.924259,[65 73] ; [ 9 21],[60.78571429 77.21428571] ; [13.21428571 16.78571429],0
d3,1,0.115301,2.480021,[73 66] ; [11 19],[69.0887574 69.9112426] ; [14.9112426 15.0887574],0
r1,1,0.119658,2.421788,[107  32] ; [19 11],[103.63313609  35.36686391] ; [22.36686391  7.63313609],0
r2,1,0.123107,2.377334,[127  11] ; [24  5],[124.77844311  13.22155689] ; [26.22155689  2.77844311],0
p2,1,0.127034,2.328376,[109  28] ; [20 10],[105.82634731  31.17365269] ; [23.17365269  6.82634731],0
a5,1,0.142936,2.146059,[102  37] ; [18 12],[98.69822485 40.30177515] ; [21.30177515  8.69822485],0
v3,1,0.143632,2.13861,[61 75] ; [ 8 19],[57.57055215 78.42944785] ; [11.42944785 15.57055215],0
r4,1,0.146274,2.110688,[121  18] ; [23  7],[118.43786982  20.56213018] ; [25.56213018  4.43786982],0
p11,1,0.166189,1.916989,[113  26] ; [21  9],[110.21301775  28.78698225] ; [23.78698225  6.21301775],0
b4,1,0.179379,1.802759,[74 65] ; [20 10],[77.31360947 61.68639053] ; [16.68639053 13.31360947],0
s8,1,0.201077,1.634535,[87 52] ; [15 15],[83.89349112 55.10650888] ; [18.10650888 11.89349112],0
n3,1,0.210829,1.565723,[22 11] ; [5 6],[20.25 12.75] ; [6.75 4.25],0
a6,1,0.233724,1.418056,[58 81] ; [ 9 21],[55.10650888 83.89349112] ; [11.89349112 18.10650888],0
b1,1,0.241128,1.373987,[67 72] ; [18 12],[69.9112426 69.0887574] ; [15.0887574 14.9112426],0
p7,1,0.334264,0.932308,[88 48] ; [16 13],[85.72121212 50.27878788] ; [18.27878788 10.72121212],0
p1,1,0.35056,0.871429,[ 11 127] ; [ 4 26],[ 12.32142857 125.67857143] ; [ 2.67857143 27.32142857],0
r3,1,0.37569,0.784759,[128  11] ; [29  1],[129.13017751   9.86982249] ; [27.86982249  2.13017751],0
d4,1,0.379747,0.771522,[107  31] ; [21  9],[105.14285714  32.85714286] ; [22.85714286  7.14285714],0
d1,1,0.400343,0.707297,[72 67] ; [13 17],[69.9112426 69.0887574] ; [15.0887574 14.9112426],0
a2,1,0.495762,0.463997,[ 15 124] ; [ 2 28],[ 13.98224852 125.01775148] ; [ 3.01775148 26.98224852],0
p3,1,0.514887,0.424123,[78 60] ; [15 15],[76.39285714 61.60714286] ; [16.60714286 13.39285714],0
s3,1,0.525591,0.402908,[93 45] ; [22  8],[94.46428571 43.53571429] ; [20.53571429  9.46428571],0
v4,1,0.563546,0.333602,[129  10] ; [26  3],[128.24404762  10.75595238] ; [26.75595238  2.24404762],0
p4,1,0.596223,0.28073,[86 53] ; [17 13],[84.71597633 54.28402367] ; [18.28402367 11.71597633],0
v2,1,0.612122,0.257096,[64 69] ; [12 16],[62.7826087 70.2173913] ; [13.2173913 14.7826087],0
u3,1,0.623808,0.240551,[17 20] ; [7 6],[17.76 19.24] ; [6.24 6.76],0
p12,1,0.624348,0.239804,[ 13 124] ; [ 2 28],[ 12.30538922 124.69461078] ; [ 2.69461078 27.30538922],0
p8,1,0.633819,0.226917,[70 66] ; [14 16],[68.81927711 67.18072289] ; [15.18072289 14.81927711],0
b3,1,0.655863,0.198589,[37 52] ; [ 8 14],[36.08108108 52.91891892] ; [ 8.91891892 13.08108108],0
b2,1,0.655863,0.198589,[37 52] ; [ 8 14],[36.08108108 52.91891892] ; [ 8.91891892 13.08108108],0
n1,1,0.665908,0.186426,[16 18] ; [6 5],[16.62222222 17.37777778] ; [5.37777778 5.62222222],0
s1,1,0.704347,0.143989,[  7 130] ; [ 1 28],[  6.60240964 130.39759036] ; [ 1.39759036 27.60240964],0
p6,1,0.765592,0.088891,[58 79] ; [11 17],[57.29090909 79.70909091] ; [11.70909091 16.29090909],0
s5,1,0.774178,0.08232,[64 70] ; [13 16],[63.3006135 70.6993865] ; [13.6993865 15.3006135],0
a8,1,0.788328,0.072082,[ 16 116] ; [ 3 26],[ 15.57763975 116.42236025] ; [ 3.42236025 25.57763975],0
s4,1,0.816066,0.054106,[ 34 104] ; [ 8 22],[ 34.5 103.5] ; [ 7.5 22.5],0
s2,1,0.844662,0.03839,[90 48] ; [19 11],[89.53571429 48.46428571] ; [19.46428571 10.53571429],0
v1,1,0.85364,0.034031,[74 61] ; [17 13],[74.45454545 60.54545455] ; [16.54545455 13.45454545],0
b5,1,0.858126,0.031955,[67 72] ; [15 15],[67.44378698 71.55621302] ; [14.55621302 15.44378698],0
d2,1,0.878709,0.023289,[67 72] ; [14 16],[66.62130178 72.37869822] ; [14.37869822 15.62130178],0
a1,1,0.918727,0.010412,[ 10 129] ; [ 2 28],[  9.86982249 129.13017751] ; [ 2.13017751 27.86982249],0
