Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,114.8667,[  7 110] ; [215 124],[56.96052632 60.03947368] ; [165.03947368 173.96052632],1
d4,1,0.0,68.060846,[53 63] ; [286  53],[86.42637363 29.57362637] ; [252.57362637  86.42637363],1
a7,1,0.0,39.380153,[54 62] ; [263  76],[80.81758242 35.18241758] ; [236.18241758 102.81758242],1
d3,1,0.0,38.446051,[46 71] ; [242  97],[73.89473684 43.10526316] ; [214.10526316 124.89473684],1
a5,1,0.0,36.061324,[51 66] ; [251  88],[77.48684211 39.51315789] ; [224.51315789 114.48684211],1
d2,1,0.0,25.856548,[25 92] ; [163 175],[48.34285714 68.65714286] ; [139.65714286 198.34285714],1
r4,1,2e-06,22.463854,[75 42] ; [287  52],[92.88157895 24.11842105] ; [269.11842105  69.88157895],1
a4,1,1.1e-05,19.3094,[24 92] ; [147 190],[43.78807947 72.21192053] ; [127.21192053 209.78807947],1
a6,1,1.5e-05,18.676651,[59 58] ; [245  94],[78. 39.] ; [226. 113.],1
r2,1,1.8e-05,18.35875,[89 26] ; [308  26],[101.68151448  13.31848552] ; [295.31848552  38.68151448],1
a3,1,7.9e-05,15.576017,[57 58] ; [237 102],[74.47136564 40.52863436] ; [219.52863436 119.47136564],1
r1,1,8.8e-05,15.386802,[68 48] ; [261  76],[84.24724062 31.75275938] ; [244.75275938  92.24724062],1
a2,1,0.000178,14.051866,[  8 109] ; [ 76 263],[21.55263158 95.44736842] ; [ 62.44736842 276.55263158],1
r3,1,0.000243,13.463335,[91 24] ; [311  28],[101.82819383  13.17180617] ; [300.17180617  38.82819383],1
v4,1,0.001761,9.783684,[92 22] ; [309  29],[101.13716814  12.86283186] ; [299.86283186  38.13716814],0
v2,1,0.001838,9.704961,[37 71] ; [166 156],[50.98604651 57.01395349] ; [152.01395349 169.98604651],0
u1,1,0.002209,9.366854,[  5 112] ; [ 51 288],[ 14.36842105 102.63157895] ; [ 41.63157895 297.36842105],0
s1,1,0.003615,8.467518,[  9 105] ; [  7 331],[  4.03539823 109.96460177] ; [ 11.96460177 326.03539823],0
p3,1,0.00417,8.208142,[28 89] ; [130 207],[40.71806167 76.28193833] ; [117.28193833 219.71806167],0
p2,1,0.005733,7.632435,[73 44] ; [255  82],[84.52863436 32.47136564] ; [243.47136564  93.52863436],0
s6,1,0.007787,7.081867,[45 71] ; [179 158],[57.3598234 58.6401766] ; [166.6401766 170.3598234],0
p11,1,0.009455,6.734872,[73 44] ; [254  85],[83.90131579 33.09868421] ; [243.09868421  95.90131579],0
n4,1,0.01152,6.383338,[69 46] ; [246  93],[79.7907489 35.2092511] ; [235.2092511 103.7907489],0
n6,1,0.012333,6.262348,[76 39] ; [263  75],[86.05960265 28.94039735] ; [252.94039735  85.05960265],0
p10,1,0.026549,4.919916,[72 43] ; [247  89],[81.34146341 33.65853659] ; [237.65853659  98.34146341],0
p4,1,0.033324,4.529078,[39 76] ; [153 185],[48.74172185 66.25827815] ; [143.25827815 194.74172185],0
b5,1,0.058891,3.568333,[63 54] ; [216 123],[71.58552632 45.41447368] ; [207.41447368 131.58552632],0
p1,1,0.067327,3.347004,[ 10 107] ; [ 14 323],[  6.18502203 110.81497797] ; [ 17.81497797 319.18502203],0
s7,1,0.067777,3.336063,[29 83] ; [113 207],[36.81481481 75.18518519] ; [105.18518519 214.81481481],0
u3,1,0.110553,2.546299,[25 34] ; [56 45],[29.86875 29.13125] ; [51.13125 49.86875],0
v3,1,0.122033,2.39103,[31 82] ; [114 208],[37.66666667 75.33333333] ; [107.33333333 214.66666667],0
s8,1,0.126912,2.329882,[27 90] ; [103 235],[33.42857143 83.57142857] ; [ 96.57142857 241.42857143],0
p12,1,0.136924,2.212193,[  1 114] ; [ 12 326],[  3.30022075 111.69977925] ; [  9.69977925 328.30022075],0
b1,1,0.144006,2.134624,[51 66] ; [122 217],[44.38815789 72.61184211] ; [128.61184211 210.38815789],0
b4,1,0.159623,1.977795,[61 56] ; [202 137],[67.48026316 49.51973684] ; [195.51973684 143.48026316],0
p7,1,0.180762,1.79135,[46 66] ; [162 173],[52.1163311 59.8836689] ; [155.8836689 179.1163311],0
s2,1,0.190648,1.712603,[34 83] ; [120 216],[39.77483444 77.22516556] ; [114.22516556 221.77483444],0
