Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,114.8667,[  7 110] ; [215 124],[56.96052632 60.03947368] ; [165.03947368 173.96052632],1
u2,1,0.197182,1.663121,[26 32] ; [56 45],[29.91194969 28.08805031] ; [52.08805031 48.91194969],0
p9,1,0.233978,1.416513,[78 36] ; [247  86],[82.88590604 31.11409396] ; [242.11409396  90.88590604],0
n5,1,0.304088,1.056182,[73 41] ; [234 104],[77.42920354 36.57079646] ; [229.57079646 108.42920354],0
n2,1,0.306199,1.046998,[30 11] ; [59 33],[27.43609023 13.56390977] ; [61.56390977 30.43609023],0
p8,1,0.402825,0.699878,[40 75] ; [132 205],[43.76106195 71.23893805] ; [128.23893805 208.76106195],0
u4,1,0.487517,0.482001,[  1 116] ; [  6 333],[  1.79605263 115.20394737] ; [  5.20394737 333.79605263],0
b2,1,0.522497,0.408961,[23 47] ; [ 57 141],[20.89552239 49.10447761] ; [ 59.10447761 138.89552239],0
b3,1,0.522497,0.408961,[23 47] ; [ 57 141],[20.89552239 49.10447761] ; [ 59.10447761 138.89552239],0
a8,1,0.553865,0.350439,[11 95] ; [ 39 272],[12.70983213 93.29016787] ; [ 37.29016787 273.70983213],0
p5,1,0.594894,0.282766,[  5 110] ; [ 11 324],[  4.08888889 110.91111111] ; [ 11.91111111 323.08888889],0
n3,1,0.601296,0.273045,[24 15] ; [61 31],[25.30534351 13.69465649] ; [59.69465649 32.30534351],0
a1,1,0.649324,0.206754,[  6 111] ; [ 14 325],[  5.13157895 111.86842105] ; [ 14.86842105 324.13157895],0
n1,1,0.684869,0.164697,[15 26] ; [30 61],[13.97727273 27.02272727] ; [31.02272727 59.97727273],0
s3,1,0.790035,0.070897,[52 62] ; [148 187],[50.77951002 63.22048998] ; [149.22048998 185.77951002],0
v1,1,0.910472,0.012644,[49 65] ; [139 189],[48.48868778 65.51131222] ; [139.51131222 188.48868778],0
s4,1,0.919622,0.010183,[ 14 102] ; [ 42 296],[ 14.30837004 101.69162996] ; [ 41.69162996 296.30837004],0
