Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.965843,[43 31] ; [138  21],[57.48497854 16.51502146] ; [123.51502146  35.48497854],1
p5,1,0.002276,9.312251,[ 8 66] ; [ 46 113],[17.15021459 56.84978541] ; [ 36.84978541 122.15021459],0
p12,1,0.003239,8.667458,[ 3 71] ; [ 29 129],[10.20689655 63.79310345] ; [ 21.79310345 136.20689655],0
p6,1,0.006872,7.306128,[33 41] ; [99 57],[42.46956522 31.53043478] ; [89.53043478 66.46956522],0
d1,1,0.009778,6.674906,[43 31] ; [119  40],[51.45064378 22.54935622] ; [110.54935622  48.45064378],0
a5,1,0.010218,6.59645,[51 23] ; [133  26],[58.43776824 15.56223176] ; [125.56223176  33.43776824],0
a3,1,0.0157,5.836122,[51 23] ; [131  27],[58.05172414 15.94827586] ; [123.94827586  34.05172414],0
u1,1,0.015748,5.830806,[ 7 67] ; [ 36 123],[13.65665236 60.34334764] ; [ 29.34334764 129.65665236],0
n5,1,0.018033,5.592915,[56 17] ; [141  18],[61.98706897 11.01293103] ; [135.01293103  23.98706897],0
n4,1,0.018796,5.520393,[55 19] ; [138  21],[61.29613734 12.70386266] ; [131.70386266  27.29613734],0
n6,1,0.020177,5.39654,[60 13] ; [146  12],[65.0995671  7.9004329] ; [140.9004329  17.0995671],0
v2,1,0.027165,4.880268,[36 36] ; [102  54],[43.57894737 28.42105263] ; [94.42105263 61.57894737],0
b3,1,0.036671,4.365607,[15 31] ; [55 53],[20.90909091 25.09090909] ; [49.09090909 58.90909091],0
b2,1,0.036671,4.365607,[15 31] ; [55 53],[20.90909091 25.09090909] ; [49.09090909 58.90909091],0
p1,1,0.042772,4.104395,[ 4 70] ; [ 23 135],[ 8.61206897 65.38793103] ; [ 18.38793103 139.61206897],0
n2,1,0.048662,3.886975,[15  1] ; [19  9],[12.36363636  3.63636364] ; [21.63636364  6.36363636],0
s5,1,0.083837,2.98891,[29 43] ; [79 71],[35.02702703 36.97297297] ; [72.97297297 77.02702703],0
p9,1,0.098011,2.737607,[65  8] ; [151   8],[67.96551724  5.03448276] ; [148.03448276  10.96551724],0
r2,1,0.098228,2.734079,[67  6] ; [151   5],[69.49344978  3.50655022] ; [148.50655022   7.49344978],0
b5,1,0.120013,2.417154,[43 31] ; [75 84],[37.47639485 36.52360515] ; [80.52360515 78.47639485],0
